internal_id,sign_id,numbering_system,description,parpola_id,wells_ids,mahadevan_ids,parpola_allographs,icit_function,corpus_freq,start_rate,end_rate,internal_rate,in_corpus,n_feature_dims
358543d2-cdcc-54e5-9d1b-70ab7cb66185,Yunmapped_0746,yajnadevam_glyphid,,,,,,,4,0.0,0.5,0.5,True,0
a6538995-d74d-5a29-98ca-bbb7e3140c40,Yunmapped_0749,yajnadevam_glyphid,,,,,,,4,1.0,0.0,0.0,True,0
6a0ccc91-ab20-54c6-a998-09b96c8ded9f,Yunmapped_0903,yajnadevam_glyphid,,,,,,,4,0.0,0.5,0.5,True,0
b1af903f-586f-5665-b160-e6bc39a57707,Yunmapped_0421,yajnadevam_glyphid,,,,,,,4,0.0,0.25,0.75,True,0
38e0321b-3394-50a0-8db5-2ebf7f9d0f01,Yunmapped_0634,yajnadevam_glyphid,,,,,,,3,0.0,1.0,0.0,True,0
64efa6a4-1644-5c1c-a619-ecd668f0429a,Yunmapped_0014,yajnadevam_glyphid,,,,,,,3,0.0,0.6667,0.3333,True,0
6385a266-6108-5cd6-9a4c-ccb7f00d63c7,Yunmapped_0019,yajnadevam_glyphid,,,,,,,3,0.0,0.6667,0.3333,True,0
f56768bd-47a5-5cbb-b986-88b5c9553f20,Yunmapped_0856,yajnadevam_glyphid,,,,,,,3,0.3333,0.6667,0.0,True,0
5476e82d-1a4c-5827-9e2f-c014103c8abe,Yunmapped_0893,yajnadevam_glyphid,,,,,,,3,0.0,0.3333,0.6667,True,0
2bf79721-6acb-5631-90e4-47aef51e5a22,Yunmapped_0103,yajnadevam_glyphid,,,,,,,3,0.3333,0.0,0.6667,True,0
b08a9ec6-4f00-595a-a690-e6b5b0308b43,Yunmapped_0829,yajnadevam_glyphid,,,,,,,3,0.0,1.0,0.0,True,0
e032ce7c-87b7-5520-beb5-9d2973ca8f9f,Yunmapped_0420,yajnadevam_glyphid,,,,,,,3,0.0,0.0,1.0,True,0
edd4887a-c151-5be6-9818-e977bda25a15,Yunmapped_0805,yajnadevam_glyphid,,,,,,,3,0.0,0.3333,0.6667,True,0
e608eb51-da2b-5285-9964-bcf23a260833,Yunmapped_0470,yajnadevam_glyphid,,,,,,,3,0.0,0.6667,0.3333,True,0
02ab9ea5-c422-5158-b045-07238138a235,Yunmapped_0193,yajnadevam_glyphid,,,,,,,3,0.0,0.6667,0.3333,True,0
8957d498-6976-539d-9f03-ecccd8a4e1d7,Yunmapped_0146,yajnadevam_glyphid,,,,,,,3,0.0,1.0,0.0,True,0
50b16296-afec-5c0d-959b-7e9407967e87,Yunmapped_0639,yajnadevam_glyphid,,,,,,,3,0.0,0.0,1.0,True,0
fd1b0ea0-5d0f-5b1b-8925-722763dfb6af,Yunmapped_0216,yajnadevam_glyphid,,,,,,,3,0.0,1.0,0.0,True,0
b3b63510-66a1-5364-b0c1-3b518e2ce2a4,Yunmapped_0177,yajnadevam_glyphid,,,,,,,3,0.0,0.3333,0.6667,True,0
5132d3f9-3044-58ea-9f04-2727301b7552,Yunmapped_0036,yajnadevam_glyphid,,,,,,,3,0.3333,0.3333,0.3333,True,0
a52bb705-82f4-5333-997c-49e80b923d6b,Yunmapped_0930,yajnadevam_glyphid,,,,,,,3,1.0,0.0,0.0,True,0
68b682c3-3a78-5ddd-9884-14cf76b15816,Yunmapped_0007,yajnadevam_glyphid,,,,,,,3,0.0,0.0,1.0,True,0
ed16b40b-a8e2-5185-bb97-9932908f547f,Yunmapped_0561,yajnadevam_glyphid,,,,,,,3,0.3333,0.3333,0.3333,True,0
03b8d370-e72b-5b6d-bd03-a2f98c070803,Yunmapped_0268,yajnadevam_glyphid,,,,,,,3,0.0,0.0,1.0,True,0
13318f6c-e9b9-5bb7-9361-74f1ca11b85e,Yunmapped_0710,yajnadevam_glyphid,,,,,,,3,0.3333,0.3333,0.3333,True,0
9811f0f7-21cf-512e-ab65-480ff8f1db70,Yunmapped_0543,yajnadevam_glyphid,,,,,,,3,0.0,0.0,1.0,True,0
1fd5ea71-6868-57fc-b22e-14a1343ece11,Yunmapped_0285,yajnadevam_glyphid,,,,,,,3,0.0,0.6667,0.3333,True,0
21a82033-83bd-5177-90b8-475b1061c0f2,Yunmapped_0346,yajnadevam_glyphid,,,,,,,3,0.0,0.6667,0.3333,True,0
a5a5b3ce-4718-5b57-ac0f-7d7097057057,Yunmapped_0392,yajnadevam_glyphid,,,,,,,3,0.3333,0.3333,0.3333,True,0
26c9e1ec-439b-5aad-a83a-5eb42c98f320,Yunmapped_0912,yajnadevam_glyphid,,,,,,,3,0.0,0.6667,0.3333,True,0
793ce6b9-1591-59eb-9351-e534f6049c3c,Yunmapped_0322,yajnadevam_glyphid,,,,,,,3,0.0,0.6667,0.3333,True,0
d462e66a-3209-5b3b-860a-832ffe5c7ce3,Yunmapped_0278,yajnadevam_glyphid,,,,,,,3,0.0,0.3333,0.6667,True,0
18fbe30a-3e00-51cc-953c-8e252c732b2b,Yunmapped_0552,yajnadevam_glyphid,,,,,,,3,0.0,0.0,1.0,True,0
a49114c4-e7ce-5980-92c5-6be7500af7b5,Yunmapped_0483,yajnadevam_glyphid,,,,,,,3,0.0,0.0,1.0,True,0
6b6cfcef-39e5-5a86-a0dd-957a41347f70,Yunmapped_0150,yajnadevam_glyphid,,,,,,,3,0.0,0.0,1.0,True,0
f22beefe-89b2-576f-b4a9-459ec9b35196,Yunmapped_0744,yajnadevam_glyphid,,,,,,,3,0.0,0.6667,0.3333,True,0
9cd7d684-ecc1-5175-94a6-4f9895e41de0,Yunmapped_0160,yajnadevam_glyphid,,,,,,,3,0.3333,0.3333,0.3333,True,0
2676fb4b-0b33-5940-a430-2951d09f33af,Yunmapped_0292,yajnadevam_glyphid,,,,,,,3,0.3333,0.0,0.6667,True,0
c9ff6130-2d9d-567f-b9b0-974636ba5d26,Yunmapped_0410,yajnadevam_glyphid,,,,,,,2,1.0,0.0,0.0,True,0
2f5306cc-e3c8-5e1d-8af4-9ed059f02fc0,Yunmapped_0797,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
eb1f7480-251a-5ebc-b013-fb29703296c0,Yunmapped_0308,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
6d568f58-60da-5e50-b720-2bebd0f1f554,Yunmapped_0767,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
2c5cf507-2e32-5c40-ac6b-89b4dee85f1b,Yunmapped_0785,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
5b41103c-e4e1-51fc-ab9d-1b7fc54944ee,Yunmapped_0775,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
fa57ee53-d1b0-57c8-8e1f-7f4f6df206ea,Yunmapped_0516,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
15becdfa-2fee-5834-88e3-a0cfce2bdacc,Yunmapped_0799,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
16fab0e6-7253-5045-9d7e-48698b762745,Yunmapped_0143,yajnadevam_glyphid,,,,,,,2,0.5,0.0,0.5,True,0
18c08649-622e-5a96-9fea-2a4019a993bf,Yunmapped_0534,yajnadevam_glyphid,,,,,,,2,0.5,0.0,0.5,True,0
9a9931b6-4725-592a-a6ad-f865f9e094fe,Yunmapped_0118,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
1f4cb5d1-7024-52d9-9358-338dbf431ece,Yunmapped_0062,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
6133e914-9a4d-5fc7-9129-60e8487dfe57,Yunmapped_0242,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
c14138f8-0f18-5e48-943a-60197dbfed70,Yunmapped_0025,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
a3acb31e-77c4-5b50-bdfa-4a18b93dff4c,Yunmapped_0494,yajnadevam_glyphid,,,,,,,2,0.5,0.5,0.0,True,0
04882267-0c46-577d-9d7f-f33da430905e,Yunmapped_0326,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
50101987-61aa-5199-89bf-fb8c28bbaff4,Yunmapped_0381,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
f4d7c394-b199-56e4-8cea-eef86bbeba3c,Yunmapped_0950,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
ccc8dea7-f626-5e48-9795-aeac325ab3e9,Yunmapped_0610,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
ee51bfb5-220d-5d0c-ba34-16ed0b195958,Yunmapped_0192,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
ad982cc7-6b23-5ae6-9633-fa141e3a83ba,Yunmapped_0316,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
86391845-d92a-51f6-9255-a2cdae4579d2,Yunmapped_0367,yajnadevam_glyphid,,,,,,,2,0.5,0.0,0.5,True,0
db1598a8-6708-5bc9-bc99-1c274ef70250,Yunmapped_0898,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
02d088b3-e1b8-55a4-a747-be0c7f935e13,Yunmapped_0783,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
6e72291f-a14f-5fc7-b5e4-b3d44850d643,Yunmapped_0059,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
ba5c1aa0-3800-569e-ab9b-32a9e36d28fa,Yunmapped_0178,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
3ceb881d-9f4e-5f22-8548-0338f47d0393,Yunmapped_0770,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
a6b0dd04-27b6-5874-b8b8-7a3a4b5b0f07,Yunmapped_0795,yajnadevam_glyphid,,,,,,,2,0.5,0.5,0.0,True,0
7c2a4e66-1b3b-5cc5-b174-d925c9020ee1,Yunmapped_0528,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
fcad280b-da65-591d-aefc-b4c6dbcaf8f9,Yunmapped_0896,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
cd2cfa4f-d9a1-5d69-91c4-f8482e3e1707,Yunmapped_0195,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
7cad4aa7-9ab2-53f3-91a1-949026c01508,Yunmapped_0200,yajnadevam_glyphid,,,,,,,2,0.5,0.0,0.5,True,0
739cfc11-b1c5-5a88-9b3e-882cd3a1a6c5,Yunmapped_0229,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
24981e1d-859a-5bd7-9110-86d0ea0343c6,Yunmapped_0836,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
3c5a222a-6aeb-532c-b744-a10e2c922419,Yunmapped_0082,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
cc4cdaf7-4ae6-5e14-8cec-e606238039b2,Yunmapped_0411,yajnadevam_glyphid,,,,,,,2,0.5,0.0,0.5,True,0
8e4a0791-ee41-5173-afee-53560cc65e63,Yunmapped_0813,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
3f3ebb35-9181-52c7-b9b9-ef43f3b0272d,Yunmapped_0720,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
465cff46-db4c-5a46-ad19-e18bc1bd2e3e,Yunmapped_0865,yajnadevam_glyphid,,,,,,,2,1.0,0.0,0.0,True,0
29f699a0-c434-5554-964f-bc787dd20072,Yunmapped_0825,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
d9f49d29-841b-5ae8-8598-3a6c7201b643,Yunmapped_0262,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
b7bb74a2-4f0c-54c0-9018-1f2ce86aeb15,Yunmapped_0046,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
47a9d5de-5fd5-5736-8dde-22f3e95ca65c,Yunmapped_0698,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
db05ad87-d669-5a8e-b147-35a7f7cd189a,Yunmapped_0286,yajnadevam_glyphid,,,,,,,2,0.5,0.0,0.5,True,0
20a426f3-b9fb-5bd2-b20d-d9d5e41606bf,Yunmapped_0012,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
670bc17e-7310-522e-b51f-3d321614b60c,Yunmapped_0683,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
397b90c7-cd9a-56e4-adf0-f6657ba76242,Yunmapped_0191,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
78e51f46-91d0-523c-9459-5f1ed208ad8b,Yunmapped_0042,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
a2be1959-307a-5918-b9a7-e442d97d5e44,Yunmapped_0029,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
36b01c71-c88a-5b00-81c7-20e57333b00b,Yunmapped_0096,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
f443d135-df77-5ec0-87bf-cb5c24148441,Yunmapped_0919,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
d4cd3a58-a471-5e4a-a794-9485acd163a2,Yunmapped_0891,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
b3e07b73-97fe-53c7-9e96-4235e1a7f365,Yunmapped_0450,yajnadevam_glyphid,,,,,,,2,0.5,0.0,0.5,True,0
8fc19c01-f803-57c2-ab4b-650cc01bdfc2,Yunmapped_0479,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
5c3d8647-dca9-5a6f-9b49-0a3e06f1038c,Yunmapped_0513,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
3136985a-21dc-533f-aa18-3aff839a13c8,Yunmapped_0721,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
71c624c3-bf4b-5242-af76-593392d9ef72,Yunmapped_0092,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
b1b15251-dda9-5cc5-97b4-61db92028694,Yunmapped_0157,yajnadevam_glyphid,,,,,,,2,1.0,0.0,0.0,True,0
22ef09ac-bebe-50ec-8391-a8fd4950124f,Yunmapped_0533,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
bda50e9a-adbb-51a8-92d7-37430b8fb90f,Yunmapped_0324,yajnadevam_glyphid,,,,,,,2,0.5,0.5,0.0,True,0
b4a3d1ed-6e60-5ac4-8734-f5cc1c3b02a1,Yunmapped_0747,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
8058586e-3ff0-591d-b18c-863463ec4dc8,Yunmapped_0341,yajnadevam_glyphid,,,,,,,2,1.0,0.0,0.0,True,0
6c8be5c1-9e23-5447-82a4-d8992162ed9b,Yunmapped_0071,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
8df9305d-a93b-5a5a-8296-cdf266678063,Yunmapped_0299,yajnadevam_glyphid,,,,,,,2,0.0,0.0,1.0,True,0
99a42e4f-dbb3-51e9-ae1a-a783c920e505,Yunmapped_0901,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
e86326fb-17b6-5db4-bf3e-9c54f226eeda,Yunmapped_0006,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
fe71144d-3ced-5364-8c03-c8ceb06673c2,Yunmapped_0351,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
4da7fdb8-7a9a-5204-876c-a1ca7a683236,Yunmapped_0828,yajnadevam_glyphid,,,,,,,2,0.5,0.5,0.0,True,0
5834d907-9486-5b61-9e45-e2774762c502,Yunmapped_0732,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
db2f9716-ff5d-5414-b8b1-6d7eb942b444,Yunmapped_0544,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
efcb1b3a-e044-53d9-aa71-3b6550c3542a,Yunmapped_0319,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
82dc238d-6997-5aa6-80b0-5f06f3c026ea,Yunmapped_0680,yajnadevam_glyphid,,,,,,,2,0.5,0.0,0.5,True,0
71c69af5-81a7-5646-a3c0-a79fb0ed5080,Yunmapped_0041,yajnadevam_glyphid,,,,,,,2,0.5,0.5,0.0,True,0
dcf479d9-616e-5622-be52-f8ad742d72a2,Yunmapped_0127,yajnadevam_glyphid,,,,,,,2,0.5,0.5,0.0,True,0
610d75b5-fd4e-5109-8de1-d53c482c01c2,Yunmapped_0424,yajnadevam_glyphid,,,,,,,2,0.5,0.5,0.0,True,0
c7b59c40-bdd8-56ed-a6c8-79ee005f2714,Yunmapped_0922,yajnadevam_glyphid,,,,,,,2,0.0,1.0,0.0,True,0
fd391664-64c9-52f2-91dc-ecea1c64ec17,Yunmapped_0933,yajnadevam_glyphid,,,,,,,2,0.0,0.5,0.5,True,0
7b982e3a-7a31-5cc6-9b3c-1d1692a1ea0e,Yunmapped_0170,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
6c5c6145-8f0c-50d9-83b0-1c8de1cb886f,Yunmapped_0050,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
bc9d5dd4-0c87-508b-ad30-01fa25ff53a4,Yunmapped_0386,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
33ea1931-b939-57e5-9a5d-4f3bc086bcb7,Yunmapped_0647,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
236fd4f0-3562-510f-a82e-f755fd389ba7,Yunmapped_0713,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
9e5c4643-9217-522d-bd04-607912f2c431,Yunmapped_0429,yajnadevam_glyphid,,,,,,,1,1.0,0.0,0.0,True,0
b5f42882-064b-5c5d-8ebe-e53d8a15ff6d,Yunmapped_0230,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
9a292076-f76d-5ae5-883a-664641998ece,Yunmapped_0128,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
730e6728-59ad-502d-b057-7af781965679,Yunmapped_0822,yajnadevam_glyphid,,,,,,,1,1.0,0.0,0.0,True,0
6534e340-7082-5f85-993a-ce75f640ec4a,Yunmapped_0375,yajnadevam_glyphid,,,,,,,1,1.0,0.0,0.0,True,0
c5685a38-10f5-54b8-812f-750b97263979,Yunmapped_0445,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
74b1cb71-dfa0-5aa3-8c62-d02bedde5aed,Yunmapped_0117,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
4c65421b-28aa-596c-83cf-079573c4dcc1,Yunmapped_0914,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
a45ca5cd-b54d-5f07-833e-024774a5e4bf,Yunmapped_0678,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
90548185-6a11-5098-8275-e90bc9df4983,Yunmapped_0862,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
e623be2f-556f-577c-938f-93abf815f571,Yunmapped_0515,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
7b9bd641-1d6d-5a98-8db2-66fe6726195e,Yunmapped_0126,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
8185a849-4db6-57f6-ba81-51d5d8fb1413,Yunmapped_0110,yajnadevam_glyphid,,,,,,,1,1.0,0.0,0.0,True,0
c4631bc7-8128-50eb-92fa-df9458838638,Yunmapped_0141,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
559dce8b-35e0-5e14-bed4-e6e9b77b8ca2,Yunmapped_0275,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
c120c604-6f14-5703-9c18-85c50f44c391,Yunmapped_0293,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
66249732-8f3a-56f9-88c7-a8da38de20cd,Yunmapped_0546,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
f7e2ea55-de09-5acf-a43c-3c1ea3def666,Yunmapped_0876,yajnadevam_glyphid,,,,,,,1,1.0,0.0,0.0,True,0
efc6735d-0b17-5a94-b674-e07b3b2836eb,Yunmapped_0578,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
0a97767f-0f76-55a6-ad1c-617dba4fa2d1,Yunmapped_0682,yajnadevam_glyphid,,,,,,,1,1.0,0.0,0.0,True,0
25a392a5-dfb9-5e7c-92dc-ec6b08692ebf,Yunmapped_0852,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
64189fbc-be84-5779-9ce1-15540f947700,Yunmapped_0152,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
418d5e26-cccb-5378-aa23-0d5aa7315564,Yunmapped_0681,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
8879c07c-99fc-55aa-9473-8d47ab18fb69,Yunmapped_0276,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
3df1871d-d9ad-571c-a59b-96593301dd68,Yunmapped_0051,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
d6f22b06-c4ff-5b2d-bb79-e8d53779eef3,Yunmapped_0902,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
1992f9e6-a0c1-5d0b-9413-63e14e9e6583,Yunmapped_0542,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
f5d0e429-427b-57e7-a4ee-4f2062ceeea8,Yunmapped_0596,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
2d065ab8-5c3a-5646-9584-810e07648b71,Yunmapped_0640,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
b02bb50c-38e8-52f0-829e-f444de660bb9,Yunmapped_0430,yajnadevam_glyphid,,,,,,,1,1.0,0.0,0.0,True,0
a99030e6-2f35-5893-a0c6-a6f5d4a42b8c,Yunmapped_0057,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
565307f0-839c-5c0e-8f39-d1e95bc41458,Yunmapped_0280,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
c59a12bd-32ac-5425-84e7-2c5c4328c449,Yunmapped_0253,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
c0c0cbfd-66a5-5267-bec2-6fa7903261a5,Yunmapped_0870,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
653f3926-949a-5468-8dec-e935d97d3951,Yunmapped_0748,yajnadevam_glyphid,,,,,,,1,1.0,0.0,0.0,True,0
f0f24d71-92ff-59e2-9a2e-cc18a843c729,Yunmapped_0471,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
c1baccce-90e9-50a0-92ea-1eabae5d5c1c,Yunmapped_0811,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
37eda811-85dc-5599-aea6-bae4104e5c8a,Yunmapped_0469,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
f6988a54-c4e0-59fe-8e7d-a295580cd971,Yunmapped_0203,yajnadevam_glyphid,,,,,,,1,1.0,0.0,0.0,True,0
c2172d37-91db-57cc-8ad8-3494229e155a,Yunmapped_0918,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
d8a7ec41-112a-5286-9769-5f5be67a7273,Yunmapped_0330,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
93a34e85-a097-5774-807d-1327fa47d1c4,Yunmapped_0305,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
24bcdfe1-c074-5484-8081-438422ade85c,Yunmapped_0863,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
8b116a37-47d9-57d6-b5ea-256733570cc4,Yunmapped_0830,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
4229073b-94da-511b-9639-fb8b01f862bd,Yunmapped_0728,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
e280dc8d-b441-50e8-aedd-d69d365405a0,Yunmapped_0266,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
2acbb641-2422-5d60-8530-4da6e4b69101,Yunmapped_0172,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
20ebadb6-60ac-5692-9cf2-97ef49efa920,Yunmapped_0576,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
21b0acd7-ab91-59b3-b049-ddd13a59c68d,Yunmapped_0138,yajnadevam_glyphid,,,,,,,1,1.0,0.0,0.0,True,0
11cc8841-d8ba-5f8b-82df-4a4f965f0dd3,Yunmapped_0294,yajnadevam_glyphid,,,,,,,1,1.0,0.0,0.0,True,0
aceed4d5-408b-5748-9ac8-f1590a70cfc3,Yunmapped_0833,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
5691b7d9-a024-5db3-b129-3037a1f98c8c,Yunmapped_0826,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
72b79a47-a91e-5098-b83a-acdcaa10987c,Yunmapped_0716,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
91ff6007-f6e0-5629-893b-c19ad05b96c1,Yunmapped_0442,yajnadevam_glyphid,,,,,,,1,1.0,0.0,0.0,True,0
bf1046b1-b351-56ad-b33e-cdb78a4c3aa4,Yunmapped_0490,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
9ae102c1-bae1-5bc4-b0d9-429623e9b401,Yunmapped_0947,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
a211c9a5-51ff-5d00-b912-a1b76c7ba5b5,Yunmapped_0895,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
fde27f66-c228-5c6f-8b49-30ff55a0d0f7,Yunmapped_0866,yajnadevam_glyphid,,,,,,,1,1.0,0.0,0.0,True,0
8c09ae76-bbec-5d2a-a3d1-81232e2b4952,Yunmapped_0441,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
10dc38ff-60cb-5626-a5ae-6e5c6805b6c0,Yunmapped_0180,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
af4fb5e9-f64b-59ec-87ac-3a955db58063,Yunmapped_0306,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
74e89502-4722-5c9c-ba44-2ec7169803f3,Yunmapped_0778,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
aaafa9fc-21c4-5802-aecb-eae3c6e83de8,Yunmapped_0166,yajnadevam_glyphid,,,,,,,1,0.0,1.0,0.0,True,0
4a486705-dcd3-53ec-a611-4ba58ad116b3,Yunmapped_0685,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
2f7775f9-2551-5c02-9ddd-bc774d908a79,Yunmapped_0952,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
af3fc9ed-d9c8-5c0f-be51-e446ccb8e0c1,Yunmapped_0506,yajnadevam_glyphid,,,,,,,1,1.0,0.0,0.0,True,0
44f65ddd-7fbb-5351-8f3b-676e64a29f04,Yunmapped_0810,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
70c2c353-cdfa-5ebe-9c22-06ed0ff4a8e2,Yunmapped_0194,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
64c15514-9721-5982-8539-b2a1bc00c8ae,Yunmapped_0604,yajnadevam_glyphid,,,,,,,1,0.0,0.0,1.0,True,0
