entry_id,page,languages,n_languages,n_forms,raw_text
3222,159,"Malt.,Tu.,Te.,Ta.,Ka.,Go.,Kui,Kur.",8,19,"Ta. tin strong, hard, firm, close, compact; tinfi size, bulk; tingu stoutness, thickness; tinam, tinnam certainty, vigour, strength, solidity, robustness, power, tight- ness; tinnan strong, robust, powerful man; tinnimai firmness of mind; tinniyan strong man, brave man; tinmai strength, power, robustness, hardness, compactness, firmness, truth, certainty, constancy, heaviness, bulki- ness; tinar (-pp-, -tt-) to form a thick layer, be crowded, dense, close; m. denseness, thickness (as of a cloud); tini (-v-, -nt-) to be crowded, dense, close; (-pp-, -tt-) to cram, stuff; n. solidity; tintppu strength; tinimpu denseness; tiniyan fat man, clumsy beast or thing; tinivu Hardness, denseness; tinukkam closeness, compactness, solidity; tinufiku (tinuhki-) to become close, dense, thick, crowded; tifpam solidity, strength, firmness of mind. Ma, tin firm, strong, solid; tinnam strength; stiff, tight; tinma solidity; tinar swelling; tinarkka to swell, rise as the skin from a blow; tinfikka (the edges of a wound) become swollen; titfuka to be thronged, crowded, tight; tikkuka to press, throng; tikkal pressing, thronging. Ka. tini to be united or mixed together, be crowded or closely packed, be full or filled; tinuku, tinaku, tiniku to use pressure or strain as in childbirth or in easing nature, press, make violent efforts, undergo trouble; tinna, tinpu thickness, stoutness, greatness, weight, gravity, excess; dindu thickness, stoutness, strength, pride; tintini mass, crowd, multitude; tin"
3223,160,"Te.,Ka.",2,2,Ka. dinda Clitoria ternatea Lin. Te. dinfena id. DED 2635.
3224,160,"Te.,Ta.,Ma.,Ka.",4,13,"Ta. tintu semicircular cushion, any small construction of brick built as a support. Ma. tintu a bale of cloth. Ka. dindu a heap, roundish mass or piece, roundish big stone, bundle of wood or grass, bale of cloth; dinde a roundish big stone. Te. dipdu pillow, cushion, bolster, bundle, cylinder. / Cf. Mar. did a bale of cloth. DED 2636."
3225,160,"Tu.,Ka.,Kod.",3,5,"Ka. dindu the thread-like centre of an orange, ete., the inside stalk or heart of a plantain tree. Kod. dindi stem of plantain. Tu. dindy, dindu the tender stalk inside a plantain tree. DED 2637."
3226,160,"Ta.,To.,Ko.",3,3,Ko. tidg flesh. To. tidx piece of flesh. ? Cf. Ta. tafi flesh. DED (S) 2638.
3227,160,"Tu.,Ta.,Ma.,To.",4,10,"Ta. tinnai pial, raised platform or veranda in a house, mound. Ma. tinna, tina terrace, raised bank, open veranda. Ko, tin raised seat; tinva-l veranda (for va-l, see 5354). To. tin sleeping platform; ? tinp raised edge of path, sod. Aa. dinne, dinne arising ground, eminence, bank, islet; (Gowda) tinE veranda. Tu. tiné, tiné (BRR also) ciné smat! open veranda; dinné hillock, eminence. Kor. (O.) tene outer veranda, Te, tinniya, tinne, tiniya, tine pial; (B.) dinne, dinniya, tinne pial; high raised embankment. DED(S) 2639,"
3228,160,"Tu.,Ta.,Ka.",3,5,"Ta. tippali long pepper, Piper longum. Ma, tippali id. Ka. tippali id. Tu. tirpali, (B-K.) tippili, ippili id. DED (N) 2640."
3229,160,"Malt.,Tu.,Te.,Ka.,To.,Ko.,Pa.,Go.,Kui,Kuwi,Kur.",11,29,"To. tippai mound, elevated ground; that which is bulky. Ko. tip rubbish heap. Ka. tippe heap, hillock, dunghill; dibba, dibbu eminence, hillock; tevar(u), tevari rising ground, hillock. Tu. tippé heap, pile, hill; tuppé stack, heap of corn or rice. Te. tippa hill, hillock, rock, mountain, heap, mound, small island; dibba hillock, mound, heap. Pa. dippa heap; dibba mound. Ga, (S.°) dibbe hillock, mound. Go. (Mu.) dippa high- land for cultivation, forest field (Voc. 1865): (M.) dibe heap (Voc. 1869). Kui depa rising ground, high land, lower slopes of a_ hill, shore, earth platform, veranda, dais. Kuwi (S.) debbe hill; ba’ali dibba sandhill. Kur. dippd mound, hillock. Malt. tube a heap of dhimirdhimir filth or sweepings. Cf. 3239 Ka. dimmi. DED(S) 2641."
3230,160,"Tu.,Ka.",2,4,"Ka. dibbana a nuptial procession, esp. of the friends and relatives of the bride- groom; nibbana a marriage festival with all its display, esp. with its processions and gifts, the display of the gifts or the gifts themscives; nibbaniga the friend or attendant or com- panion of a bridegroom. Tu. dibbana bridal party, marriage procession."
3231,160,"Tu.,Te.,Ka.,Kod.",4,6,"Ka. dibbana wooden stopple or cork. Kod. dimmi stopper. Tu. dimmé wedge, stopple, plug. Te. dibbadamu lid or earthen cover for a jar; dimme wooden cork or stopple; dimmu wooden stopple for a leathern bottle. DED 2643."
3232,160,"Tu.,Te.,Ta.,Ka.",4,5,"Ta. timi-timi syllables sung to keep time in dancing; timi-timiy-enal onom. expr. of (a) keeping time in dancing or music, (0) repeated sounds in rapid succession. Ka. dim a sound in imitation of tingling or ringing; dimi sound produced by the quick motion of the feet in dancing. Tu. dimidimi dancing nimbly, agility; dimma the sound of a small finger-drum. Te. (B.) dimidimi, dimdim, dhimindhimin dingdong. DED(S) 2644."
3233,160,"Ta.,Ma.",2,7,"Ta. timir Cv-, -nt-) to grow, increase, become more intense; (-pp-, -tt-) to grow stout from obesity; n. obesity; wantonness; timiru (timiri-) to grow tall and big. Ma. timiruka to swell, grow, be angry; timirkka to be mad with joy or rage; timirppu triumph, arrogance. Te, timuru to be proud, (K. also) abound, increase, bubble with desires, hasten; n. pride, arrogance, excessive or superabun- dant strength, vigour or spirits, pruricncy, (K. also) haste; tivuru to hasten, (K. also) increase, abound, swell (as the sound of war drums, etc.), rage. DED(S) 2645."
3234,160,"Ta.,Ka.",2,6,"Ta. timir (-v-, -nt-) to smear as sandal paste, rub, apply to (as a flower to the skin), throw or scatter as on one’s body; (-pp-, -tt-) to rub, besmear: beat; tuvar (-v-, -nt-; -pp-, -tt-) to smear. Ka. timir to rub and clean the skin; tiguru to: rub, annoy, rub on as an unguent; tiguru, timir, tivir an unguent, perfume; temar to rub, rub out, destroy; tevaru to rub, tease, thwart. DED 2646."
3235,160,"Malt.,Te.,Ta.,Ma.,Kur.",5,16,"Ta. timir numbness, stiffness from cold, dullness, sluggishness, anaesthesia; (-pp-, -tt-) to be numbed as a limb, be paralysed, be stupified; timircci, timirppu numbness, etc.; timiran dull, slow, inactive person. Ma. timir numbness. Te. timuru, timiri, timmiri numb- ness, palsy. Malt. tame to tingle (as a limb when asleep). DED(S) 2647. 3236 Kur. dhimitdhimit tkna, dhimirdhi- mired to walk with sonorous steps, step noisily, walk heavily (as an old man or a man carrying a burden) (for &kna, see 871). Malt. dimdimre to sound (as footsteps); dim-qerge to sound as when larger objects fall; dip-qerge to sound as when smaller objects fall (for gerge, see 1960). timilai [281] tiral"
3237,160,"Pkt.,Skt.,Ta.,Ma.",4,6,"Ta. timilai a kind of drum, Ma. timila id. /Cf. Skt. timila- a musical instrument; Pkt. timila-, timila- id. DED(S) 2648."
3238,160,Te.,1,1,"Te. timman male of a species of monkey. Te. timmddu, timmanna, tippa- trimmari a monkey. DED 2649."
3239,160,"Te.,Ta.,Ka.,Pa.,Kuwi",5,7,"Ka. dimmi an eminence, elevated spot; temar rising ground, hillock; (Havs.) dimba bank of a river. Te. dimma any elev- ation or eminence, mound. Pa. demma elevated ground; nir demma island. Kuwi (Mah.) damaka flat ground on top of a moun- tain. ? Ta. timil hump of bullock. Cf. 3229 Ta. tippai. DED(S) 2650."
3240,160,"Malt.,Te.,Ta.,Ka.,Kur.",5,10,"Ka. dimmu giddiness, confusedness, Te. dimmu, dimma giddiness; dimmari, dim- maridu a giddy-headed person. DED 2651. 3241 Kur. timmna to bungle at husking paddy, break the grains in the process of pounding; timmrmna (paddy grains) to be brittle. Malt. teme to prove false (as an arrow not going off). DEDS 519. _ 3242 Ta. tirakku (tirakki-) to search, inquire. Ma, tirayuka, tirakkuka to seek; tiraccal a search; tirayikka to cause a search to be made. DED 2652,"
3243,160,"Malt.,Ma.",2,3,"Ma. tirakkuka to press; tirakku thronging, pressing. Kur, tirxna to press with the foot upon anything lying on the ground, step upon or into, knead with the feet, trample upon (an adversary, etc.), move with the foot (as a pedal); refl.-pass. tirxrnd; caus. tirxta’ind. Malt. tirge to press, shampoo. ? Cf. 3205 Konda tig-. DED) 2661,"
3244,160,"Tu.,Ta.,Ma.,Ka.,To.,Kod.,Br.",7,22,"Ta. tirahku (tiratki-) to be wrinkled, crumpled, dry up as dead Icaves, be folded in as the fingers of a closed hand, be curled up as the hair; tirakku (tirakki-) to be crumpled, shrivel, wrinkle; tirafikal being strivelled, wrinkled, crumpled; tirai (-v-, -nt-) to become wrinkled as the skin by age, be wrinkled, creased as a cloth, roll as waves; (-pp-, -tt-) to roll as waves; gather up, contract, close as the mouth of a sack, plait the ends of a cloth as in dressing, tuck up as one’s cloth; a. wrinkle as in the skin through age, curtain as rolled up, wave, billow, ripple; tiraippu wrinkling, rolling, rippling, place screened by a curtain; tiraiyal wrinkling; tiraivu wrinkling as by age, rolling as of waves. Ma. tira wave, billow, curtain; tiraccal wrinkles; tirekkuka to roll as waves; tirappu rolling. To. terf- (tert-) to make a loop (of cance); te’k loop, curve of horn. Ka. tere a wave, billow, curtain, cloth for concealing oneself used by hunts- men. Kod. (Shanmugam) tere wave, dress, screen. Tu. Seré, seré a wave, billow; serasaré, serasré curtain, screen. Te, tera screen, curtain, wave. Br. trikking to wither up, change colour, fade. /Cf. Sgh. tiraya curtain, veil (delete from Turner, CDIAL, no. 5825); (Burrow 1967, p.41). DED(N) 2653."
3245,160,"Ta.,Ma.,To.,Ko.",4,22,"Ta. tiral (tiralv-, tirant-) to become round, globular, assemble, congregate, collect in large numbers, accumulate, abound, become dense, grow thick, form as a tumour or pustule, swell up, bulge out, mature as fruits, grow to full size as beasts or tubers, arrive at puberty; n. ball, globe, round mass, crowd, assembly, flock, aggregation, cluster, clump, tuft, army, abundance; tiralai a solid round object as a ball of rice, skein of thread, assemblage, pearl; tiratci consummation of marriage; tiratfu (tirafti-) to make round lumps or balls as of boiled rice, collect (taxes), bring together, gather (men, troops), mix, heap up, amass, compile; n. gathering, accumu- lation, compilation, puberty of girls; tiranai ball, anything globular; terul (terulv-, terunt-) to arrive at puberty (of a girl); teruftu, terufci puberty of girls; (Tinn.) terulu to assemble; tirai (-v-, -nt-) to coagulate, form into clot as milk, be heaped up (as seaweed); (-pp-, -tt-) to cause to gather as moss or scum on water; . roll of betel leaves, betel, roll of twisted straw, roll of cotton prepared for spinning; tiraiyal roll of betel prepared for chewing; tirakku crowd. Ma. tiral a ball, mass; first menstruation; tiraluka, (Kaut.) teruluka to grow full, swarm as bees, grow marriageable; tiraftu assemblage; what refers to the first menstruation; tirattuka to ball up; perform a ceremony for a girl in prep- aration of marriage; tirayuka to ball itself, milk to coagulate; tira a roll as of paper, betel leaves"
3246,161,"Mand.,Tu.,Te.,Ta.,Ka.,To.,Kod.,Pa.,Go.,Kui,Kuwi,Kol.,Br.,Kur.",14,46,"Ta. titi (-v-, -nt-) to turn, revolve, be twisted, convolved, wander about, move, return, change, vary, change in quality, become sour as milk; (-pp-, -tt-) to turn (¢.), cause to revolve as a wheel, twist as yarn or rope, cause to return, change, alter, vary, translate; 7, twisting, turning, roll or twist of cloth or thread for a wick, torch of twisted cloth; tirikai roaming, wandering, potter’s wheel; tiripu change, alternation; tiriya again; tirivu change, alternation, variation, motion, ruin; tiruku (tiruki-) to twist, turn, wring, braid as hair; 1. twist, wrench, bend, curve, thread of a screw, screw, swivel, crookedness of mind, prevarication; tirukku (tirukki-) to twist; 7. a twist, bend, curve, crookedness of mind; tirumpu (tirumpi-) to turn, turn back, be changed, etc.; tiruppu (tiruppi-) to cause to return, send back, turn, deflect, twist, etc.; ”. a turn; tiruppam turning, averting; tiruppi screw-driver; tirumu (tirumi-) to turn, return, rub hard; ? (PN) terumaru to roam about; ? (Koll.) tilupp- to turn (f.); tilump- to be turned. Ma, tirt a turn, twist, wick; titiyuka to turn round, swing, turn, return, change (as wind); tirivu’ turning, returning, change, a turn, shift, quirk; tiriyé, tirik® again, back; tirikka to turn round, turn the course, change, alter, return; tiriccal turning, returning, change; tirippu turning, change; tirukuka to turn in as women their hair, screw in, twist, wind thread; tirukkal plaiting the hair; tirukku hem, border; tiruk- kuka to rol"
3247,161,"Tu.,Ka.",2,5,"Ka. (Hav.) tiri tender nut; tender leaf. Tu. tiri a sprout, shoot, sprig, germ; the tender branch of a palm."
3248,161,"Tu.,Ka.",2,7,"Ka. tiru, tiruvu, tirpu, tirbu, tibbu bow-string. Tu. tiru, tebbu id. DED 2656."
3249,161,"Tu.,Ta.,Ma.",3,5,"Ta. tirukkai ray-fish, Trygon seption; electrical ray, Nareine tinilei Ma. tiranti a large flat sea-fish, ray or skate. Tu. tiryandé a kind of fish. DED 2657. -"
3250,161,"Ta.,Ma.",2,3,"Ta. tirufu. (tirufi-) to steal, rob, pilfer, n. theft, robbery; tirufan thief; fem. tirufi; tiruftu theft, robbery, fraud, deception. Ma. tiettan thiet, rogue. Ko, tird untrustworthy action; titdn untrustworthy man; fem, tirdy. DED 2658. 7 i a"
3251,161,"Tu.,Ma.,To.,Ko.,Kod.,Kuwi,Pe.",7,17,"Ta tirunty (tirunti-) to be correct, perfect, be amended, improved, reformed as a person, be repaired, renovated, be improved; tiruttu (tirutti-) to correct, rectify, reform, mend, repair, refit, improve, arrange properly, prepare land for cultivation, ete.; tiruttam correction, repair, improvement, amendment, orderliness, regularity, exactness; tiruttal correctness as of writing; tittu (titti-) to cortect, rectify a mistake. Ma. tiruttuka to mend, correct; tiruttam correctness in judge- ment and speech; tiruttu correction. Ko. tirt- (tirty-) to change one’s frame of mind. To. tid- (tidy-) to make straight (e.g. stick), correct (someone’s character); tist- (tisty-) to correct crookedness (of stick), (woman) lifts knees and holds them with her hands in sexual intercourse. Ka, tirdu, tiddu to make straight or right, correct, rectify mistakes, mend, improve, train, break in; n, making straight, etc.; tiddike, tidduvike correction, Kod. tidd- (tiddi-) to clean (a drain), twist and clean (moustaches), settle details of (a ceremony). Tu. tirduni, girduni, tidduni to correct, mend, reform, rectify, alter; tidda- vunt to get corrected; tiddigé correction. Te, diddu to correct, rectify, set right, alter, change; 7. correction, change, alteration. Pe. tidba- to get well, be cured. ? Kuwi (S) didinai to reverse. DED(S) 2659. 3252 Ka, titul, tiralu, tirule, tilatu, tillu, terale pith, pulp, kernel, essence, the vital or essential part, strength, value, importance. Tu. tirly core, heart o"
3253,161,"Mand.,Tu.,Ta.,Ka.,Pa.,Ga.,Kui,Kuwi,Pe.",9,13,"Nk. (Ch.) titg- to tremble. Pa. tir-, (SS) tirv-, tiri- id.; tirk- to shudder, throb (pulse); trbir-, tirbir er- to tremble. Ga. (OIL) tirg- id.; (S.3) tirg- (tirig-) to shiver. Konda tirg- to tremble. Pe. trig- (trikt-) id.: tripka- (< trik-pa-) to be startled. Mand. trig- to trembie. Kui tirga (tirgi-) to shiver, tremble; n. shivering, trembling; trikna in a startled manner, triki inba to be startled, Kuwi (F.) trigali to shiver; (S.) triginai to tremble; (Isr.) trig- (-it-) to’ shiver. Cf. Ka. teral, s.v. 3128 Ta. talampu. DED(S) 2662. . 3254 Kol (SR) tirre sweet. NK. tirre id. Pa, tirra({) id. Ga. (OIL) tiren, tirente, (S.) tirdn id. DED 2663. 3255 Ta, tillapa a kind of musical com- position ending with the expression tilla or tillana. Ka, tillina an unmeaning sound used in humming over a tune. Tu. tillina humming a tune. DED 2664, :"
3256,161,"Te.,Ta.",2,3,"Ta. tillai blinding tree, Excoecaria agallocha; mountain slender tiger’s milk, F. crenulata, Te. (Lush.) tella £. agallocha Linn. /CEf. Sgh. telakitiya E. agallocha. DED 2665."
3257,161,Ta.,1,2,"Ta. tilai (-pp-, -tt-) to boil; talai (-pp-, tt.) id, to bubble. Ma tila bubbling up: tilekka to bubble up, boil over, overbear, presume; fileppu bubbling over, arrogance, numph; tilappikka to boil, i Bho ated pp oil, rouse passion."
3259,161,"Mand.,Tu.,Te.,Ta.,Ka.,Kod.,Go.,Kui,Kuwi,Pe.,Kur.",11,26,"Ta. tira (-pp-, -nt-) to open (as a door, one’s eyes), divulge, disclose, unveil, reveal, unlock, unbolt, cut open; tirappu open, un- fortified place; key, cleft, Opening; tiravu opening, unveiling; gateway, open space; turappu a key. Ma, turakka to open; turakku “Opening of the mouth; turappu opening; turavu opening, entrance. Ko, terv- (terd-) to open (door, etc.), release (buffaloes) from enclosure or shed. To, ter- (ter@-) to open (container, door, pen, etc.); ter ir buffalo let out to graze early in the morning before milking; tir a+r (Obl. a+t-) open space be- tween front wall and entrance of house; tim key (?< coll. Ta. with r, or contami- nation with tirp- to turn key; see s.v. 3246 Ta, tri). Ka. tera an opening, clearing, state of being clear or bright; terapu, terahu open- ing, an opening, gap, an interval, cessation, intermission (of sounds, rain), interstice, toom, place; teravu opening; terave opening, becoming manifest, appearing; tere to be unclosed, be uncovered, open; make open, Open, uncover, unfold; 7, opening, state of being open. Kod. tora- (torap-, torand-) to Open. Tu. terapu space, room; jappuni to open; (Eng.-Tulu Dict.) jattonuni id.; (Bhatta- tiram [284] tinna charya; brahmin dial.) depp- id. Te. tera open; teracu to open, set open, uncover, expose, exhibit, display, unfasten, untock; terapa open, exposed; -terapi intermission, cessation, pause, break. Go. (Tr.) taritin® (doors) to be open; (Ph.) tarritan® to open; (Mu.) tari- to open (eyes, mouth, "
3260,162,"Te.,Ta.,Ma.",3,40,"Ta. tiram, tiran constituents, com- ponent parts, necessary elements, kind, class, sort, party, side, half, way, manner, family, relations, garb, costume, quality, state, nature, means, method, strength, power, goodness, excellence; tiramai strength, power, ability, courage, excellence; tiral strength, courage, victory, lustre as of precious stones; tiravatu that which is proper, that which is complete, that which is certain, permanent; tiravan able man; tiravOn person of discern- ment or discrimination; tirani ability, capacity, strength, power. Ma. tiram, tiravu vigour, ability, fine manner, stateliness. Ka, tera way, course, manner, form, sort, kind; teravu way, manner; (PBh.) terapu manner; teraN id., kind. Te. terdgu, teravu way, manner, mode, fashion, style, condition, state, order, good condition or state (see also 1300). DED 2668.."
3261,162,"Ta.,Ma.",2,3,"Ta. tirampu (tirampi-) to sprain. Ma. tirampuka to be wrenched, strained. DED 2669."
3262,162,"Malt.,Mand.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Kod.,Pa.,Ga.,Go.,Kui,Kuwi,Pe.,Kol.,Kur.",17,33,"Te. tirri a sort of basket for catching fish. Go. (Ko.) tirr hencoop, cage for carrying fowls (Voc. 1729). Konda {iri a small fish- basket. Kuwi (Isr.) tiri small bamboo cage to catch fish or crab. DEDS 521, 3263 (a) Ta. tin (tinp-, tinr-) to eat, chew, bite, gnash, eat away (as white ants), destroy, ruin, cause irritating sensation (as in the skin); tinri, tinti eatables; tinni glutton, one who eats indiscriminately in all places; tinavu itching sensation, eczema, psoriasis; tirri eatables that must be masticated before being swallowed, meat; tirru (tirri-) to feed by small mouthfuls; tip food, victuals; tinan glutton; tini light refreshment, food for animals, rich food. Ma. tinnuka to eat any- thing besides rice, eat; tinni, tini an eater, glutton; tin any food besides rice, a meal; tirruka to cause to eat, feed, make food of something, cram, force down; (Tiyya) tirra food. Ko, tin- (tid-) to eat (including a meal), min; tien food in general, the food of ail except Muslims and Europeans; ti-t- (ti-c-) to feed by hand. To. tin- (tid-) to eat {in- cluding a meal); ti-ny food for animals, European food. Ka. tin, tinu, tinnu (tind-) to eat, esp. things which must be bitten, as flesh, bread, cakes, fruits, grass; tinasu, tinisu, tinnisu to cause to eat, feed; tinasu, tinasa, tinisu, tindi food; tini, tinni eating, an eater; tinna that which in eating is left, orts; tinnali, tinali glutton; tini food, eating; tir to take mouthfuls, devour; tin, tinasu, tinisu, tenasu, tindi irrit"
3264,162,"Te.,Go.,Kuwi",3,5,"Te. tinna straight, direct, shortest; straightforward, honest, candid; proper, right, correct; tinnaga straight, straightly, directly, in a straight or direct line; straightforwardly, honestly, properly, well; tinnddanamu straightness, directness, etc.; tinnani straight, straightforward, honest. Go. (Ko.) tinay straight (Voc. 1721); (LuS.) teenta id.; ? (M.) tigne short, straight (Voce. 1717). Konda (BB) tinaga straight. Kuwi (Su.) tinana, (I'.) tinana, (Mah.) tiamne, (Isr.) tiye id. DEDS (N) 522. tinai [285] tigqu"
3265,162,"Ta.,Ma.,Ka.,Ko.",4,8,"Ta. tinai Italian millet, Setaria italica: wild Bermuda grass, Panicum burmanni: little millet (= camai); paddy-field grass, P. fluitans. Ma. tina P. italicum. Ko. ten ear (of any grain), Ka. tene a spike, ear of corn; tene-gida Italian millet, P. ittalicum, IS. , jtalica Beauv. = P. italicum Linn.}| DED"
3266,162,"Tu.,Te.,Ta.,Ka.,To.,Ko.",6,19,"Ta. ti (-v-, -nt-), tiy (-v-, -nt-) to be burnt, charred, blighted; Gpp-, -tt-) to allow food to be charred in cooking, dry up (water) cause to wither; n. fire, lamp, heat, anger: tiyal, tical that which is burnt in cooking; tippi_ fire; tippu_ scorching, blackening by fire. Ma, ti fire. Ko. ti-y- (tiec-) to be singed, roasted, (flame) burns low; ti-c- (ti-c-) to singe. To. ti-y- (ti+s-) to be singed; (ti-c-) to singe, roast. Ka. ti to burn, scorch, singe, parch; n. fire; si to be scorched, burnt, singed, parched; n. state of being scorched, burnt; sikari state of being scorched; siku that which is burnt, scorched. Tu. cificuni to be scorched, burnt; cintuni to burn Cntr), roast as a fruit; tl, su fire; fiery. Te. tindra light, brightness, heat; tindramu heat, light, splendour; hot, bright, fierce; tindrincu, Uidirincu to shine; tipu severe pain, Br, tin scorching, scorching heat; ti . DED(S) 3672. ® tirank spark"
3267,162,"Malt.,Mand.,Tu.,Te.,Ta.,Ma.,Ka.,Kod.,Pa.,Go.,Kui,Kuwi,Pe.,Kol.,Kur.",15,26,"Ta. ti evil; titu evil, vice, fault, blemish, defect, sinful deed, suffering, distress, difficulty, hindrance, death, ruin; timai mischief, fault, guilt, cruelty, injury, sinful deed, inauspicious occasion as of death; tiya evil, wicked, sinful: tiyar, tiyar wicked persons; tiyavai evil things, evil deeds, Sins, suffering; titku evil, . injury, crime, misfortune, fault, defect; timpu wickedness, evil; tinmai evil, misfortune, death. Ma. ti evil; tiyatu what is bad; tima, tinma evil, badness. Te. tipuramu mischief- making, pranks. DED(S) 2673, 3268 (a) Ta. tim sweet; tivu. sweetness: tiyam id., deliciousness; tam sweetness. pleasantness, fragrance, odour, honey, honey. bee, must of an elephant, toddy; titti swect- ness; (-pp-, -tt-) to be sweet, savoury, de- cious, pleasing; tittippu sweetness, any sweet eatable. Ma. tittu, tittippu sweetness. To, tic sweetness (in songs); tic in- (id-) to taste sweet; ticil pleasant taste, swectness; sic = tic, in woman’s name Sici+z, (also known as Tici+z, spelled Tichidz in Rivers, The Todas). Ka, si, siyi, siyyane, sihi sweet; siyala a tender coconut, water of unripe coconut. Tu. tiku tasteful, Savoury; tikara, tikery sweetish; tipé sweetness; sweet, fresh; Si sweet; sipé sweetness, pleasantness; sweet pleasant; (BRR) cipé sweet. Te tiyya, tiyyani, tiya, tiyana sweet; tiyyadanamu, tlyyana sweetness; tipi, tipu sweetness, liking, attachment, fondness; sweet; tiparu to be pleasing, beautiful. Go. (S.) tiyat sweet (Voc, 1738). Konda tiyani id"
3273,162,"Tu.,Te.,Ta.,Ko.,Kod.,Kuwi,Pe.,Kol.",8,21,"Ta. tiftu (ti¢ti-) to whet, sharpen polish, tub, smear, anoint, smooth as the hair, nscribe, draw, belabour, thrash: 7. whetting, cleansing, polishing, plastering. blow, Stroke; tirru (tirri-) to smear. rub polish (as plaster), cover and fill up a hole or crevice with mortar or clay, put on an outer coat of mortar or clay, rub and smooth the folds of a cloth, clean the teeth. Ko. ti-f- (ti-c-) to paint, rub on (liquid); ? terv- (tert-) to clean up by rubbing (excrement, vomit, pus). Ka, tidu to press, Squeeze, rub out as fire, rub with the finger as snuff, etc., mb, clean, mb or smear on, whet, sharpen; (PBh.) sinti having wiped out. Kod. tisf- (ti+fi-) to rub on or off, stroke. Tu. tiduni to rub, press nitate; tinfuni, cintuni, sintuni to scrape. tub, wipe; sintu, sintely scraping, wiping. Kor. (O.) cingu to scrape off (vessels). Te. tidu to sharpen, (K. also) gnash teeth: difu to set right, (K. also) mend as hair tintu [286} diza with fingers; (K. also) gnash teeth. Kol. (SR.) dasina dif- to rub teeth; nine dif- to oil. Nk. dhit- to wipe. Pe. tind- (-+t-) to sharpen. Kuwi (F.) titi kiali id. DED(S) 2678."
3274,163,"Ta.,Ma.,Ka.,To.,Ko.,Kod.,Ga.",7,25,"Ta. tinfu (tinti-) to touch, feel, come in contact with, pollute by contact, defile, contaminate, infuse poison as snake by biting, catch, seize hold of, beat, tiftu touching, defilement, pollution, menses; tiffam menses, facces: tinfal menses. Ma. tintuka to touch, infect another or oneself by coming too near, (venom) to enter a constitution; tinfal pollution (esp. by proximity): tintikka to defile; titfam un- cleanness, excrements. Ko. ti-nd- (ti-ndy-) to be polluted by illegal sexual intercourse (as with person of another caste, or virgin with man); ti-¢ pollution. To. ti-¢ id. Ka. tidu to touch (as air or wind), blow (as the wind), touch (as with the fingers); tifa blowing. Kod. ti-nd- (ti-ndi-) to touch; ti- fa excrement. DED 2680. . 3275 Pa, tita bird. Ga. (Ol. S.) tite id. DEDS 524."
3276,163,"Tu.,Ko.",2,4,"Ko. tiem ik- (iky-) to sob; ti-va-p panting. ?7o. tiem song sung by women when pounding grain, any work-song (e.g. of Badagas when digging). Tu. timpuni to snort, breathe heavily, snivel; timpele sniveller, DED 2681."
3277,163,"Skt.,Ta.,Kod.",3,4,"Ta. tiyar a caste in Malabar. Ma, tiyan, tivan the caste of the palm-cultivators, toddy-drawers, sugar-makers, etc. (said to be ‘islanders’ [< Skt. dvipa- island] from Ceylon), fem. tiyatti. Kod. ti-yé Tiyan; fem. ti-yatti. DED 2682."
3278,163,"Malt.,Mand.,Tu.,Te.,Ta.,Ma.,Ko.,Kod.,Kuwi,Pe.,Kol.,Kur.",12,46,"Ta. tir (-v-, -nt-) to end, vanish, be completed, finished, separate, leave, cause (as pain), go, proceed, be absent, die, perish, be used up, be settled (as a quarrel), become expert; leave, quit, solve: (-pp-, -tt-) to leave, quit, finish, complete, perfect, destroy, kill, cure, pay off (as debt), settle (dispute); tirntavan accomplished man, expert; tirpu finishing, concluding: tirvu conclusion, end, removal, expiation, remedy; tirvai con- clusion, end, certainty, expiation, judge- ment; tirmai absence, cessation: tira entirely, perfectly, absolutely; tirkkam decision, positiveness, intelligent and attractive ex- pression of face, perfection, completeness; tirppan physician, tirppu settlement, con- clusion, completion, judgement, determi- nation; tirmanam settlement, conclusion, completion, judgement; tirmani (-pp-, -tt-) to determine, resolve, decide, conclude, finish. Ma. tiruka to be completed, per- fected, be settled, be expiated, be finished, cease; tira wholly; tiru settlement, dis- charge of a claim upon land; tirumanam determination; tirmma settlement, resolu- tion; tirkka to accomplish, conclude, make an end of, pay off, remove, remedy, settle, determine; tirmpikka to get made, get settled; tircca completion, end; tirppu settlement, decree. Ko. ti+r- (ti-ry-) to be ended, be settled, finished, cease, be possible; ti+re- (ti-re-) to finish, bring to an end, settle, decide; ti-rp settlement, decision; ti-rma-nm decision; di-rkm clever- ness. TO. tisr- (ti-ry-) fo be"
3282,163,"Pkt.,Ta.,Ka.",3,6,"Ta. tu (-pp-, -tt-; generally used in negative forms) to eat; n. food, experience; tuppu enjoyment, object of enjoyment, food, ghee; tuy (pp-, -tt-) to enjoy by means of the senses, experience, suffer as the fruit of actions, eat, feed; n. food; tuyppu enjoy- ment; tucci eating, experience, fruition, good or evil as a result of karma; tuvvu (tuvvi-) to eat, enjoy; n. food, gratification of the senses, “enjoyment, experience; tuppam ghee (< Ka.); (PN) tavu = tuvvu. Ka. tuyyal a dish of ricc, milk and sugar; tuppa ghee. / Cf. Pkt. tuppa- ghee, Mar. tip id.; Turner, CDIAL, no. 5864. DED 2685."
