entry_id,page,languages,n_languages,n_forms,raw_text
4016,198,"Pkt.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Ga.,Go.,Kol.",10,34,"Ta. pallam lowness, low land, valley, ditch, dimple. Ma. pallam pit, hole, low ground, low shore; palla cavity, pit, hole. ir, palla river. Ko, pal im buffalo from the plains. To. pat valley. Ka. palla depth, pit, low ground, stream. Tu. palla, palla, palla shallow stream, pond, ditch, hollow, low spot, hole, pit: paliké valley, declivity, pond, ditch; (B-K.) palli, balli, pali a long ricefield. Te. pallamu pit, low ground, dale, (B. also) wet land, wet crop. Kol. (Haig) pallam east (cf. Kol. in 4567; Kamaleswaran). Ga. (S.3) palam downslope. Go. (Ma.) palla plain, pallayam maidan, (L.) meadow, plain (Voce. 2164). /Cf. Pkt. (DNA) pallavaya- field. DED(N) 3307, and from DEN 58."
4017,199,"Skt.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.,Pa.,Kur.",11,26,"Ta. pallayam, pallaiyam dish. Ma. pallayam basin, dish. Tu. pallayi earthen dish. Te. pallemu, palyamu, palleramu plate. /Cf. Mar. palé wooden bow!. DED 3308. 4018 Ta, palli hamlet, herdsman’s village, hermitage, temple (esp. of Buddhists and Jains), palace, workshop, sleeping place, school, room. Ma. palli hut, small settlement of jungle tribes, public building, place of worship for Buddhists or foreigners, mosque, royal couch. To. poly sacred dairy, matri-’ lineal sib, Badaga house; -ofy in: wisoly dairy of a particular grade, whose dairyman is wis of. Ka. palli, halli settlement, abode, hamlet, village; (K.?) palliru to rest, inhabit. Kod. palli hut of a Poleyé or Me-dé (both low castes). Tu. palli mosque; halli hamlet, small village. Te. palli village, hut; pailiya, palle small village; (inscr.) palli = palli. Pa. palli village (only in place names). Kur. palli, in: erpa-palli household, family establishment (erpa house). / Cf. Skt. pallT-, pallika- small village, esp. a settlement of wild tribes, hut, house; Turner, CDIAL, no. 7972. DED(S, N) 3309, 4019 7a. pallai that which is short and stocky (person, animal). ? Ko. pad very short (child, man). DED 3310."
4020,199,"Tu.,Te.,Ta.,Ma.,Ka.,To.,Kod.,Go.,Kui,Kuwi,Pe.",11,28,"Ta. para (parapp-, parant-) to fly, hover, flutter, move with celerity, hasten, be in a hurry, be greatly agitated, be scattered, dispersed, disappear; parapara (-pp-, -tt-) to hasten, hurry; parati over-hastiness, over- anxiety; parappan hasty person; parappu flying. haste, anxiety; parappai, paral bird: paravai bird, wing, feather, bee; pari (-v-, -nt-) to run away (as a horse), flow out quickly, be displaced suddenly, give way, fly off (as steam), be discharged (as an arrow); parai flying, wing, feather, bird; paru (pari-) to min, flee, be scattered, give way, be in disorder, cross over; m. hawk, kite, falcon, eagle; ruin; paral heavy shower; bull (cf. meaning of Ka. vb. paru). Ma. parakka to fly, flee; para, parava bird; parappu, paru flight; paruka to fly, flutter, drizzle, spread, unfold (as wings); paral flight, drizzling rain; parruka to let fly, scatter about. Ko, parn- (parnd-) to fly, run fast without stopping; become helpless because of sudden fright; paran birds (pair-word in: paky paran). To. porr- (porry-) to fly; port (po-ty-) to teach (young) to fly; o-re- (o+ré-) to throw in air and catch (Gackstraws, coins). Ka. pari, paru flying, running swiftly; parisu to cause oneself to run; parame the large black bee; par (pard-), paru (pari-) to leap up, run, jump, fly, palpitate, cross by jumping (as a stream), copulate (as a bull); parisu, harisu, frisu to cause to jump, etc.; paru running, flying; parum-bani flying drop, drizzling rain. Kod. pa+r- (pa-ri-) to fly, "
4022,199,"Ta.,Ma.,Ka.",3,9,"Ta. parattai tangled locks, shaggy bushy hair; paratfai-ttalai head with shaggy, untidy hair; parattaiyan person with shaggy hair; fem, parattaicci; parattai-kkirai wild colewort. Ma. paru rough, harsh; paru-tala, payan-tala curly hair; parafta-ccira wild cole, Justicia madurensis, Ka. parate state of being rough, harsh, bristled, bushy, or curly. [Calo- Dhanes littoralis T. Anders. = J. m. Burm. (nail dye).} DED(S) 3312."
4023,199,"Mand.,Tu.,Ta.,Ma.,Ka.,Pa.,Ga.,Kuwi,Pe.,Kol.",10,18,"Ta. parantu (paranti-), parantu (par- anfi-), piranqu (piranfi-), purantu (puranti-) to scratch as with nails. Ma. parantuka to scratch, scrape. Ka. paradu, paracu to scratch with the finger or nails, claw; (Hav.) hargku to scratch with nails. Tu. parafikuni, parnkuni, parkuni id. Kol. pars- (parast-) to scratch (part of body). Nk, (Ch.) pars- to scratch. Pa. parc- to scratch; partid the itch: paytil urticaria. Ga. (S.) parc, (P.) pars- to scratch (body, etc.); (S.°) pars- (paris-) to scratch with fingernails or claws; parru prickly heat. Konda pas- (-t-) to scratch with the nails; pasay @- to get scratched. Pe. pac- (pacc-) to scratch. Mand. pac- id., comb hair; pecer a comb. Kuwi (F.) pacali, (S.) paccinai, (Su. Isr.) pac- (-it-) to scratch; (S.) pahinai to scrawl. Cf. $322 Ta. varantu. DED(S) 3313."
4024,199,"Te.,Ta.,Ma.,Ka.",4,6,"Ta. para-par-enal onom. expr. of sound made in tearing cloth, scratching. Ma. paruparé rough sound as of cloth tearing, bad cough. Ka. para, parapara sound imitating that of rending or tearing cloth; parane with the sound of para. 7. parapara noise of rending cloth. Te. parapara noise made in parampi [359] parru tearing anything; parru noise produced in tearing a cloth or the like. DED 3314."
4025,199,Ta.,1,2,"Ta. parampi deceitful, cunning woman. Tu: parame clever man, cunning, way fellow; pamma fraud, trick. DED(S) 15."
4026,199,"Ta.,Ma.,To.",3,7,"Ta. parampu hill, mountain; paran- talai desert, village in a desert tract. Ma. parampu higher or dry ground laid out in terraces, all fields too high for rice cultivation, orchard, garden. To. pem small hill (or with"
4027,199,"Tu.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.,Ga.",9,26,"Ta. pari (-pp-, -tt-) to pluck, crop, pick off with twist, weed, eradicate, pull out (as an arrow), take by force, rob, destroy; (-v-, -nt-) to be loosened (as bonds), be cut off, torn apart (as roots); #. plucking, picking off, seizure, plunder; paru (pari-) to be torn in pieces; (inscr.) parippu hollow dug out (in bank of tank). Ma. pari pulling, tearing off; pariyuka to get loose, come off, tear, be scratched; parikka to pluck off, gather plants or fruits, pull out, rob; parippu plucking, gathering fruits, robbery. Ko. payr- (pare-) to break by pulling both ends (intr., tr.; as rope, flower-stem), pull out (as hair); artm, artym sharpness; payt rag. To. pary- (patc-) to pluck forcibly, (string) breaks; pary rag. Ka. pari to break off (as fruits, etc. from a tree), tear asunder, tear, rend, cut asunder, cut off, sever, cut; be torn asunder, be torn, etc.; 7. tearing, etc.; parivu tearing, tending, etc.; harita, harata, harta cutting, sharpness; paraku, paruku rag; (Hav.) harmbu to pluck leaves; hari to be sharp; haritta sharpness. Kod. _pari- (parip- paric-) to’ pluck.. Tu. parafkuni, parikuni, parkuni to pluck out; parpuni to pluck, pull out (as roots, grass, etc.); parpavuni to have pulled out, cause to pluck or pull out; pari opening, gap, (B-K.) sharpness; parté sharpness, edge; sharp; (also partely) a rent, tear, as in clothes; torn,. tattered. Kor. (T.) hajji to be torn. Te. pariya piece, bit, fragment, slice; pariga gleanings of corn. Ga. (Oll.) pay- to weed; payk- t"
4028,199,"Ka.,To.",2,4,"To. pary- (parc-) to beautify (bamboo pot with black dots, teeth by polishing). Ka. part to adorn, decorate; n. ornament, decor- ation, embellishment. DEDS 640A."
4029,199,"Tu.,Ta.,Ka.",3,5,"Ta. parivai n. of various plants. Ka. harive, harve a common potherb, Amarantus oleraceus. Tu. (B-K.) padipe, padpe the common herb used as a vegetable dish."
4031,199,"Tu.,Ta.,Ma.,Ka.,To.,Kod.,Ga.,Kui",8,16,"Ta. parai (-v-, -nt-; -pp-, -tt-) to speak, say; n. word, saying, statement; paraic- cal talk, speech; paraivu speaking, talking, chattering, proclaiming. Ma. parayuka to say, speak, tell; paraccal speech. To. parg ary- to know how to talk (or with 5204). Ka. pare abuse, censure; parcu, paccu to whisper; parisu to speak, chat; harafu to talk idly, prate; harate idle talk, prate, jabber; (Hav.) paraficu to mutter. Kod. pare- (parey-, parand-) to utter. Tu. pareficuni to prate, prattle, find fault with; paraficena, paraficely prattling, grumbling, murmuring; paraficele prattler, babbler, grumbler; paranfele prattler, grum- bler; paranda murmuring, grumbling; haratuni to prate, blabber; (h)arafé blabbing, prate, jabber. Ga. (S.) park- to say, speak; (S.3) park- (parik-) to speak, talk. Kui bargi order, command. DED(S) 3318."
4032,199,"Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.,Go.",8,14,"Ta. parai drum,a measure of capacity, Paraiya caste; paraiyan member of the Paraiya caste; fem. paraicci, Ma. para drum, a rice measure, disk, circle; parayan a Pariah; fem. parayi, (Shanmugam) paracci. Ko. par drum; parn Pariah; fem. parc. To. par drum. Ka. pare id. Kod. pare drum (large, double- headed barrel drum beaten by Me-dé). Te. parra a certain measure of capacity. Go. (A.) para, (G.) parra, (Mu.) par(r)ay drum; (SR.) phard small drum (Voce. 2125). DED 3319,"
4033,199,"Ta.,Ka.",2,12,"Ta. ‘Pparai (-v-, -nt-) to be wasted, worn out, impaired, (-pp-, -tt-) to remove, destroy. Ka. parakalu, pare leanness, thinness, weakness, DEDS 641."
4034,199,"Malt.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.,Ga.,Go.,Kui,Kur.",13,44,"Ta. parru (parri-) to grasp, scize, catch, hold, receive, adhere to, touch, com- prehend; hold (as colour), be kindled, have effect (as drugs), stick, become joined to or welded together (as metals soldered), be fitting, be sufficient; n. grasp, seizure, accept- ance, adherence, affection, friendship, affinity, solder, paste; parram grasping; parri con- cerning, referring to; parrutal love, attach- ment, devotion. Ma. parru adhesion, close relation, friendship; parruka to stick to, adhere, catch, suit, fit, take effect (as fire), get, seize; parri concerning; parrikka to fix, join, paste, cause to take effect, fix in the heart or memory. Ko. pat- (pac-) to catch, seize, hold, hold out, be obstinate, resolve, (fire) catches; suit, please; Pat, pafl act of seizing; etc.; af- (ac-) to seize firmly, persist (in doing); pat- (paty-) to become stuck fast; at- (aty-) to climb; fight; paty concerning. To. pat- (paty-) to seize, catch, touch, marry (woman), (bull) covers cow; 6t- (6ty-) to stick to; climb. Ka. pattu to seize, catch, hold, take hold of; be held or contained; stick to; m. hold, seizure, firm grasp, per- sistence, resolution, obstinacy, habit, coher- ence; paffage obtaining, catching; pattu, partu to stick to, adhere, be united, join, take effect (as fire, dye); ascend, climb; n. adhesion, hold, a fight, friendship, trust; pattisu to cause to adhere or join, affix, etc.; pani pattige joining, a hold; pattuge state of being joined, etc., connexion; haccu to apply, put to,"
4035,200,"Tu.,Ta.,Ma.,Ka.,To.,Ko.,Pa.,Ga.,Go.,Kui,Kuwi,Pe.,Kol.",13,26,"Ta. pani (-pp-, -tt-) to be bedewed, flow out, be shed, rain incessantly, become cool, shiver with cold, tremble, fear, spring forth (as tears); cause to tremble; x. dew, chill, cold, tears, rain, mist, fog, haze, trembling, fever; panittal incessant rain; panippu agitation, trembling; panirru (pan- irri-) to shed; panukku (panukki-) to sprinkle, moisten by sprinkling; pannir rosewater or other fragrant extract. Ma. pani dew, fever; panikka to be feverish, shiver; panekka to ooze; pani-nir rosewater. Kurub. (LSB 1.11) penp? fever. Ko. payn dew, frost; ? pany- (panc-) only in phrase: unya-d panya-d (to act) without thought (cf. Ta. pani to fear). To. pony dew; pony- (pons-) (place) is full of fever; onk- (onky-) (rain) drizzles. Ka. pani, hani to drop; ». drop (of water, dew, etc.); haniku to fall in drops; hanisu, hanisu to pour (as water); pannir perfumed water, rose- water, etc. Kog. pann- (panni-) to drizzle, panni-male drizzle; pant fever; panni-ii erfume. Tu. pani drizzling- rain; pani dew, og, mist, snow; panipuni, panipuni to drizzle, shower; panniry rosewater. Ye. panniru, panniramu rosewater, perfumed water. Kol. (SR.) pani cold. Nk. pani coldness. Nk. (Ch.} panni winter, cold. Pa. pafiil cold. Ga. (OIL) pangil id.; (S.) paygil chill. Go. (Tr. W. Ph.) pini, (SR. Y. Mu. S.) pini, (G.) pin cold (Voe. 2270). Konda pini id. Pe. pini id. Mang. peni id. Kui péni cold weather, low temperature; cold, chilly. Kuwi (E.) penni, (S. Su. Isr.) peni cold. Kur, panna n. cold. Malt,"
4036,200,"Ta.,Ma.",2,5,"Ta. paniccai, panicci-kkay, paniccan- kay gaub fie. sp. Diospyros]. Ma. panicci Diospyros embryopteris, etc. DED 3323."
4037,200,"Tu.,Ta.,Ma.,Ka.,Kod.",5,8,"Ta. panai, (in cpds.) panam- palmyra palm, Borassus flabellifer. Ma. pana a palm- tree, esp. palmyra, B. flabelliformis, Ka. pane the bastard sago tree, Caryota urens Lin., from which toddy is made. Kod. pane-mara toddy palm. Tu. pane-kayi the fruit of palmyra; panoli a kind of palmyra. [B. flab- ellifer Linn. = B. flabelliformis Murr.} DED (S, N) 3324."
4038,200,"Skt.,Ta.,Ma.",3,5,"Ta. panaiyan, panai-viriyan krait, Bungarus caeruleus. Ma. panayan a large snake. / Cf. Skt. (Susr.) panasa- a species of serpent. DED 3325."
4039,200,"Mand.,Tu.,Te.,Ta.,Ma.,Ka.,To.,Ko.,Kod.,Go.,Kui,Kuwi,Pe.",13,17,"Ta. panri hog, swine, pig; vanri id. Ma. panni hog, pig. Ko. paj id. To. pody, (once in a story) pody id. Ka. pandi id. Kod. pandi id. Tu. pamiji id. Te. pandi id. Pa, pend, (NE.) pend id. Ge. (Ol!) pand, (S.} pandu (pl. pandkil) id. Go. (A. Y. Mu. S.) paddi, (Tr. W. Ph.) paddi id.; (Ma.) paddal swineherd (Voc, 2111). Konda panri pig. Pe. panji id. Mand. panji id. Kui paji id. Kuwi (F. S. Su.) pajji, Usr.) paji id. DED (S, N) 3326."
4040,200,"Tu.,Ta.,Ma.,Ka.",4,7,"Ta. pannakam, pannanku top of a palanquin ot carriage. Ma. pannakam leaf- cover of a palanquin, awning, boat cover. Ka. pannafiga canopy over an open palanquin. Tu. pannagamu id. DED 3327."
4041,200,"Ta.,Ma.,Ka.",3,3,Ta. panndaftai fibrous cloth-like web about the bottom of the leaf-stalk of a palmyra or coconut tree. Ma. pannafa id. Ka. pannade id. DED 3328.
4042,200,"Tu.,Ka.",2,5,"Ka. panni bragging, self-conceit; panne pride, haughtiness. Tu. panni, panna bragging, self-conceit. DED 3329."
4043,200,"Ta.,Ka.",2,2,Ta. pannai camphor. Ka. panne id. DEDS 643.
4044,200,"Mand.,Ta.,Ka.,Go.,Kui,Kuwi,Pe.",7,12,"Ka. pay to butt, gore, knock against. Tu, hakuni to beat, strike. Vk. (Ch.) pak-/pag- to beat, shoot. Go. (A. Ma.) pay-, (SR.) payana, (L.) pana, pain& to beat, strike; (Y. G.) pa-/pay- id., shoot (Voc. 2190); (Mu.) pthc- to strike, play on a drum, clap (hands) (Voc. 2371). Pe. pag- (pakt-) to strike, kill. Mand. pig- to kill. Kui paga (pagi-) to attack, fight, etc. (or with 4087 Ta. pay). Kuwi (P.) pay- Cit-), (S.) painai to strike, kill; (F.) paiyali to hit, kill; (Isr.) pay- (-it-) to beat, kill. DEDS 644."
4045,200,"Ta.,Ma.",2,4,"Ta. pakal, paval balsam pear, Momor- dica charantia. Ma. paval id. Ka, hagal, hagala id. DED 3330."
4046,200,"Ta.,Ma.",2,6,"Ta. pakan elephant driver, charioteer, horseman, rider; paku id., art, ability. Ma. pakan, pavan an elephant instructor; pavu all that an elephant has to learn in training him. DED 3331."
4047,200,"Skt.,Te.,Ta.,Ma.,Ka.",5,9,"Ta. pakkam seaside village, town, village. Ma. pakkanar n. of a famous low- caste sage. Ka. padka-nadu jogi a kind of Sudra beggars. Te. paka hut, hovel; (K.) -paka pakku (361) pau (village name suffix); pika-nadu one of the Telugu districts under the Reddi kings. Konda paka hut. /Cf. Skt. pakkana- hut of a Candala, village inhabited by barbarians; Turner, CDIAL, no. 7620. DED(S, N) 3332."
4048,200,"Skt.,Tu.,Te.,Ta.,Ma.,Kuwi,Kol.",7,9,"Ta. pakku areca nut, areca palm; paku areca nut; pakku-veffi crackers for slicing areca nuts. Ma. pakku a raw areca nut; pakku-veffi betel-knife. Tu. pakutti knife for cutting betel nuts. Te. pSka Areca catechu, the areca tree; an areca nut. Kol. (Pat., p. 47) poe betel. Kuwi (S.) poka mrdnu areca tree. Cf. Skt. pga- A. catechu: Turner, CDIAL, no. 8313. DED 3333."
4049,200,"Malt.,Ta.,Ma.,Ka.,Kod.,Kur.",6,7,"Ta. pakku bag. Ma. pakku id. Kod. pa+kki id. (in songs). Cf. 4450 Ta. pai. DED (S) 3334. 4050 Kur. pakna (pakkyas) to take up into one’s arms, on one’s lap: refl.-pass. pakarna (pakkras). Malt. pike to take in the lap. DED 35. 4051 Kur, bakna to throw in, put in (a basket, sack, vessel, any dry goods, corn, money, etc. with the hands). Malt. bake to take up (as earth). ? Ka. bikalu gleaning. Cf."
4052,200,"Te.,To.",2,4,"Te. pikudu moss, mossiness, scum or greenness on putrid water. Konda pékola fungus, moss on water; (BB) pékor duckweed. ? To. pasn moss. DEDS 646."
4053,200,"Ta.,Ma.,Ka.,To.",4,15,"Ta. paikar side, neighbourhood, place, location; panku side, neighbourhood, place, companionship, partisanship; equality, like- ness, beauty, agreeableness, fashion, manners, politeness, means; pankan friend, companion, husband; panki, female’ companion of a heroine, lady’s maid; pankodr friends. Ma. pahku, pafiiu side, party, propriety, means; pahhan companion, friend. ? To. waex o+x- to side with, connive with. Ka. panhgu manner, form, shape, likeness. Konda (BB) pani, in: gitoni pai temple of head. DED(S) 3337. 4054 [see App. 46]."
4055,200,"Ta.,Ko.",2,4,"Ta. pacam eye of a needle, sewing, thread. Ko. pa-c eye of a needle; vulva (as a tiddling word). DED 3339."
4056,200,"Te.,Ta.,Ka.,Ga.",4,5,"Ta. pacanam diarrhoea. Ka. basu to void excrement. Te. pacanamu, pdsanamu evacuation of the bowels. DED 3340. 4057 Ka, hasuku a disagreeable smell of certain leaves or unripe fruits, the smell of raw meat, etc. Te, payu, (K. also) pacu, pasu to be rotten; p(raci foulness, staleness, nastiness. Kol, (SR.) pas- to get addled, get sour (of food). Nk. pas- to become stale. Ga. (S.3) pise left-over food from the previous day, spoiled food. Konda pis- (-t-) to rot and smell offensively (of any food, tice, fruit, or a dead animal). ? 7a. panfal rancidity, musti- ness, fetidness, mouldiness, staleness; panfai bad smell, as of rotten fish. Cf. 3999 “Ta. paga and 4110 Ta. pag. DED(S, N) 3341."
4058,200,"Ta.,Ma.,Ka.",3,4,"Ta. pacci milk,- mother’s milk (nursery word). Ma. pacci id. Ka. Paci id. DED 3342."
4060,200,"Ta.,Go.,Kui",3,6,"Go. (A.) pask- to dislike; (Tr. LH.) paskanad id., hate (Voc. 2214). Kui paska (paski-) to disparage, despise; n. disparage- ment. ? Ta. payir (-pp-, -tt-) to show aversion or disgust at, be sulky or ill-humoured about; Payirppu disgust, abhorrence; disagreement, syangement. 2 Cf. 4002 Ta. pari. DED(S)"
