word,count,n_source_files
यातनािरीरवान्,1,1
गप्रप्ताणीवा,1,1
गन्धवावः,1,1
पतयोमम,1,1
सररन्ध्रीरूपद्रौ,1,1
पदीवाक्यम्,1,1
अन्तराभवसिः,1,1
सत्वान्तरमेध्य,1,1
आवेि,1,1
कारी,1,1
सत्वभेद,1,1
इेत्यव,1,1
यक्तम्,1,1
सश्र,1,1
दशिवतो,1,1
अर्थातोऽमानषप्रशतषेधीयां,1,1
व्याख्ास्यामः,1,1
गन्धववयक्षाः,1,1
जङ्गाः,1,1
शपिाचजाशतरे,1,1
देवगणोग्रहाख्ः,1,1
इत्यष्टधा,1,1
शवभज्य,1,1
पशलनवनान्तरो,1,1
पसेवी,1,1
स्वाचारः,1,1
शप्रयपररगीतगन्ध,1,1
माल्यः,1,1
वाप्रहसशत,1,1
चाििांब्द,1,1
गन्धववग्रहपररपीशड़तो,1,1
तद्ग्रहाशवष्टलक्षणमक्तम्,1,1
गृहानम,1,1
गन्धवेणामानषेण,1,1
गृहीताां,1,1
आशवष्टा,1,1
एरेण्ड,1,1
तलशसद्धाां,1,1
हररतकीांगोऽम्बना,1,1
शपबेत्,1,1
व्याख्ायाां,1,1
गन्धववतलमेरण्डतलम्,1,1
तदेक्तः,1,1
गन्धववरूपमृगभेदपादतल्यपत्नकत्वा,1,1
र्थात्वम्,1,1
गायनमाेत्र,1,1
देवगायने,1,1
देवयोशन,1,1
तत्राेश्व,1,1
सांयोजयामासगवन्धवैहेम,1,1
माशलशभः,1,1
गावः,1,1
रश्मयः,1,1
वृष्यदकाशनवा,1,1
गेगवमादेिः,1,1
इशतता,1,1
माधोवोेक्तः,1,1
रम्श्मधारके,1,1
शदत्यादौ,1,1
गन्धवोऽस्य,1,1
रसनामगृभ्नात्,1,1
ऊद्वेध्व,1,1
इत्था,1,1
उदकानाांस्ततीनाां,1,1
धारक,1,1
ितक्रत,1,1
रत्सरत्त्गन्धववमस्ततम्,1,1
सवूर्य्यम्,1,1
शदव्यो,1,1
तपूः,1,1
स्तशतरूपाम्,1,1
वेददी,1,1
गायने,1,1
शवश्वावसरशस,1,1
तन्नोगृणात,1,1
शदव्योगन्धववः,1,1
शविेषणात्,1,1
गायनमात्रपरत्वम्,1,1
िब्दावर्थशच,1,1
किेमनष्यः,1,1
समापन्नोमवत्यगन्धवव,1,1
पूववकिकृ,1,1
किादावस्यचेद्भवेत्,1,1
शदव्यगन्धवव,1,1
गायनरूपगन्धवावशभप्रायेण,1,1
ध्यमक्तम्,1,1
देवयोशनगन्धवावश्च,1,1
एकादिशवधा,1,1
अभ्राजोऽङ्घाररवम्भारी,1,1
सवूर्य्यवचावर्थस्ता,1,1
हस्तःसहस्तः,1,1
स्वाेम्य,1,1
मवूद्धवाांश्च,1,1
शवश्वावसःकृ,1,1
गन्धवैकादिोगणः,1,1
जटाधरे,1,1
तन्नामार्थन्योक्ताशन,1,1
हूहू,1,1
शश्चत्ररर्थो,1,1
गोमायस्तरुम्ब,1,1
नवम्न्दरे,1,1
वमाद्याश्चते,1,1
देवगर्व्न्धावश्च,1,1
शद्वशवधाःके,1,1
प्राधेयाश्च,1,1
पपत्न्याां,1,1
दक्षसतायाां,1,1
मशननाशमकायाां,1,1
षोडि,1,1
प्राधे,1,1
प्राधायाां,1,1
तत्पत्न्याां,1,1
इेत्यवां,1,1
भीमसेनोग्रसेनौ,1,1
पणो,1,1
वरुणर्थस्ता,1,1
गोपशतधृवतराष्ट,1,1
सवूर्य्यवच्चावश्च,1,1
सप्तमः,1,1
सत्यवागकव,1,1
पणवश्चप्रयतश्चाशभशवश्र,1,1
भीमशश्चत्ररर्थश्चव,1,1
शवख्ातः,1,1
सवव,1,1
शवद्विी,1,1
िाशलशिरा,1,1
पजवन्यश्च,1,1
चतदविः,1,1
कशलः,1,1
पञ्चादिेस्तषाां,1,1
नारदश्चव,1,1
षोड़िः,1,1
इेत्यतेदेवगन्धवाव,1,1
पररकीशिवताः,1,1
प्रभूतान्याशनकीिवशमष्याशम,1,1
अनवद्याां,1,1
वांिामसराांमागवणशप्रयाम्,1,1
अनूपाां,1,1
सभगाां,1,1
भासीशमशत,1,1
प्राधाव्यजायत,1,1
शसद्धः,1,1
पूणवश्च,1,1
पूणावयश्च,1,1
महायिाः,1,1
ह्मब्रचारी,1,1
रशतगणः,1,1
सपणवश्चव,1,1
सिमः,1,1
वसश्चभानश्च,1,1
सचन्द्रो,1,1
दिमर्थस्ता,1,1
देवगन्धवावः,1,1
प्राधेयाःपररकीशिवताः,1,1
स्वारोशचषमन्वन्तरे,1,1
गब्धवावअररष्ठायाः,1,1
पत्राः,1,1
तमहासत्वान्,1,1
गन्धवावनशमतौजसः,1,1
मन्वन्तरे,1,1
सगवः,1,1
स्वारोशचषे,1,1
जाशतपरेत्व,1,1
म्स्त्रयाांिीप्,1,1
गन्धवी,1,1
यक्षी,1,1
शकन्नरी,1,1
पत्न्यामशप,1,1
गर्ह्यकायक्षा,1,1
शवबधानचराश्च,1,1
तर्थवाप्सरसः,1,1
राक्षसेषू,1,1
गशतः,1,1
दत्यदानवयक्षाणाां,1,1
गन्धवोरगरक्षसाम्,1,1
िामय,1,1
इन्द्रद्वीपकिेरुमााँस्ताम्रवणो,1,1
गभम्स्त्रमान्,1,1
सौम्यः,1,1
गन्धववर्थस्त्व,1,1
अयन्तनवमेस्तषाां,1,1
अस्त्रभेदे,1,1
सांमोहनां,1,1
ममाांप्रस्त्रयोगसांहारशवभक्तमन्त्रम्,1,1
मादत्स्व,1,1
क्तनव,1,1
चाररशहांसा,1,1
शवजयश्च,1,1
समयाम्न्मर्थः,1,1
गन्धववनगर,1,1
अशनष्टसूचके,1,1
आकािोम्त्थते,1,1
खपरे,1,1
खपरिेब्द,1,1
कालभेदे,1,1
शवपाकःवृ,1,1
गन्धववपरां,1,1
मासात्,1,1
रसवकृ,1,1
ांत्यशहरण्य,1,1
शवकृ,1,1
शतश्च,1,1
गन्धवावणाां,1,1
नगरे,1,1
मानसमासाद्य,1,1
हाटकानशभतः,1,1
प्रभः,1,1
गन्धववरशक्षतांदेिमजयत्,1,1
पाण्डवस्ततः,1,1
शतशिररकल्माषूान्मण्डकाख्ान्,1,1
हयोिमान्,1,1
करमांत्यन्तगन्धववनगरािदा,1,1
अजवनोिरशद,1,1
म्ग्वजयोक्तौ,1,1
गन्धववप,1,1
रादयो,1,1
प्यत्र,1,1
गन्धववबधू,1,1
गन्धववस्य,1,1
बधूररव,1,1
शप्रयत्वात्,1,1
चीडा,1,1
नामगेव्यद्रन्ध,1,1
गन्धववलोक,1,1
गर्ह्यकलोकोपररेस्र्थ,1,1
शवद्याधरलोकस्या,1,1
धाशनशवेष्ट,1,1
तत्स्र्थानकर्था,1,1
तत्प्राम्प्तपण्याशन,1,1
चगर्ह्यकलोकोक्त्यनन्तरां,1,1
कािीख,1,1
दशिवताशन,1,1
गावेर्व्न्धस्त्वष,1,1
गन्धवावश्च,1,1
िभप्रदाः,1,1
गायनाेर्ह्यते,1,1
स्तशतपाठकाः,1,1
अशभगीतेन,1,1
स्तवम्न्तच,1,1
धनाद्याांश्च,1,1
माशहताः,1,1
प्रसादल,1,1
ब्ध्वाशन,1,1
धनान्यशप,1,1
सगन्धीशनकपूवरादीन्यनेकिः,1,1
व्राह्मणेभ्यः,1,1
गीशतांगायन्त्यहशनविम्,1,1
नायिाेस्त्रकृ,1,1
पेण्यन,1,1
गन्धववलोकेस्तषा,1,1
शवशिष्यते,1,1
गीशतशवद्याशजवतधवनः,1,1
गीतशवद्याप्रभावेन,1,1
श्रीिम्भो,1,1
श्चाशतवल्लभः,1,1
तरुम्बनारदश्चीभौदेवानामशप,1,1
साक्षान्नादशवद्या,1,1
शवदाां,1,1
शहतः,1,1
क्वशचद्गातां,1,1
श्रीमद्ध,1,1
ररहरा,1,1
त्मकम्,1,1
साशध्यन्नमर्थ,1,1
नाप्नोशत,1,1
रुद्रस्यानचरोभूत्वा,1,1
अम्ि्ल्लॐके,1,1
शतरे,1,1
हररहरौसदा,1,1
परमन्यन्म,1,1
नोहरम्,1,1
गणाबूचतः,1,1
शवद्याधरो,1,1
लोको,1,1
नानाशवद्याशविारदाः,1,1
गन्धववजवद्या,1,1
गन्धवववेद,1,1
सङ्गीतमूलेन्थग्र,1,1
दृश्यः,1,1
गन्धववेस्यदम्,1,1
गन्धववसम्न्धम्बशन,1,1
इच्छयान्योन्यसांयोगः,1,1
कन्यायाश्च,1,1
वरस्य,1,1
शवेज्ञयः,1,1
शववाहेऽशधकाररभेदाशद,1,1
शस,1,1
उांक्त,1,1
षड़ानपूव्याव,1,1
शवप्रस्य,1,1
क्षत्रस्य,1,1
चतरो,1,1
शवट्िूद्रयोऽस्त,1,1
तानेव,1,1
शवद्याद्धम्यावनराक्षसान्,1,1
चतरः,1,1
आसरगान्धववराक्षसपिाचान्,1,1
राक्षसव,1,1
ज्यावन्,1,1
आसरां,1,1
पठीनशसः,1,1
राक्षसो,1,1
वश्यस्य,1,1
पिाचः,1,1
िूस्यद्र,1,1
प्रचेताः,1,1
पेिाचोऽसृ,1,1
ांस्कतप्रसूतानाां,1,1
प्रशतलोमजानाञ्च,1,1
र्थस्तासरो,1,1
वेश्य,1,1
िेूद्र,1,1
चास्तन्त्य,1,1
गशहवतः,1,1
क्षशत्रयादेःसांकटे,1,1
पिाचमाह,1,1
सवोपायरसाध्यास्यात्,1,1
सकन्या,1,1
परुषस्य,1,1
चौेर्य्यणा,1,1
शववाहेन,1,1
साशववार्ह्या,1,1
रहःम्स्यता,1,1
गान्धवावशदशववाहेर्ष्व्यदकपूववकां,1,1
दानमाह,1,1
नोदके,1,1
कन्यायाः,1,1
पशतरुच्यते,1,1
पाशणग्रहणसांस्कारात्,1,1
पशतांत्व,1,1
सप्तमेपदे,1,1
परािरमाधवीये,1,1
देवलोऽशप,1,1
गान्धवावशदशववाहेषपनवैवाशहको,1,1
शवशधः,1,1
किवव्यश्च,1,1
शत्रशभववणैः,1,1
समैर्थवाशग्नताशक्षकः,1,1
त्रवणोेक्तः,1,1
गान्धवावदौ,1,1
शवप्रवजवमशधकारसक्तः,1,1
पररशिेष्ट,1,1
गान्धवावसरपिाचा,1,1
शववाहाराक्षसश्च,1,1
पररग्रहेस्तष,1,1
पश्चाद्धोमो,1,1
शवधी,1,1
यते,1,1
होमादावकृ,1,1
भार्य्यावत्वाभावाद्वरान्तरायदेया,1,1
वशसष्ठबौधायनौ,1,1
बलादपहृ,1,1
ताकन्या,1,1
मन्त्रयवशद,1,1
अन्यि,1,1
शवशधवेद्दयायर्था,1,1
तर्थव,1,1
सेशत,1,1
मन्त्रसांस्काराभावे,1,1
ऽन्यि,1,1
दानस्य,1,1
सववशववाहेष,1,1
साम्याद्बलादपहारे,1,1
पिाचयोशवविेषवचनां,1,1
वव्यर्थम्,1,1
तयोयवशद,1,1
नसृ,1,1
वेत्यावृत्त्य,1,1
कन्यानमत्यभावेऽन्यिदेये,1,1
व्याेख्यम्,1,1
द्वयोः,1,1
सकामयोमावताशपतृर,1,1
शहतो,1,1
योगो,1,1
शवष्णः,1,1
भारतवषीयोप,1,1
इन्द्रद्वीपः,1,1
किेरुमाांस्ताम्रवणो,1,1
गभम्स्त,1,1
सोम्यो,1,1
न्धववर्थस्त्व,1,1
नवमेस्तषाां,1,1
पराणस,1,1
द्वीपस्य,1,1
गन्धववप्रधानत्वात्,1,1
न्धवव,1,1
पदर्थस्वस्रसांघातस्तालेन,1,1
सङ्गतर्थस्ता,1,1
प्रयक्तश्चावधानेनगान्धववमशभधीयते,1,1
सङ्गीतभेदे,1,1
गान्धववशचिता,1,1
शतशनशमितयोक्ता,1,1
सप्रप्तकृ,1,1
तयो,1,1
भवन्तीत्यपक्रमे,1,1
शतलक्षणोक्तौ,1,1
जागरूकः,1,1
िीतेद्वषी,1,1
दभवगः,1,1
ेस्तनो,1,1
मवर्य्यत्सनार्य्योगान्धबवशचिः,1,1
स्फशटतचरणः,1,1
गान्धवविालासङ्गीतिालायाम्,1,1
गान्धववशवद्या,1,1
गान्धववशवद्,1,1
सङ्गीतवेिरर,1,1
तेद्दवताके,1,1
ऽेस्त्र,1,1
गान्धवमादत्स्व,1,1
ममास्त्रम्,1,1
शवधाश,1,1
ृवष्कतसामजस्वरः,1,1
सहस्रवत्माव,1,1
चपलदवरध्ययः,1,1
गान्धववभूशमष्ठतया,1,1
समानताां,1,1
दधौबलोदशधः,1,1
सामवेदपेक्ष,1,1
गानम्,1,1
बलपेक्ष,1,1
गान्धवं,1,1
गानां,1,1
शप्रयेत्वनास्त्यस्याः,1,1
दगाव,1,1
ह्रीां,1,1
श्रीां,1,1
गागीञ्च,1,1
गान्ध,1,1
ींर्व्,1,1
योशगनीांयोगदाां,1,1
दगावस्ततौ,1,1
वाशचस्त्री,1,1
शनघण्टः,1,1
अशांग्नगावन्धवीं,1,1
पथ्यामृतस्याेग्नगवूव्यशत,1,1
घृवत,1,1
गान्धजववक,1,1
गान्धवे,1,1
किलः,1,1
ठक्,1,1
सङ्गीतकिले,1,1
माषकलत्थाभोांज्य,1,1
गान्धशववक,1,1
काकिकने,1,1
देिभेदे,1,1
कान्दार,1,1
चदेिः,1,1
उिरस्यामक्तः,1,1
उिरतःकलासः,1,1
गान्धारयिोवतहेमताजराज,1,1
न्यखचराश्च,1,1
गन्धारोऽशभजनोऽस्य,1,1
शसन्ध्वा,1,1
शदक्रमेण,1,1
गान्धारदेिवाशसशन,1,1
तृन्नपे,1,1
बहुष,1,1
तस्यलक्,1,1
तद्वाशसष,1,1
तृन्नपेष,1,1
क्रमेणव्यचरत्,1,1
स्फोतस्ततः,1,1
पञ्चनदां,1,1
तिादशप,1,1
कौरव्य,1,1
गन्धारशवषयां,1,1
गन्धारराजेन,1,1
यद्धमासीम्िरीशटनः,1,1
िकनेस्तनयोवी,1,1
गन्धाराणाां,1,1
महारर्थः,1,1
शनरुध्यमानश्चस्ताशपगन्धारः,1,1
पाण्डनन्दनः,1,1
बध्यमानेष,1,1
तेर्ष्ाजौगगन्धारे,1,1
समन्ततः,1,1
तस्यराजा,1,1
गन्धारदेिभवे,1,1
मनष्यतत्स्र्थशभेन्नमनष्यतत्स्र्थयोस्त,1,1
गान्धारक,1,1
गान्धारदेिेर्थस्मनेष्य,1,1
तदीयहशसतादौ,1,1
सहानी,1,1
माद्रीपत्रभवारयत्,1,1
गान्धारकः,1,1
सप्तितश्चापिक्त्य,1,1
शसपाशणशभः,1,1
समद्गतोनामे,1,1
नानागन्धवहः,1,1
पण्योगान्धारेस्तन,1,1
भरतोेक्त,1,1
वायगवश्रन्धोेत्र,1,1
सिेब्दस्तन,1,1
शनयावशतगान्धा,1,1
रेस्तन,1,1
तन्त्रीकण्ठो,1,1
म्त्थतसस्वप्तरान्तगवते,1,1
तृतीयस्वरे,1,1
अजाशवकां,1,1
इेत्यक्तः,1,1
तस्याजाशवकस्यरतल्यता,1,1
चतस्रःपञ्चमे,1,1
धवतेशतस्रो,1,1
गान्धारशनषादयोः,1,1
गन्धरसेन,1,1
शत्रका,1,1
रपत्यम्,1,1
साेल्वयगान्धाररभ्याञ्च,1,1
रपेत्य,1,1
पांस्त्री,1,1
गन्धमेव,1,1
सौरभमृच्छशत,1,1
गान्धारदेिे,1,1
तेद्दस्तिनृपस्यापत्यम्,1,1
तेद्दिनृपापेत्य,1,1
गान्धाररशभरसांभ्रान्तः,1,1
पाववती,1,1
दर्ज्,1,1
कणव,1,1
अलां,1,1
यूतेनगान्धारे,1,1
शवदू,1,1
प्रिांसशत,1,1
गान्धाररः,1,1
सवलनृपपत्रः,1,1
अनज्ञातस्तगान्धाररः,1,1
कणेन,1,1
सशहतस्तदा,1,1
गान्धारस्यापत्यम्,1,1
गान्धारदेिनृपकन्यायाम्,1,1
अजमीढ़भार्य्यावभेदः,1,1
अजमीस्यढ़,1,1
चतशवंिां,1,1
पत्रितांवभूव,1,1
ककर्य्याां,1,1
गान्धार्य्यां,1,1
शविालायामृक्षायाां,1,1
चेशत,1,1
भार्य्य,1,1
सवलात्मजा,1,1
दर्य्योधनाशदमाता,1,1
शवेभ्यप्रोगान्धारीां,1,1
सवलात्मजाम्,1,1
नेत्रहरां,1,1
तेत्त्वन,1,1
करुशपतामहः,1,1
गन्धारराजस्य,1,1
ेप्रषयामास,1,1
अचक्षररशततत्रासीत्,1,1
सवलस्य,1,1
शवचारणा,1,1
कलां,1,1
ख्ाशतञ्च,1,1
वृिञ्चबद्ध्या,1,1
प्रसमीर्क्ष्,1,1
गान्धारीांध,1,1
मवचाररणीम्,1,1
त्वर्थ,1,1
मचक्ष,1,1
षम्,1,1
शदम्त्स,1,1
पटमादाय,1,1
बहुगणां,1,1
वबन्धनेेत्र,1,1
पशतव्रतपरायणा,1,1
नाभ्यसूयाांपशतमहशमेत्यवां,1,1
तशनश्चया,1,1
पत्रःिकशनरभ्यगात्,1,1
इड़ापेृष्ठ,1,1
मयूरगलस,1,1
शन्नभा,1,1
सव्यपादाशदनेत्रान्तव्याशपनी,1,1
पररकीशिवता,1,1
तन्त्रोक्तलक्षणे,1,1
नाड़ीभेदे,1,1
िासनदेवता,1,1
यवासे,1,1
दरालभायाां,1,1
पावर्व्तीसहचरीभेदे,1,1
शवद्याऽर्थ,1,1
शमत्रमाह्वया,1,1
गान्धारीतनय,1,1
दवर्य्यधनादौ,1,1
तद्भशभन्याां,1,1
लायाां,1,1
तदत्पशिकर्था,1,1
क्षच्छमाशभपररग्लानां,1,1
द्वपायनमपर्थम्स्तम्,1,1
तोषया,1,1
व्यासस्यस्त,1,1
वेब्र,1,1
सदृिांभिवः,1,1
ितमात्मनः,1,1
गभंधृतराष्ट,1,1
ादर्थ,1,1
ाग्र,1,1
हीत्,1,1
सांवत्सरद्वयां,1,1
गान्धारीगभवमाशहतम्,1,1
अप्रजा,1,1
धारतामास,1,1
ततस्ताां,1,1
दःखभा,1,1
शवित्,1,1
कन्तीसतां,1,1
बालाकव,1,1
समतेजसम्,1,1
उदरस्यात्मनः,1,1
वर्थर्य्यस्मपलभ्यान्वशचन्तयत्,1,1
अज्ञ,1,1
ातांधृतराष्ट,1,1
सोदरां,1,1
घातयामासगान्धारी,1,1
दःखमव,1,1
ूम्च्छ,1,1
तती,1,1
लोहा,1,1
ष्ठीलेव,1,1
सांहता,1,1
शद्ववषवसृम्भताां,1,1
कक्षौ,1,1
तामत्त्स्रष्टांप्रचक्रमे,1,1
द्वपायनो,1,1
त्वररतः,1,1
समपागमत्,1,1
माांसमयीां,1,1
ददिव,1,1
जपताां,1,1
ततोऽब्र,1,1
वीत्,1,1
सौवलेयां,1,1
शकशमदां,1,1
शचकीशषवतम्,1,1
चात्मनेमतां,1,1
सांत्य,1,1
परमषवये,1,1
गान्धावर्य्यवाच,1,1
ांेज्यष्ठकन्तीसतां,1,1
जातां,1,1
रशवसमप्रभम्,1,1
दःखेन,1,1
णेदमदरां,1,1
घाशततां,1,1
ितञ्च,1,1
शवतीणंमे,1,1
इयञ्च,1,1
पत्रितायव,1,1
एवमेतत्,1,1
सौवलेशय,1,1
नतर्ज्ात्वन्यर्थाभवेत्,1,1
शवतांर्थ,1,1
नोक्तपूवं,1,1
स्वरे,1,1
र्ष्शप,1,1
कतोऽन्यदा,1,1
घृतपूणं,1,1
कम्भितां,1,1
शक्षप्रमेव,1,1
स्वनगेप्तषदेिेष,1,1
चव,1,1
िीताशभरम्द्भरष्ठीलाशम,1,1
माञ्च,1,1
पररषेचय,1,1
िम्पायन,1,1
शसच्य,1,1
त्वष्ठीला,1,1
गष्ठपवर्व्,1,1
मात्राणाांगभावणाां,1,1
पृर्थगेव,1,1
एकाशधकितां,1,1
यर्थायोगांशविाम्पते,1,1
माांसपेश्यास्तदा,1,1
क्रमिःकालपवर्य्य,1,1
ततस्ताांेस्तष,1,1
केम्भष,1,1
गभावनवदधे,1,1
स्वनगेप्तष,1,1
देिेष,1,1
रक्षाां,1,1
चवादधाितः,1,1
चवभगवान्,1,1
कालेनतावता,1,1
घाटनीयाेन्यताशनकम्भानीशत,1,1
सौवलीम्,1,1
सर्थस्ताप्रशतशवधाय,1,1
तपसे,1,1
धीमान्,1,1
शहमवांन्तशिलोच्चयम्,1,1
क्रमे,1,1
चतेन,1,1
नृपः,1,1
जन्मतस्त,1,1
प्रमाणेन,1,1
ेज्यष्ठो,1,1
यशधशष्ठरः,1,1
नामाशन,1,1
ज्यष्ठानज्यष्ठाशन,1,1
पाठक्रमेणोक्ताशन,1,1
ययश्चत्स,1,1
दःिासनस्तर्था,1,1
दःसहोदःिलश्चव,1,1
जलसन्धः,1,1
समः,1,1
सहः,1,1
शवन्दानशव,1,1
न्दौदवद्धषवःसवाहुदवष्प्रधषवणः,1,1
दमवषवणो,1,1
दमवखश्च,1,1
दष्कणवःकणव,1,1
शवशवांिशतशववकणवश्च,1,1
सत्त्वः,1,1
सलो,1,1
चनः,1,1
शचत्रोपशचत्रौ,1,1
शचत्राक्षश्चारुशचत्रःिरासनः,1,1
दमवदो,1,1
दशववगाहश्च,1,1
शवशवत्सशववकटाननः,1,1
ऊणवनाभःसनाभश्च,1,1
नन्दोपनन्दकौ,1,1
शचत्रबाणशश्च,1,1
त्रवमावसवमाव,1,1
तशववमोचनः,1,1
अयोवाहुमवहाबाहुशश्चत्राङ्गशश्चत्रकण्डलः,1,1
भीमवेगो,1,1
भीमबलो,1,1
बलाकी,1,1
बलववद्धनः,1,1
उग्रायधो,1,1
भीभकमाव,1,1
कनकायवदृढ़ायधः,1,1
दृढ़वमावदृढ़क्षत्रः,1,1
सोमकीशिवरनूदरः,1,1
दृढ़सन्धो,1,1
जरासन्धःसत्यसन्धः,1,1
सदः,1,1
सवाक्,1,1
उश्रग्रवा,1,1
उग्रसेनः,1,1
मेनानीदवष्प,1,1
राजयः,1,1
अपराशजतः,1,1
कण्डिायी,1,1
शविालाक्षो,1,1
दराधरः,1,1
दृढ़हस्तः,1,1
सहश्चस्त,1,1
वातवेगसबवच्चसौ,1,1
आशदत्यके,1,1
बह्वािी,1,1
नागदिोऽग्रयार्य्यशप,1,1
कवची,1,1
शनषङ्गी,1,1
कण्डीच,1,1
कण्डधारो,1,1
धनवद्धरः,1,1
उग्रभीमरर्थौ,1,1
वीरौवीरबाहुरलाांलपः,1,1
अभयो,1,1
रौद्रकमाव,1,1
दृढ़रर्थश्चयः,1,1
अनाधृव्यः,1,1
कण्डभेदी,1,1
शवरावी,1,1
दीघवलोचनः,1,1
प्रमर्थश्च,1,1
प्रमार्थी,1,1
दीघवरोमश्च,1,1
वीवर्य्यवान्,1,1
दीघवबाहु,1,1
मवहाबाूवहुव्यढोरुः,1,1
कनकध्वजः,1,1
कण्डािी,1,1
शवरजाश्चवदःिला,1,1
िताशधका,1,1
अपत्यम्,1,1
दर्य्योधनादौ,1,1
तद्भशगन्याां,1,1
पतङ्गो,1,1
गन्धवोऽवदद्गभे,1,1
ददावासाां,1,1
गन्धववश्च,1,1
तैलम्,1,1
नगरम्,1,1
गन्धववनगराकारां,1,1
तर्थवान्तशहवतां,1,1
जवद्या,1,1
जववाहः,1,1
कर्थमप्यबान्धवकृ,1,1
ेस्नहप्रवृशिः,1,1
उपवेद,1,1
हस्तकः,1,1
गन्धारः,1,1
परुषां,1,1
भ्योऽशभनद्धाक्षमानीय,1,1
शस्न्ध्व,1,1
ााशद,1,1
पाशणशन,1,1
गन्धारर,1,1
शद्व्य,1,1
यमी,1,1
गृहीत,1,1
अशग्न,1,1
प्सर्,1,1
शकमीशदन्,1,1
शपिाच,1,1
ऋशष,1,1
परूरवस्,1,1
असर,1,1
सपव,1,1
शचत्र,1,1
रर्थ,1,1
प्रजापशत,1,1
मशन,1,1
प्राधा,1,1
अप्सरस्,1,1
अद्भ्यः,1,1
सरम्न्त,1,1
उम्न्तच्छद्ग,1,1
असन्,1,1
शनमवर्थनादेव,1,1
रसाििाद्वर,1,1
उेत्पतमवनजेश्रष्ठ,1,1
तिादप्सरसोऽभवन्,1,1
प्रभाव,1,1
स्ववेश्याः,1,1
मेनकाऽप्सरसाां,1,1
महशषवणाां,1,1
तपोशविेषपररिशङ्तस्य,1,1
सकमारां,1,1
प्रहरणां,1,1
महेन्द्रस्य,1,1
परस्परे,1,1
क्षतयोः,1,1
प्रहत्रो,1,1
रुत्क्रान्तवायवोः,1,1
समकालमेव,1,1
अमवत्यभावेऽशप,1,1
कयोशश्चदासीदेका,1,1
प्सरः,1,1
प्राशवर्थतयोशवववादः,1,1
बहुर्ष्प्सरसः,1,1
शनयमशवघ्नकाररणी,1,1
मेनका,1,1
ेप्रशषता,1,1
एकाप्सरः,1,1
अनप्सरे,1,1
प्रशतभाशस,1,1
शदक्,1,1
उपशदक्,1,1
तीवर्म्,1,1
पजतः,1,1
शिखम्ण्डन्,1,1
आशङ्गरसः,1,1
अनष्टप्,1,1
षडृचां,1,1
द्वाशवांिां,1,1
सूक्तमाशङ्गरसस्य,1,1
ध्रवस्याषवमानष्टभम्,1,1
अशभशषक्तस्य,1,1
स्तशत,1,1
रूपोऽर्थो,1,1
चानक्रान्तम्,1,1
ध्रवो,1,1
स्तशतस्त्वानष्टभां,1,1
यद्धाय,1,1
सांनहनेऽनेन,1,1
सूेक्तनाशभमन्त्रणां,1,1
परोधसा,1,1
कतवव्यम्,1,1
त्वाहाधवमन्तरे,1,1
धीशत,1,1
पश्चार्थद्रस्यावस्र्थाय,1,1
शवि,1,1
वाच्छन्त,1,1
अशधां,1,1
अिद्र,1,1
स्वाशमेत्वनानषम्,1,1
अिास,1,1
शनत्यः,1,1
अशतियेन,1,1
चलनरशहत,1,1
मशधशतष्ठ,1,1
वाञ्छन्त,1,1
राजाम्स्त्वशत,1,1
कामयन्त,1,1
वाशछ,1,1
त्विः,1,1
सकािात्,1,1
राांज्य,1,1
भ्रश्यत,1,1
शवयांक्त,1,1
भ्रन्ि,1,1
अधःपतने,1,1
ष्ठाः,1,1
पववतः,1,1
ऽइव,1,1
इन्द्रःऽइव,1,1
स्वाशमेत्वन,1,1
सववदा,1,1
वतवमानो,1,1
च्योष्ठाः,1,1
अपच्यतो,1,1
मापगमः,1,1
पववतइव,1,1
पववतो,1,1
नेश्चल्यनावशतष्ठते,1,1
चलनरशहतो,1,1
इन्द्रइव,1,1
स्वगव,1,1
ध्रवम्स्तष्ठ,1,1
कमवण्यवस्र्थापय,1,1
इशतां,1,1
पशतः,1,1
अशभशषांक्त,1,1
तवप्यमाणः,1,1
र्थम्स्रम्,1,1
अशधब्रवीत,1,1
मदीयोऽयशमशत,1,1
पक्षपातवचनां,1,1
ब्रह्मणस्पशतः,1,1
पालको,1,1
देवश्चाशध,1,1
शवश्वम्,1,1
शविाम्,1,1
दृश्यमानाः,1,1
महीधराश्च,1,1
र्थम्स्राः,1,1
शवांश्व,1,1
शविाां,1,1
प्रजानाां,1,1
अशग्नः,1,1
राजमानः,1,1
दानाशदगणयक्तः,1,1
अशश्चग्न,1,1
उभावशप,1,1
इन्द्राग्न्योरुभयोरपेक्षया,1,1
विब्दस्य,1,1
शद्वः,1,1
मृषामशस,1,1
बशलऽहृतः,1,1
परोडािाशदना,1,1
यांक्त,1,1
मृिामशस,1,1
अशभमृिामः,1,1
देवतामशभलर्क्ष्,1,1
यागांर्थ,1,1
वयमृम्त्वजः,1,1
सांृस्पिामः,1,1
अर्थानन्तरमेव,1,1
असाधारणाः,1,1
सतीः,1,1
बशलहृतः,1,1
प्रदात्रीः,1,1
संपर्क,1,1
र्ामठा,1,1
स्फटटकफिका,1,1
वासयटटः,1,1
काञ्चनंवियम्,1,1
समिोटाश्मकाञ्चनः,1,1
अमेध्यादटि,1,1
कार्ष्ाभयसम्,1,1
िररिीय,1,1
रटसता,1,1
टसता,1,1
समटिता,1,1
