word,count,n_source_files
िुल्बम्,1,1
कटणभक,1,1
नगर,1,1
अखंदस,1,1
भततन,1,1
लेणं,1,1
गरगरा,1,1
गरगर,1,1
दनरुक्त,1,1
सेंप्रषयेद्,1,1
ीयाय,1,1
र्वागाृम्भणी,1,1
दिभार्म्हं,1,1
त्वष्ट्ारमुत,1,1
भगम्,1,1
द्रदर्वणं,1,1
हदर्वष्मते,1,1
यदज्ञयानाम्,1,1
देर्वा,1,1
व्यदुर्ः,1,1
पुरुिा,1,1
भूररस्थािां,1,1
भूयााेर्वशयन्तीम्,1,1
ईदृशाय,1,1
द्रदर्वण,1,1
र्नं,1,1
र्ारयादम,1,1
फलदातृंत्व,1,1
उपपेत्ः,1,1
ेर्व,1,1
इत्यदर्करणे,1,1
भगर्वता,1,1
समदथातम्,1,1
आहननर्वन्तो,1,1
र्वचनर्वन्तः,1,1
सार्वस्य,1,1
संगमदयुत्र्यपासकानां,1,1
प्रापदयिी,1,1
तज्ज्ञातर्वती,1,1
क्षात्कतर्वती,1,1
ार्वत्नं,1,1
ार्वत्तेऽनेनेदत,1,1
ृर्वदत्ः,1,1
र्वते,1,1
सम्माार्ज्नोपलेपाभ्ां,1,1
गृहमण्डनार्वत्नैः,1,1
स्वयञ्च,1,1
मण्डता,1,1
दनंत्य,1,1
पररमृष्ट्पररच्छदा,1,1
सार्ारणुार्वत्लम्,1,1
शब्दरत्नार्वली,1,1
ार्वत्न,1,1
ृर्वत,1,1
ृर्वत्ौ,1,1
ण्डस्थतौ,1,1
भाेर्व,1,1
जीर्वनो,1,1
पाये,1,1
ुतर्वक्रीठे,1,1
ृर्वदत्,1,1
मदत,1,1
र्वदात्ष्णौ,1,1
िामने,1,1
सार्ारणर्वतुाले,1,1
र्वताः,1,1
कल्यर्वता,1,1
र्वतान,1,1
र्वता,1,1
र्वताेन्तऽस्यां,1,1
तस्मादेष,1,1
यज्ञस्तस्य,1,1
मनश्च,1,1
र्वाक्च,1,1
र्वतानी,1,1
आऽदशषा,1,1
द्रदर्वणम्,1,1
रमणीयानां,1,1
रत्नशब्दो,1,1
नण्डिषयस्यादनसन्तस्य,1,1
दफ,1,1
युदात्ः,1,1
चाम्नायते,1,1
रंत्न,1,1
र्ाता,1,1
रत्नादन,1,1
दर्ातीदत,1,1
दर्वग्रहः,1,1
समासत्वादन्तोदात्ो,1,1
रत्नर्ाशब्दः,1,1
दुत्रपदप्रकृ,1,1
दतस्वरः,1,1
अश्माका,1,1
मृदत्,1,1
चदगरयश्,1,1
मेदहरंण्य,1,1
लोहं,1,1
दिर्ातर्वी,1,1
इदष्ट्,1,1
हदर्वस्,1,1
मदहषी,1,1
पररृर्वक्ती,1,1
ृक्षत्,1,1
अक्षार्वाप,1,1
हविस्,1,1
र्वर्ड,1,1
र्ार्वडी,1,1
रतन,1,1
कोष्ट्,1,1
लघुचक्रदर्वशेषः,1,1
त॑ञू,1,1
र्वत्ञ,1,1
िालयानदर्वशेषः,1,1
दनत्य,1,1
येऊन,1,1
िसतोस,1,1
तुझें,1,1
गाडलें,1,1
र्वतनगाडलें,1,1
गाडलेलें,1,1
माझी,1,1
ंर्वशपरं,1,1
जागेर्वर,1,1
नांदू,1,1
सोडणार,1,1
र्वतनजप्ती,1,1
र्वतनदार,1,1
गौस्तन,1,1
श्रीक्रीरादत,1,1
काशदगरर,1,1
ह्वतनै,1,1
ंह्वनै,1,1
ॏऺभाह,1,1
अऻम्,1,1
ॠऺगमनॎ,1,1
शॐऺनाम्,1,1
दॕशता,1,1
आमा,1,1
ऋषहका,1,1
शाक्,1,1
आभ॑णॎ,1,1
खख़ॠड,1,1
कख़ॠद,1,1
कख़ॠडण,1,1
खख़ॠडॎ,1,1
ृगम्,1,1
काय्,1,1
षॐर,1,1
करणॎ,1,1
मॕढा,1,1
पॠज,1,1
पचॠऺयामकॡ,1,1
गॏषिपचकॠऺघॡ,1,1
पचकाघातॡ,1,1
षिनपचषाखॡ,1,1
पॠजॎ,1,1
चममरॕऺषशका,1,1
िख़ऻकारषभषतॡ,1,1
िख़ऻकारपनॎ,1,1
िख़ऻकारायख़घनॡ,1,1
िख़ऻकारचॏ्लॡ,1,1
िख़ऻकारक्दॏॡ,1,1
िख़ऻकारपॏिॡ,1,1
िख़ऻकारम॑षतका,1,1
िख़ऻकारामजॡ,1,1
िख़ऻकारनाषिका,1,1
िख़ऻकारषातागाराॡ,1,1
शान्,1,1
िख़ऻकारापणॡ,1,1
शठ्,1,1
आघाताधारषषिा,1,1
शषट,1,1
कग़टतषॡ,1,1
वतरतषरॎ,1,1
कग़टतषता,1,1
विन,1,1
िधर्वक,1,1
विच,1,1
शृविन्,1,1
इवन,1,1
शृविः,1,1
हवट,1,1
कङ्गणिक,1,1
र्मध,1,1
सुिवत,1,1
सुन,1,1
बेरीि,1,1
वणज्यम्,1,1
िवणक्,1,1
ुधर्,1,1
ङ्गव,1,1
विहरण,1,1
विह,1,1
गांडे,1,1
िहर्त्,1,1
व्यिहृ,1,1
बमध,1,1
टनी,1,1
टनीतूवलक,1,1
रुन्,1,1
टन्य,1,1
िेर्नम्,1,1
टनीिेद्वर्,1,1
सांर्,1,1
त्र्िपल्,1,1
टनीिेर्र्,1,1
गढ़नेि,1,1
मिदू,1,1
पत्थरकट,1,1
करनेि,1,1
ोँग्र्य,1,1
ोँगधर्,1,1
धर्भ,1,1
स्थूलदण्डः,1,1
वदवन,1,1
डनम्,1,1
वमटणें,1,1
मेटेंखुांटीस,1,1
लपट्ट,1,1
ढळणें,1,1
सेिक,1,1
ळवत,1,1
मरें,1,1
लकरी,1,1
ांदण,1,1
ांदणें,1,1
र्िड,1,1
विचु,1,1
ृविकः,1,1
विवचस्,1,1
श्रा,1,1
हातीिं,1,1
मािंड,1,1
मानषाणाुं,1,1
ेच्छम्लाना,1,1
मौष्ट्,1,1
काणाुं,1,1
षण्ाः,1,1
षण्ानाुं,1,1
गोमाुंसखादको,1,1
ष्ट्िुंरुद्ध,1,1
भाषते,1,1
सिााचारष्ट्िहीनश्च,1,1
दम्ब,1,1
पशपच्छः,1,1
शक्त,1,1
कौल,1,1
खोुंडी,1,1
कातारी,1,1
काुंतारी,1,1
कातणें,1,1
खोदष्ट्गरी,1,1
खोदीुंि,1,1
करुं,1,1
कराुंडा,1,1
गलडा,1,1
ष्ट्शे,1,1
खािष्ट्िणें,1,1
मुंगळ,1,1
खुंडा,1,1
खाुंडाईत,1,1
रोष्ट्ह,1,1
रोष्ट्हण,1,1
फष्ट्ण,1,1
पष्ट्ण,1,1
रन,1,1
बाहुलम,1,1
ददवटा,1,1
तक्ष्,1,1
ववभ्व,1,1
तष्ट््,1,1
तष्ट्,1,1
कमान,1,1
आददत्य,1,1
स्वतन्त्रतक्षस्री,1,1
ननल,1,1
ग्निग्निरस्,1,1
दस्ु,1,1
दुयथावद्,1,1
मत्नहषी,1,1
त्नन,1,1
रत्नखत्नचत,1,1
रत्नजडीत,1,1
रत्नदीप,1,1
रत्नपारखी,1,1
रत्निाटी,1,1
कणत्नर्का,1,1
इत्नत,1,1
मुत्नि,1,1
त्निरूप,1,1
मृदुलोहत्निशेषिः,1,1
लोहत्निशेषमयिः,1,1
शस्त्रत्निशेषमयिः,1,1
सांग्र,1,1
फत्नर्न्,1,1
त्नफरतो,1,1
मूजिकाजिघषर्णवुस्त,1,1
घजषर्ता,1,1
मूजिका,1,1
ऋत्नषदधीच,1,1
दधीत्नच,1,1
ूव्यह,1,1
जखडेंर्,1,1
लालाददकनदस्ुथानम,1,1
ष्टत्रधा,1,1
अक्षाणामृणादानाददव्य,1,1
वहाराणाां,1,1
कायला,1,1
कोयलेकी,1,1
कानी,1,1
स्थौरोऽदियुताः,1,1
स्थौरोऽदियूपो,1,1
इन्द्रादिऽभ्याम्,1,1
सुऽवचस्याम्,1,1
दसन्धौऽइव,1,1
ईरयम्,1,1
नावम्,1,1
धनऽदााः,1,1
उत्ऽदिदाः,1,1
इन्द्रादिभ्याां,1,1
देवाभ्याां,1,1
सुवचस्याम्,1,1
छन्ददस,1,1
यत्यत्प्रयाः,1,1
सुवचनाहाि,1,1
ुस्तदतमहां,1,1
ेप्ररयादम,1,1
जौहोत्याददकाः,1,1
अदतिदपपत्योश्च,1,1
इत्यभ्यासेत्वस्यम्,1,1
इतीन्द्राग्न्योरुियपदप्रकृ,1,1
दतस्वरेत्व,1,1
नोत्तरपदेऽनुदात्ताद,1,1
प्रदतषेधाः,1,1
दसन्धादवव,1,1
दसन्धौ,1,1
नद्ाां,1,1
ेप्ररयन्ति,1,1
अचिनीयैमिैन्त्ाः,1,1
सदहताां,1,1
ुस्तदतां,1,1
ेप्ररयां,1,1
प्रावाददषम्,1,1
ण्यिस्य,1,1
लङयुत्तमस्यामादेशाः,1,1
ुस्तताेस्त,1,1
अयाइव,1,1
अयन्ति,1,1
कमिकरणाथं,1,1
गच्छिीत्या,1,1
ऋन्तत्वजाः,1,1
कमिकरा,1,1
पूजयन्ति,1,1
अांस्मभ्य,1,1
धनदााः,1,1
धनस्य,1,1
दाताराः,1,1
उन्तिदाः,1,1
अस्मच्छिू,1,1
णामुिेत्ताराः,1,1
अदिाः,1,1
णाददकोषाः,1,1
इणगतौ,1,1
दीिर्तमा,1,1
औचथ्याः,1,1
हय,1,1
दहरण्यऽशृङ्गाः,1,1
मनाःऽजवााः,1,1
हदवाःऽअद्म्,1,1
अवििम्,1,1
अदधऽअदतष्ठत्,1,1
दहरण्यशृङ्गाः,1,1
दहतरमणीयशृङ्गो,1,1
