id,site,signs,pdr_reading,sanskrit,translation_yaj,coverage
3525.1,Mohenjo-daro,M090 M324 M154 M011 M060 M256,aintu-kur-kur-kaḷiṟu-kāṇṭāmirukam-kur,kam mata-DAna,"O excellent[RV] holder[RV] of knowledge[RV,MBh][brahmaṇaspati]",1.0
3526.1,Mohenjo-daro,M324 M175 M062 M002 M385,kur-katir-erutu-kuṉ-kur,ref:280.1,,1.0
3528.1,Mohenjo-daro,M324 M482,kur-pa,ref:39.1,,1.0
3529.1,Mohenjo-daro,M217 M033 M316 M050 M032 M056 M072 M002 M270 633 M032,kur-puli-kur-pār-koL-miN4-mā-kuṉ-muḷ-[633]-koL,satAt Avaham sam-aYjan,"From the sacrificial vessel[VS], I brought hither[आ-√वह् लङ् 1s], fully anointing[RV 1.64.1 सम्-√अञ्ज् शतृ]",0.909
3530.1,Mohenjo-daro,M086 M403,oru-kur,ref:703.1,,1.0
3533.1,Mohenjo-daro,M324 M332 M002 M385,kur-intu-kuṉ-kur,ref:1467.1,,1.0
3535.1,Mohenjo-daro,M324 M927,kur-na,ref:26.1,,1.0
3536.1,Mohenjo-daro,M035 M346 M158,po-kur-kur,yUpa,sacrificial post[RV],1.0
3537.1,Mohenjo-daro,M324 M927 M056 M060 M256,kur-na-miN4-kāṇṭāmirukam-kur,kam mAna,O excellent[RV] honored[MBh] one,1.0
3538.1,Mohenjo-daro,M265 M090 M324 M056 M324 M232 M534,kur-aintu-kur-miN4-kur-kur-aṉ,A-sahana-manam,The almighty[Nir] meditating one[RV],1.0
3544.1,Mohenjo-daro,M143 M096,maṇ-ōṭu,ref:1266.1,,1.0
3546.1,Mohenjo-daro,M324 M194,kur-kaṭ,ref:39.1,,1.0
3548.1,Mohenjo-daro,M188 M001 M003,kur-tōḷ-kalam,ref:1228.1,,1.0
3549.1,Mohenjo-daro,M098,āl,ref:1266.1,,1.0
3550.1,Mohenjo-daro,M324 M048 M232,kur-mu/muṉ-kur,naman A-hAna,O (bow) bending[√नम् शतृ] killer[आ-√हन् अच्],1.0
3551.1,Mohenjo-daro,M324 M073 M316 M194,kur-kōṉ-kur-kaṭ,Sama-mana,O calm[MBh] minded[RV] one,1.0
3551.2,Mohenjo-daro,M086 M017,oru-kai,ref:1.1,,1.0
3552.1,Mohenjo-daro,M355 M324 M009 M092 M324 M257 M349,lu-kur-āṇ-elu-kur-kur-kur,dahan tAna-ra,O destroying[√दह् शतृ] roar giver [तन् घञ् र Śis],1.0
3552.2,Mohenjo-daro,M035 M346 M031,po-kur-kai,A-upa,O fully killing one[आ-उप],1.0
3553.1,Mohenjo-daro,M316,kur,ref:122.1,,1.0
3553.2,Mohenjo-daro,M280 M420 M316 M011,kur-ru-kur-kaḷiṟu,tAna-yava,The roaring[√तन् अच्] one who wards off[AV],1.0
3554.1,Mohenjo-daro,M067 M315 M073,kōṭṭāṉ-kur-kōṉ,mama aTA,mine certainly[Ved],1.0
3555.2,Mohenjo-daro,M355,lu,ref:276.1,,1.0
3556.1,Mohenjo-daro,M217 M050 M034,kur-pār-tōḷ,ref:311.2,,1.0
3556.2,Mohenjo-daro,M324 M256 M188 M073 M002 M385,kur-kur-kur-kōṉ-kuṉ-kur,rava-mAKam,The Roarer[√रु अच्] oblation[Hariv],1.0
3557.1,Mohenjo-daro,M090 M324 M009 M303 M001 M300 M270,aintu-kur-āṇ-kur-tōḷ-kur-muḷ,tala-amAna,O formless[RV] Śiva[MBh],1.0
3558.1,Mohenjo-daro,M001 M095,tōḷ-vē,ref:530.1,,1.0
3559.1,Mohenjo-daro,M098 M090 M324 M032 M349,āl-aintu-kur-koL-kur,dahanEH,By the (three) fires[MBh],1.0
3559.2,Mohenjo-daro,M401 M086 M016 M359,vē-oru-kaḷiṟu-kur,usrIH,morning-lights[RV afp],1.0
3560.1,Mohenjo-daro,M324 M154 M005 M382,kur-kur-kōṉ-kur,rapAn,The speakers[√रप् अच्],1.0
3561.1,Mohenjo-daro,M217 M033 M316 M060 M058 M002 M385,kur-puli-kur-kāṇṭāmirukam-ke-kuṉ-kur,rava mAm aYjan,O Roarer[√रु अच्] who anoints[√अञ्ज् शतृ] me,1.0
3562.1,Mohenjo-daro,M001 M202 M351,tōḷ-can-vī,anane,In the one who breathes[Nir],1.0
3564.1,Mohenjo-daro,M004 M003,kēḷ-kalam,ref:693.3,,1.0
3565.1,Mohenjo-daro,M402 M325 M289,vēḷ-kur-kur,ref:406.2,,1.0
3565.4,Mohenjo-daro,M378,kur,ref:35.1,,1.0
3565.5,Mohenjo-daro,M033 M310 M355 M002,puli-kur-lu-kuṉ,varRa-ja,born of lustre[MBh],1.0
3566.1,Mohenjo-daro,M004 M031,kēḷ-kai,ref:1493.1,,1.0
3566.2,Mohenjo-daro,M004 M031,kēḷ-kai,ref:1493.1,,1.0
3568.1,Mohenjo-daro,M324,kur,ref:122.1,,1.0
3569.1,Mohenjo-daro,M086 M004 M001 M327 M561 586,oru-kēḷ-tōḷ-kur-aṉ-[586],baBAsa ana-cara,May the wandering[Pāṇ] Prāṇa[ŚBr](=Śiva) shine[√भस् लिट् 1s],0.833
3571.1,Mohenjo-daro,M324 M009 M456 M001 M378,kur-āṇ-ay-tōḷ-kur,rA Ahana,O Roarer[√रै अच्] O Killer[RV 1.52.15],1.0
3572.1,Mohenjo-daro,M324 M055 M062 M050 M032 M364,kur-miN3-erutu-pār-koL-kur,saha-maYjana,O mighty[RV] roarer[√मञ्ज् ल्युट्],1.0
3573.1,Mohenjo-daro,M324 483 M058 M060 M055,kur-[483]-ke-kāṇṭāmirukam-miN3,jAm maTam,The conquering[√मन्थ अच्] destroyer[√जै अच्],0.8
3574.1,Mohenjo-daro,M095 M001 M324 M720 M193 M002 M385,vē-tōḷ-kur-iṭam-ḷā-kuṉ-kur,rava-SaraRAt,from the Roarer's[√रु अच्] protection[RV abl],1.0
3575.1,Mohenjo-daro,M324 M221 M194 M002 M385,kur-al-kaṭ-kuṉ-kur,ref:2845.1,,1.0
3576.1,Mohenjo-daro,M217 M033 M316 M062 M060,kur-puli-kur-erutu-kāṇṭāmirukam,ama-maYjana,O mighty[RV] roarer[√मञ्ज् ल्युट्],1.0
3577.1,Mohenjo-daro,M004 M110 M320 M316,kēḷ-kur-kur-kur,ref:134.1,,1.0
3578.1,Mohenjo-daro,M098 M456 M210 M309 M195 M154 M011,āl-ay-kur-kur-kur-kur-kaḷiṟu,tad-dasme asi,You are[√अस्] in that wonderful[RV] state,1.0
3579.1,Mohenjo-daro,M217 M070 M921 M326 M615 M154,kur-vēl-ar-kur-ci-kur,DanaM-da han,"O granter of wealth[RV], O destroyer[RV]",1.0
3580.1,Mohenjo-daro,M324 M055 M002 M385 M603,kur-miN3-kuṉ-kur-al,Arava-jAn,The howling[Pāṇ] creator[√जन् क्विप्],1.0
3581.1,Mohenjo-daro,M026 M032 M905,mā-koL-iṭam,nASaya,destroy (prayer)[√नश् लोट् 2s],1.0
3582.1,Mohenjo-daro,M324 M332 M283 M050 M032 M230,kur-intu-kur-pār-koL-kur,ahas-sampfRa,O one filling[ŚāṅkhŚr] up the day[RV],1.0
3583.1,Mohenjo-daro,M159 M048 M001 M324 M325,kur-mu/muṉ-tōḷ-kur-kur,mAna-amya,O honored[Mbh] served one[√अम् यत्],1.0
3584.1,Mohenjo-daro,M032 M905,koL-iṭam,nASa,O one who makes me attain[√नश् णिचि अच्],1.0
3589.1,Mohenjo-daro,M095 M001 M217 M062 M364 M002 M207 M031,vē-tōḷ-kur-erutu-kur-kuṉ-kur-kai,A-vaSman aTa,O covered[RV] one indeed[RV][SR: uṣṇīṣin],1.0
3595.1,Mohenjo-daro,M280 M378 M316,kur-kur-kur,anarva,O unstoppable one[RV 1.164.2],1.0
3604.1,Mohenjo-daro,M301 M230 M033 M316 M058 M002 M385,kur-kur-puli-kur-ke-kuṉ-kur,rava maYja sma,O Rudra[√रु अच्] the ever[RV] roarer[√मञ्ज् अच्],1.0
3610.1,Mohenjo-daro,M098 M159 M382,āl-kur-kur,ref:557.2,,1.0
3611.1,Mohenjo-daro,M324 M086 M276 M364 M002 M378,kur-oru-kur-kur-kuṉ-kur,rava-svaram,The Roarer's[√रु अच्] voice/roar[RV],1.0
3612.1,Mohenjo-daro,M324 M215 M210,kur-kur-kur,ref:131.1,,1.0
3613.1,Mohenjo-daro,M324 M032 M055 M001 M086 M004,kur-koL-miN3-tōḷ-oru-kēḷ,cara-A-jazan,O wandering[Pāṇ] killer[√जष् शतृ],1.0
3614.1,Mohenjo-daro,M032 M378 M382,koL-kur-kur,rarasa,May I praise[Naigh; √रस् लिट् 1s],1.0
3615.1,Mohenjo-daro,M086 M004 M001 M324 M086 M276 M060,oru-kēḷ-tōḷ-kur-oru-kur-kāṇṭāmirukam,ama-varRa-Acara,O mighty[RV] natured[RV] wanderer[√चर् अच्],1.0
3616.1,Mohenjo-daro,M217 M098 M354 M002 M385,kur-āl-kur-kuṉ-kur,ref:3156.1,,1.0
3617.1,Mohenjo-daro,M098 M324 M050,āl-kur-pār,ref:406.2,,1.0
3618.1,Mohenjo-daro,946,[946],naktan,night[RV 6.104.18],0.0
3619.1,Mohenjo-daro,M086 M016 M001 M324 M175,oru-kaḷiṟu-tōḷ-kur-katir,Ana-hara,breathing[T] Rudra(Śiva)[MBh],1.0
3620.1,Mohenjo-daro,M268 M031 M062,kur-kai-erutu,mAnan,O Honorer[√मान् शतृ],1.0
3621.1,Mohenjo-daro,M127 M381 M292 M276 M032 901 620,vē-kur-kur-kur-koL-[901]-[620],sAha-vallaBa-badDA-Da,O mighty[RV] beloved[MBh] one who holds[MBh] the fetters of existence[Kap] [SR: prāṇānāṃ granthiḥ],0.714
3622.1,Mohenjo-daro,M004 M070,kēḷ-vēl,ref:772.2,,1.0
3623.1,Mohenjo-daro,M324 M215 M210 M002 M384,kur-kur-kur-kuṉ-kur,ref:2586.1,,1.0
3625.1,Mohenjo-daro,M301 M230 M056 M062 M230,kur-kur-miN4-erutu-kur,asama-maham,unequalled[RV] greatness[RV],1.0
3627.1,Mohenjo-daro,M423 M003 M491,nal-kalam-tu,ref:922.2,,1.0
3628.1,Mohenjo-daro,M324 M230 M086 M276 M033 M316 M364,kur-kur-oru-kur-puli-kur-kur,saMjvara-hAna,Destroyer[Śaṃk] of the great fever[Mn],1.0
3646.1,Mohenjo-daro,M016 M002 M280 M342 M270,kaḷiṟu-kuṉ-kur-ay/ā-muḷ,tam mava-vazam,That[तद् ams] braided[√मव् अच्] destroyer[√वष् अच्],1.0
3647.1,Mohenjo-daro,M324 680 M090 M288 M017,kur-[680]-aintu-kur-kai,saBA-sakzaM,O one overpowering[RV] the council[RV][SR: sabhāpati],0.8
3648.1,Mohenjo-daro,M324 M086 M276 M060 M002 M385,kur-oru-kur-kāṇṭāmirukam-kuṉ-kur,rava-ama-varan,O roaring[√रु अच्] powerful[RV] concealer[√वृ शतृ] [SR: uṣṇīṣin],1.0
3650.1,Mohenjo-daro,M324 M385 M032 M058 M364 M002 M378,kur-kur-koL-ke-kur-kuṉ-kur,ravasam haram,The Roaring[RV] Seizer[MBh],1.0
3651.1,Mohenjo-daro,M086 M108 M050 M092 M364 M326 M154 M303,oru-kaL-pār-elu-kur-kur-kur-kur,madana-hataM-kara,O Killing[RV] of Kāma[MBh] Causer[RV],1.0
3652.1,Mohenjo-daro,M301 M230 M060,kur-kur-kāṇṭāmirukam,ref:472.1,,1.0
3657.1,Mohenjo-daro,M032 M002 M154 M285,koL-kuṉ-kur-kur,ahAvas,interjection at the end of a Sāman verse[ŚBr. iv],1.0
3658.1,Mohenjo-daro,M217 M033 M316,kur-puli-kur,ref:1112.1,,1.0
3663.1,Mohenjo-daro,M086 M003 M060 M378,oru-kalam-kāṇṭāmirukam-kur,rama-cara,The pleasing[RV √रम् अच्] wanderer[√चर् अच्],1.0
3664.1,Mohenjo-daro,M086 M016,oru-kaḷiṟu,ref:1.1,,1.0
3665.1,Mohenjo-daro,M324 483 M364 M626 M061,kur-[483]-kur-ka-ka,taras-tAna,O mighty[RV] roarer[√स्तन् अच्],0.8
3666.1,Mohenjo-daro,M385 M272,kur-ma,ref:816.2,,1.0
3667.1,Mohenjo-daro,M324 M154 M005,kur-kur-kōṉ,ref:1489.1,,1.0
3670.1,Mohenjo-daro,M301 M230 M002 M370,kur-kur-kuṉ-kur,kavazam,Kavaṣa (Name  Rigvedic Ṛṣi author of 10th mandala),1.0
3671.1,Mohenjo-daro,M004 M010,kēḷ-paṭ,ref:2199.1,,1.0
3673.1,Mohenjo-daro,M355 M032 M033 M316,lu-koL-puli-kur,aYja-hara,O anointing[√अञ्ज् अच्; SR: bhiṣak] seizer[MBh],1.0
3675.1,Mohenjo-daro,M324 M540 M154,kur-aṉ-kur,dadam,The giver[√दद् अच्],1.0
3677.1,Mohenjo-daro,M301 M230 M002 M370,kur-kur-kuṉ-kur,ref:3670.1,,1.0
3678.1,Mohenjo-daro,M324 M792,kur-uḷ,ref:2918.1,,1.0
3679.1,Mohenjo-daro,M324 M289 M017 M031 M325 M060 M154,kur-kur-kai-kai-kur-kāṇṭāmirukam-kur,damana-asamAna,O incomparable[Daś] Subduer[MBh],1.0
3680.1,Mohenjo-daro,M172 M004 M821 M001 M480 M355 M280 M089,kur-kēḷ-uḷ-tōḷ-vi-lu-kur-tu/tū,Arava-fzeH arcA,worship[RV] of the thundering[Sis] sages[RV][sandhi षेः अ > षेर],1.0
3681.1,Mohenjo-daro,M324 M332 M032 M002 M385,kur-intu-koL-kuṉ-kur,ref:594.2,,1.0
3681.2,Mohenjo-daro,M324 M332 M032 M002 M385,kur-intu-koL-kuṉ-kur,ref:594.2,,1.0
3681.3,Mohenjo-daro,M324 M332 M032 M002 M385,kur-intu-koL-kuṉ-kur,ref:594.2,,1.0
3683.1,Mohenjo-daro,M004 M003,kēḷ-kalam,ref:693.3,,1.0
3684.1,Mohenjo-daro,M098 M525 M230,āl-mu-kur,ref:624.2,,1.0
3688.1,Mohenjo-daro,M217 M033 M316 M364 M359,kur-puli-kur-kur-kur,uzAM-jAn,O Dawn[RV] creator[√जन् क्विप्],1.0
3689.1,Mohenjo-daro,M167 M316,kur-kur,ref:250.2,,1.0
3690.1,Mohenjo-daro,M167 M316,kur-kur,ref:250.2,,1.0
3690.2,Mohenjo-daro,M167 M316,kur-kur,ref:250.2,,1.0
3696.1,Mohenjo-daro,M324 M332 M335 M364,kur-intu-kur-kur,ref:2436.1,,1.0
3697.1,Mohenjo-daro,M098 M324 M033 M210,āl-kur-puli-kur,ajaniH,path[Nir; SR: pathya],1.0
3698.1,Mohenjo-daro,M324 M270,kur-muḷ,ref:32.1,,1.0
3699.1,Mohenjo-daro,M324 M270,kur-muḷ,ref:32.1,,1.0
3700.1,Mohenjo-daro,M324 M270,kur-muḷ,ref:32.1,,1.0
3701.1,Mohenjo-daro,M324 M270,kur-muḷ,ref:32.1,,1.0
3703.1,Mohenjo-daro,M090 M324 M062 M060 M276 M645 M020,aintu-kur-erutu-kāṇṭāmirukam-kur-pa-kuṉ,ref:2380.1,,1.0
3704.1,Mohenjo-daro,M090 M324 M062 M060 M276 M645 M020,aintu-kur-erutu-kāṇṭāmirukam-kur-pa-kuṉ,ref:2380.1,,1.0
3705.1,Mohenjo-daro,M194 M103,kaṭ-kol,Aha,O one who causes expansion [√अह् णिचि अच्],1.0
3705.2,Mohenjo-daro,M324 M009 M092 M062,kur-āṇ-elu-erutu,maTAn,The destroyers[√मथ् अच्],1.0
3706.1,Mohenjo-daro,M540,aṉ,ref:159.1,,1.0
3706.2,Mohenjo-daro,M098 M158 M364 M467,āl-kur-kur-iṭam,ref:592.1,,1.0
3709.1,Mohenjo-daro,875 M310 M384 M035,[875]-kur-kur-po,raRa-bADa,O roaring[√रण् अच्] tormenter[Hariv][L>R],0.75
3709.2,Mohenjo-daro,M324 M482 M364 M327 450 M289,kur-pa-kur-kur-[450]-kur,mala-aMSa-han,O Destroyer[Mn] of sin[Sarvad] portion[RV],0.833
3710.1,Mohenjo-daro,M098 M097 M310 M004,āl-ku-kur-kēḷ,ref:2962.1,,1.0
3711.1,Mohenjo-daro,M324 M332 M036 M050 M092 M230 M002 M385,kur-intu-tiru-pār-elu-kur-kuṉ-kur,rava-astam Saram,Roarer's[√रु] thrown[Ragh] arrow[RV],1.0
3712.1,Mohenjo-daro,M195 M011 M002 M050 627 M615 M174 M110,kur-kaḷiṟu-kuṉ-pār-[627]-ci-kur-kur,vajan rAma-vatsaH,The mighty[√वज् शतृ] delightful[MBh] Vatsa[name of author RV 10.187],0.875
3713.1,Mohenjo-daro,M090 M324 M792 M324 M050 M003 M364,aintu-kur-uḷ-kur-pār-kalam-kur,sajjamAna tat tAna,O that moving(wandering)[√सज्ज् शानच्] Roarer[√तन् घञ्],1.0
3714.1,Mohenjo-daro,M324 M384,kur-kur,ref:58.1,,1.0
3714.2,Mohenjo-daro,M324 M384,kur-kur,ref:58.1,,1.0
3714.3,Mohenjo-daro,M324 M384,kur-kur,ref:58.1,,1.0
3716.1,Mohenjo-daro,M051,pū/puḷ,ref:3489.1,,1.0
3719.1,Mohenjo-daro,M098 M324 M175 M051 M032,āl-kur-katir-pū/puḷ-koL,san-manAnI,The one with true[RV] pious followers[मनान इनि RV 6.67.10],1.0
3720.1,Mohenjo-daro,M324 M050 M003,kur-pār-kalam,ref:1332.1,,1.0
3722.1,Mohenjo-daro,M324 M050 M003,kur-pār-kalam,ref:1332.1,,1.0
3723.1,Mohenjo-daro,M324 M050 M003,kur-pār-kalam,ref:1332.1,,1.0
3724.1,Mohenjo-daro,M324 M050 M003,kur-pār-kalam,ref:1332.1,,1.0
3725.1,Mohenjo-daro,M256 M323,kur-kur,ref:2382.1,,1.0
3725.2,Mohenjo-daro,M324 M256 M060 M230,kur-kur-kāṇṭāmirukam-kur,ref:2322.2,,1.0
3726.1,Mohenjo-daro,M256 M323,kur-kur,ref:2382.1,,1.0
3726.2,Mohenjo-daro,M324 M256 M060 M230,kur-kur-kāṇṭāmirukam-kur,ref:2322.2,,1.0
3727.1,Mohenjo-daro,M324 M194 M058 M268,kur-kaṭ-ke-kur,ref:1923.1,,1.0
3728.1,Mohenjo-daro,M324 M194 M058 M364,kur-kaṭ-ke-kur,ref:1923.1,,1.0
3730.1,Mohenjo-daro,M324 M194 M056 M364,kur-kaṭ-miN4-kur,ref:1923.1,,1.0
3730.2,Mohenjo-daro,M324 M086 M276,kur-oru-kur,ref:6.1,,1.0
3733.1,Mohenjo-daro,M086 M845 M050 M092,oru-ta-pār-elu,ref:2983.1,,1.0
3734.1,Mohenjo-daro,M086 M845 M050 M092,oru-ta-pār-elu,ref:2983.1,,1.0
3734.2,Mohenjo-daro,M355 M324 M009 M086 M276,lu-kur-āṇ-oru-kur,vrARa-ra,O sound[√व्रण् घञ्] giver[Śis],1.0
3735.1,Mohenjo-daro,M086 M004 M001 M268 M031,oru-kēḷ-tōḷ-kur-kai,anana Acara,O one performs[MBh] breathing[RV 10.129.2],1.0
3735.2,Mohenjo-daro,M342 M154,ay/ā-kur,ref:2985.1,,1.0
3736.1,Mohenjo-daro,M324 M230 M058,kur-kur-ke,ref:313.1,,1.0
3737.1,Mohenjo-daro,M035,po,ref:1008.1,,1.0
3737.2,Mohenjo-daro,M324 M096,kur-ōṭu,trARa,O protecting one[MBh],1.0
3738.1,Mohenjo-daro,M268 M031 M001 M280 M095 M320 M747,kur-kai-tōḷ-kur-vē-kur-iṉ,anDa-ava-Anana,O dark one[RV] who turned his face[R] away[RV; ŚivaPurana 48.8],1.0
3741.1,Mohenjo-daro,M424 M003 M001 M154 M324 M256 M188 M073,pōr-kalam-tōḷ-kur-kur-kur-kur-kōṉ,ref:3000.1,,1.0
3742.1,Mohenjo-daro,M422 M003 M154 M324 M256 M188 M073,vēḷ-kalam-kur-kur-kur-kur-kōṉ,mAKam ajayaH,The invincible[RV] (receives) the Sacrifice[RV],1.0
3745.1,Mohenjo-daro,M422 M003 M154 M324 M256 M188 M073,vēḷ-kalam-kur-kur-kur-kur-kōṉ,ref:3742.1,,1.0
3746.1,Mohenjo-daro,M422 M003 M154 M324 M256 M188 M073,vēḷ-kalam-kur-kur-kur-kur-kōṉ,ref:3742.1,,1.0
3747.1,Mohenjo-daro,M324 M175 M033 M316,kur-katir-puli-kur,ref:2488.2,,1.0
3748.1,Mohenjo-daro,M324 M175 M033 M316,kur-katir-puli-kur,ref:2488.2,,1.0
3749.1,Mohenjo-daro,M324 M175 M033 M316,kur-katir-puli-kur,ref:2488.2,,1.0
3750.1,Mohenjo-daro,M324 M175 M033 M316,kur-katir-puli-kur,ref:2488.2,,1.0
3751.1,Mohenjo-daro,M324 M175 M033 M316,kur-katir-puli-kur,ref:2488.2,,1.0
3752.1,Mohenjo-daro,M324 M175 M033 M316,kur-katir-puli-kur,ref:2488.2,,1.0
3753.1,Mohenjo-daro,M086 M321 M086 M845 M033 M316 M060,oru-kol-oru-ta-puli-kur-kāṇṭāmirukam,ref:3006.1,,1.0
3754.1,Mohenjo-daro,M086 M321 M086 M845 M033 M316 M060,oru-kol-oru-ta-puli-kur-kāṇṭāmirukam,ref:3006.1,,1.0
3755.1,Mohenjo-daro,M086 M321 M086 M845 M033 M316 M060,oru-kol-oru-ta-puli-kur-kāṇṭāmirukam,ref:3006.1,,1.0
3756.1,Mohenjo-daro,M086 M321 M086 M845 M033 M316 M060,oru-kol-oru-ta-puli-kur-kāṇṭāmirukam,ref:3006.1,,1.0
3757.1,Mohenjo-daro,M324 M009 M194 M422 M003,kur-āṇ-kaṭ-vēḷ-kalam,jaya-hAna,O one with the prowess[Apte] of Victory[AV],1.0
3759.1,Mohenjo-daro,M324 M009 M194 M422 M003,kur-āṇ-kaṭ-vēḷ-kalam,ref:3757.1,,1.0
3760.1,Mohenjo-daro,M324 M332 M615 M210,kur-intu-ci-kur,ref:2275.1,,1.0
3761.1,Mohenjo-daro,M324 M332 M615 M210,kur-intu-ci-kur,ref:2275.1,,1.0
3762.1,Mohenjo-daro,M324 M332 M615 M210,kur-intu-ci-kur,ref:2275.1,,1.0
3763.1,Mohenjo-daro,M324 M332 M615 M210,kur-intu-ci-kur,ref:2275.1,,1.0
3764.1,Mohenjo-daro,M324 M332 M615 M210,kur-intu-ci-kur,ref:2275.1,,1.0
3765.1,Mohenjo-daro,M324 M332 M615 M210,kur-intu-ci-kur,ref:2275.1,,1.0
3766.1,Mohenjo-daro,M324 M332 M615 M210,kur-intu-ci-kur,ref:2275.1,,1.0
3767.1,Mohenjo-daro,M324 M332 M615 M210,kur-intu-ci-kur,ref:2275.1,,1.0
3768.1,Mohenjo-daro,M324 M332 M615 M210,kur-intu-ci-kur,ref:2275.1,,1.0
3769.1,Ganweriwala,M324 M098 M061 M299 M091 M035 M194,kur-āl-ka-kur-aru-po-kaṭ,sadA-calat ina,O ever[RV] roaming[√चल् शतृ] mighty one[RV],1.0
3770.1,Mohenjo-daro,M086 M061 M845 M062 M230,oru-ka-ta-erutu-kur,ref:2481.1,,1.0
3771.1,Mohenjo-daro,M086 M061 M845 M062 M230,oru-ka-ta-erutu-kur,ref:2481.1,,1.0
3772.1,Mohenjo-daro,M086 M061 M845 M062 M230,oru-ka-ta-erutu-kur,ref:2481.1,,1.0
3773.1,Mohenjo-daro,M324 M053 M050 M060,kur-mi-pār-kāṇṭāmirukam,ref:3042.1,,1.0
3774.1,Mohenjo-daro,M324 M053 M058 M060,kur-mi-ke-kāṇṭāmirukam,ref:3042.1,,1.0
3775.1,Mohenjo-daro,M324 M053 M058 M060,kur-mi-ke-kāṇṭāmirukam,ref:3042.1,,1.0
3776.1,Mohenjo-daro,M086 M288 M033 M316 M058 M060 M364,oru-kur-puli-kur-ke-kāṇṭāmirukam-kur,ref:2523.1,,1.0
3777.1,Mohenjo-daro,M086 M288 M033 M316 M058 M060 M364,oru-kur-puli-kur-ke-kāṇṭāmirukam-kur,ref:2523.1,,1.0
3778.1,Mohenjo-daro,M268 M031 M597 M032 M905,kur-kai-ci-koL-iṭam,ref:3045.1,,1.0
3779.1,Mohenjo-daro,M268 M031 M597 M032 M172,kur-kai-ci-koL-kur,AhAva-anan,O all sacrifice inducing[√हु णिचि अच्] Prāṇa[RV 10.129.2],1.0
3780.1,Mohenjo-daro,M268 M031 M597 M032 M905,kur-kai-ci-koL-iṭam,ref:3045.1,,1.0
3781.1,Mohenjo-daro,M268 M031 M597 M032 M905,kur-kai-ci-koL-iṭam,ref:3045.1,,1.0
3782.1,Mohenjo-daro,M086 M004 M002 M365 M215 M495,oru-kēḷ-kuṉ-vāṉ-kur-iṭ,A-Danvacara,To[RV] Rudra who roams the deserts[RV][SR: iriṇya],1.0
3782.2,Mohenjo-daro,M268 M031 M597 M032 M905,kur-kai-ci-koL-iṭam,ref:3045.1,,1.0
3783.1,Mohenjo-daro,M324 M110 M288 M017,kur-kur-kur-kai,ref:3048.1,,1.0
3784.1,Mohenjo-daro,M324 M154 M355 M086 M061 M845 M364,kur-kur-lu-oru-ka-ta-kur,ref:2287.2,,1.0
3785.1,Mohenjo-daro,M324 M154 M355 M086 M061 M845 M364,kur-kur-lu-oru-ka-ta-kur,ref:2287.2,,1.0
3786.1,Mohenjo-daro,M324 M154 M355 M086 M061 M845 M364,kur-kur-lu-oru-ka-ta-kur,ref:2287.2,,1.0
3787.1,Mohenjo-daro,M086 M321 M086 M845 M033 M316 M060,oru-kol-oru-ta-puli-kur-kāṇṭāmirukam,ref:3006.1,,1.0
3787.2,Mohenjo-daro,753,[753],ref:35.1,,0.0
3788.1,Mohenjo-daro,M324 M256 M188 M073 M056,kur-kur-kur-kōṉ-miN4,ref:2465.1,,1.0
3788.2,Mohenjo-daro,M749 479,kōṉ-[479],ref:2465.2,,0.5
3790.1,Mohenjo-daro,M324 M384 M058 M364,kur-kur-ke-kur,ref:2981.1,,1.0
3790.2,Mohenjo-daro,M749,kōṉ,ref:3059.1,,1.0
3791.1,Mohenjo-daro,M086 M032 M217 M095 M288 M017 M056,oru-koL-kur-vē-kur-kai-miN4,ref:2284.2,,1.0
3791.2,Mohenjo-daro,M777,um,ref:2284.1,,1.0
3792.1,Mohenjo-daro,M086 M032 M217 M095 M288 M017 M056,oru-koL-kur-vē-kur-kai-miN4,ref:2284.2,,1.0
3792.2,Mohenjo-daro,M777,um,ref:2284.1,,1.0
3793.1,Mohenjo-daro,M086 M032 M217 M095 M288 M017 M056,oru-koL-kur-vē-kur-kai-miN4,ref:2284.2,,1.0
3793.2,Mohenjo-daro,M777,um,ref:2284.1,,1.0
3794.1,Mohenjo-daro,M086 M032 M217 M095 M288 M017 M056,oru-koL-kur-vē-kur-kai-miN4,ref:2284.2,,1.0
3794.2,Mohenjo-daro,M777,um,ref:2284.1,,1.0
3796.1,Mohenjo-daro,782,[782],ref:2284.1,,0.0
3796.2,Mohenjo-daro,M324 M154 M355 M086 M061 M845 M364,kur-kur-lu-oru-ka-ta-kur,ref:2287.2,,1.0
3797.1,Mohenjo-daro,957,[957],ref:3067.1,,0.0
3797.2,Mohenjo-daro,M324 M009 M172 M033 M316 M056 M230,kur-āṇ-kur-puli-kur-miN4-kur,ref:3067.2,,1.0
3798.1,Mohenjo-daro,M172 M032 M172,kur-koL-kur,AhA,The killer[nms. आहन्],1.0
3800.1,Mohenjo-daro,M241 M050 M060 M364,kur-pār-kāṇṭāmirukam-kur,sAma-manman,sAma[RV] hymn[RV],1.0
3801.1,Mohenjo-daro,M324 M031 M051,kur-kai-pū/puḷ,namanAn,Salutations[MārkP],1.0
3803.1,Mohenjo-daro,699,[699],ref:365.1,,0.0
3807.1,Mohenjo-daro,M034,tōḷ,ref:334.1,,1.0
3808.1,Mohenjo-daro,M033,puli,ref:337.1,,1.0
3809.1,Mohenjo-daro,M032,koL,ref:34.1,,1.0
