id,site,signs,pdr_reading,sanskrit,translation_yaj,coverage
2451.1,Mohenjo-daro,M217 M098 M091 M031 M325 759,kur-āl-aru-kai-kur-[759],raRa-aCinna,O uninterruptible[R] Roarer[AV],0.833
2452.1,Mohenjo-daro,M324 M349 M013,kur-kur-nakaram,ref:1188.1,,1.0
2453.1,Mohenjo-daro,M086 M004 M002 M385,oru-kēḷ-kuṉ-kur,ref:401.1,,1.0
2454.1,Mohenjo-daro,M086 M004 M071,oru-kēḷ-nal,tat-cara,O the wanderer[cf tat-soma RV 4.28.1;√चर् अच्],1.0
2455.1,Mohenjo-daro,M342 M325 M031 M060 M256,ay/ā-kur-kai-kāṇṭāmirukam-kur,kam A-naBa,O excellent[ŚBr] Destroyer[√नभ् अच्],1.0
2456.1,Mohenjo-daro,M942,ci,ref:528.1,,1.0
2456.2,Mohenjo-daro,M942,ci,ref:528.1,,1.0
2457.1,Mohenjo-daro,M324 M332 M019 M002 M385,kur-intu-ampu-kuṉ-kur,ref:2251.1,,1.0
2458.1,Mohenjo-daro,M324 M332 M615 M210,kur-intu-ci-kur,ref:2275.1,,1.0
2460.1,Mohenjo-daro,M324 M215 M510,kur-kur-um,udDana,O uplifter[उद्-√धन् अच्],1.0
2461.1,Mohenjo-daro,M032 M378 M011 M005,koL-kur-kaḷiṟu-kōṉ,pattra-Sa,O one who is in[-श VS; cf. giri-śa] leafy places[VS][SR: Parṇya],1.0
2462.1,Mohenjo-daro,M324 M049,kur-pu,ref:1241.1,,1.0
2463.1,Mohenjo-daro,450 M268 M033 M324 M463 M510 M325 M170 M791,[450]-kur-puli-kur-ci-um-kur-kur-iṭ,dada-anudam jAn-anala,Giving and regiving; O creator[√जन् क्विप्] as fire[AgP] (Agni),0.889
2464.1,Mohenjo-daro,M324 M009 M092 M194 M002 M378,kur-āṇ-elu-kaṭ-kuṉ-kur,ravasa-tAna,O Roar[RV] resounder[√तन् अच्],1.0
2465.1,Mohenjo-daro,M324 M256 M188 M073 M056,kur-kur-kur-kōṉ-miN4,mama okam,"My[RV] refuge[Uṇ. iv, 215]",1.0
2465.2,Mohenjo-daro,M749 479,kōṉ-[479],saha ISana,"O mighty[RV] one, O reigning one[ŚvetUp]",0.5
2466.1,Mohenjo-daro,M324 M320,kur-kur,ref:133.1,,1.0
2467.1,Mohenjo-daro,M098 M324 M349 M013 M062,āl-kur-kur-nakaram-erutu,maTa-dAnI,The destroying[√मथ् अच्] giver[BhP],1.0
2468.1,Mohenjo-daro,M098 M217 M058 M364,āl-kur-ke-kur,ref:258.1,,1.0
2469.1,Mohenjo-daro,M381 M261,kur-muruku,tat-taraH,that[तत् = known for RV 5.1.8] Śiva[MBh],1.0
2470.1,Mohenjo-daro,M324 M221 M060 M230 M326 M215 M353,kur-al-kāṇṭāmirukam-kur-kur-kur-kur,Cadam ASaMsAm,Hope[Pāṇ] is the Protector[√छद् अच्],1.0
2471.1,Mohenjo-daro,M324 M385 M035,kur-kur-po,DAraRa,O Śiva(Bearer)[MBh],1.0
2472.1,Mohenjo-daro,M086 M005,oru-kōṉ,ref:232.1,,1.0
2473.1,Mohenjo-daro,M217 M033 M316 M058 M062 M002 610 M035 M032,kur-puli-kur-ke-erutu-kuṉ-[610]-po-koL,sadA-Anava mama aYjan,O my ever[RV] beneficent[RV] anointer[√अञ्ज् शतृ][SR: Śiva bhiṣak],0.889
2474.1,Mohenjo-daro,M098 M324 M349 M013 M062,āl-kur-kur-nakaram-erutu,ref:2467.1,,1.0
2475.1,Mohenjo-daro,M324 M332 M071 M050 M073 M050 M063 M315,kur-intu-nal-pār-kōṉ-pār-mutalai-kur,stamam maTram,The agitated[√स्तम् घञ्] storm[RV],1.0
2476.1,Mohenjo-daro,M324 M364 M060,kur-kur-kāṇṭāmirukam,ref:472.1,,1.0
2478.1,Mohenjo-daro,M217 M033 M316 M058 M060 M060 M378,kur-puli-kur-ke-kāṇṭāmirukam-kāṇṭāmirukam-kur,ramA-ama-maYjana,O Splendorous[Chāṇ] powerful[RV] Resounding[√मञ्ज् ल्युट्] one,1.0
2479.1,Mohenjo-daro,M324 M349 M013,kur-kur-nakaram,ref:1188.1,,1.0
2480.1,Mohenjo-daro,M009 M172 M320 M050 M092 M364 M326,āṇ-kur-kur-pār-elu-kur-kur,aMSatama-dAH,O giver[दा MBh] of the best[RV] Soma portion[RV],1.0
2481.1,Mohenjo-daro,M086 M063 M845 M062 M230,oru-mutalai-ta-erutu-kur,aSma-dattra,O heavenly[RV] gift[RV],1.0
2482.1,Mohenjo-daro,M086 M005 M002 M221 M275,oru-kōṉ-kuṉ-al-kur,naH vapra,O our[RV] bulwark[MBh],1.0
2484.1,Mohenjo-daro,M679 M324 M058 M062,kō-kur-ke-erutu,mama Anaka,My[RV] breath giver[√अन् णिचि वुन्],1.0
2485.1,Mohenjo-daro,M217 M050 M202 M385,kur-pār-can-kur,raRa-manaH,O one with the joyful[RV] mind[R cf वि-मन],1.0
2486.1,Mohenjo-daro,M324 M032 M349 M033 M316 M230,kur-koL-kur-puli-kur-kur,Ahana-ja dahana,O Agni[MBh] born from the Destroyer[RV](from Rudra's 3rd eye),1.0
2487.1,Mohenjo-daro,M324 M073,kur-kōṉ,ref:282.2,,1.0
2488.1,Mohenjo-daro,M422 M003,vēḷ-kalam,ref:85.1,,1.0
2488.2,Mohenjo-daro,M001 M324 M175 M033 M316,tōḷ-kur-katir-puli-kur,aYjAna,O one who anoints[√अञ्ज् चानश् ; SR: bhiṣak],1.0
2489.1,Dholavira,M324 M086 M276 M002 M385,kur-oru-kur-kuṉ-kur,ref:537.1,,1.0
2490.1,Mohenjo-daro,M324 M256 M188 M073 M050 M032 M002 M320 M378,kur-kur-kur-kōṉ-pār-koL-kuṉ-kur-kur,fdDa-vaSam mAKam,The Oblation[Hariv] to increase[Kum] power[RV],1.0
2493.1,Mohenjo-daro,M324 M009 M001 M283 M326 M060 M154,kur-āṇ-tōḷ-kur-kur-kāṇṭāmirukam-kur,damana-pAn,O Subduing[MBh] protector[√पा शतृ],1.0
2494.1,Mohenjo-daro,M349,kur,ref:159.1,,1.0
2495.1,Mohenjo-daro,M324 M645 M003 M325 M070 M073,kur-pa-kalam-kur-vēl-kōṉ,maha-aYjakam,The great[RV] anointer[Name:√अञ्ज्][SR: bhiṣak],1.0
2496.1,Mohenjo-daro,M349,kur,ref:159.1,,1.0
2498.1,Mohenjo-daro,M324 M332,kur-intu,ref:57.1,,1.0
2499.1,Mohenjo-daro,M324 M017 M210,kur-kai-kur,Ahana,O killer[RV 1.052.15; Sri Rudram: vadha],1.0
2502.1,Mohenjo-daro,M032,koL,ref:34.1,,1.0
2503.1,Mohenjo-daro,M032,koL,ref:34.1,,1.0
2506.1,Mohenjo-daro,M217 M050 M062 M364 M002 M378,kur-pār-erutu-kur-kuṉ-kur,ref:98.1,,1.0
2507.1,Mohenjo-daro,M324 M215 M510 M050 M065 M393,kur-kur-um-pār-kuTam-kur,harzaRam udDAnam,The Delightful[MBh] uplifting[Nitiprakāśaka Ch 3],1.0
2509.1,Mohenjo-daro,M086 M015 M002 M385,oru-mā-kuṉ-kur,ref:409.2,,1.0
2511.1,Mohenjo-daro,M324 M032 M349,kur-koL-kur,ref:535.1,,1.0
2512.1,Mohenjo-daro,M217 M072 M921,kur-mā-ar,dahana,O Destroyer[BhP],1.0
2513.1,Mohenjo-daro,M217 M050 M364 M325 M262,kur-pār-kur-kur-i,tana-Samana,O Roaring[√तन् अच्] destroyer[MBh],1.0
2514.1,Mohenjo-daro,M324 M364,kur-kur,ref:39.1,,1.0
2516.1,Mohenjo-daro,M217 M050 M003 M325 M060 M154,kur-pār-kalam-kur-kāṇṭāmirukam-kur,damana-jaman,O consuming[जम् शतृँ] Subduer[MBh],1.0
2517.1,Mohenjo-daro,M098 M035 M327,āl-po-kur,anDEH,by Andhas,1.0
2520.1,Mohenjo-daro,M324 M332 M615 M210,kur-intu-ci-kur,ref:2275.1,,1.0
2521.1,Mohenjo-daro,M174 M200 M324 M009 M092 M033 M702,kur-kur-kur-āṇ-elu-puli-ci,aYja-tAna jaza,O anointing[√अञ्ज्] Roaring[√तन्] destroyer[√जष् अच्],1.0
2522.1,Mohenjo-daro,M324 M615 M210,kur-ci-kur,ref:2320.1,,1.0
2523.1,Mohenjo-daro,M086 M288 M033 M316 M058 M060 M364,oru-kur-puli-kur-ke-kāṇṭāmirukam-kur,SAmam-aYja-Bara,O healing[MW] anointing[√अञ्ज् अच्] bearer[RV],1.0
2524.1,Mohenjo-daro,M001 M097 M232 M095,tōḷ-ku-kur-vē,tana-manAya,For the Roaring[√तन् अच्] meditating one[√मन् अच्],1.0
2525.1,Mohenjo-daro,M324 M332,kur-intu,ref:57.1,,1.0
2527.1,Mohenjo-daro,M001 M097 M310 M034,tōḷ-ku-kur-tōḷ,caRAya,For the giver[√चण् अच्][dms],1.0
2528.1,Mohenjo-daro,M086 M072 M002 M385,oru-mā-kuṉ-kur,rava hara,O Roaring[√रु अच्] Seizer[MBh],1.0
2530.1,Mohenjo-daro,M301 M231,kur-kur,ref:236.1,,1.0
2531.1,Mohenjo-daro,M001 M202 M385 M073 M108,tōḷ-can-kur-kōṉ-kaL,kam raRe,Excellent[TS] in battle[RV],1.0
2532.1,Mohenjo-daro,M320 M032 M094,kur-koL-onpatu,tasa-da,Given[Mbh] by the thrower[√तस् अच्] (of the thunderbolt),1.0
2533.1,Mohenjo-daro,M298 M465 M033 M316 M056 M002 M564 M268 M033,kur-tu-puli-kur-miN4-kuṉ-ar-kur-puli,janana-sva-maYja-kala,O self-illumined[√मज्ज्] roaring[√कल् अच्] creator[RV],1.0
2534.1,Mohenjo-daro,M324 M096 M062 M060 M060 M256,kur-ōṭu-erutu-kāṇṭāmirukam-kāṇṭāmirukam-kur,kam ama-maTram,The Excellent[RV] powerful[RV] stormy one[RV][SR: reṣmiya],1.0
2535.1,Mohenjo-daro,M378 M384 M065 M065,kur-kur-kuTam-kuTam,han-arara,O killer's[RV] door[Mcar],1.0
2536.1,Mohenjo-daro,M086 M845 M011 M324 M010 M175 M062 M002 M385,oru-ta-kaḷiṟu-kur-paṭ-katir-erutu-kuṉ-kur,rava mA Anta-Dara,"Do not[RV], O roaring[रु अच्] end[Pāṇ] Bearer[MBh]",1.0
2537.1,Mohenjo-daro,M316 M011 M270,kur-kaḷiṟu-muḷ,ref:740.1,,1.0
2538.1,Mohenjo-daro,M031 M311 M327,kai-vaTamiin-kur,analAH,The three fires of Rudra[Trikāgni],1.0
2539.1,Mohenjo-daro,M086 M061 M070 M032 M033 M316 M060 M364 M002 M267 M221,oru-ka-vēl-koL-puli-kur-kāṇṭāmirukam-kur-kuṉ-iN/in (genitive of)-al,sAta-Avaha ama-aYjas-Sastra,"O bringer[R] of wealth[RV], O mighty[RV] quick[RV] weapon[ŚBr]",1.0
2540.1,Mohenjo-daro,M324 M086 M276 M058 M002 M202 M386 M182 M108,kur-oru-kur-ke-kuṉ-can-maṇ-kur-kaL,kad hnavam varam,He who[RV] is the best[RV] among concealers[√ह्नु],1.0
2541.1,Mohenjo-daro,M202 M304 M035,can-vēṟ-po,dAlana,decay[Suśr][Alt: dhāraṇa 'O bearer'],1.0
2542.1,Mohenjo-daro,M324 M117 M210 M002 M385,kur-ar-kur-kuṉ-kur,rava-arRa,O Roaring[√रु अच्] wave/flood[RV][SR: arṇava],1.0
2543.1,Mohenjo-daro,M090 M324 M194 M002 M385,aintu-kur-kaṭ-kuṉ-kur,rava-hAna,O Roaring[√रु अच्] destroyer[Gaut],1.0
2544.1,Mohenjo-daro,M378 M026 M035 M346,kur-mā-po-kur,upya-ra,O rain[KātyŚr] giver[Śis][SR: varṣaḥ][upya=to be scattered],1.0
2545.1,Mohenjo-daro,M086 M016 M002 M369 M232,oru-kaḷiṟu-kuṉ-kur-kur,A-stava-hara,O fully praised[RV] Seizer(Śiva)[MBh],1.0
2546.1,Mohenjo-daro,M341 M324 M055,kur-kur-miN3,jAnam,The origin[RV; SR: bhava],1.0
2548.1,Mohenjo-daro,M086 M005 M002 M385 M036 M215 513,oru-kōṉ-kuṉ-kur-tiru-kur-[513],ud-aSru-apara,O tear-shedding[BhP] unrivalled one[RV],0.857
2549.1,Mohenjo-daro,M091 M001 M324 M272 M256 M032 M002 M385,aru-tōḷ-kur-ma-kur-koL-kuṉ-kur,rava-Sakmane ca,In the Roarer's[√रु अच्] might[RV] indeed[च Hit],1.0
2551.1,Mohenjo-daro,M842 M871 M192 M202 M324 M482 M060 M256 M217 M050 M060 M001 M154,pōr-pōr-ṇā-can-kur-pa-kāṇṭāmirukam-kur-kur-pār-kāṇṭāmirukam-tōḷ-kur,dAma-mana kaMsaM naH sara nadan,"O Gift-presenter[RV, MBh √मन् अच्], manifest[√सृ लोट् 2s] this cup[AV] for us, roaringly[√नद् शतृ][नः सर -> नस्सर]",1.0
2552.1,Mohenjo-daro,M090 M324 M062 M060 M002 M174 M011,aintu-kur-erutu-kāṇṭāmirukam-kuṉ-kur-kaḷiṟu,tad java-ama-mAna,O that swift[AV] powerful[RV] meditator[√मान् अच्],1.0
2553.1,Mohenjo-daro,M268 M048 M316 M280,kur-mu/muṉ-kur-kur,vana-A-manan,"O one who meditates[√म्ना शतृ] as a grove[RV][SR: vṛkṣa, VS: vanya]",1.0
2554.1,Mohenjo-daro,M090 M324 M228 M060 M256,aintu-kur-kur-kāṇṭāmirukam-kur,kam Ahana,O excellent[śbr] Killer[RV आ-√हन् अच्],1.0
2556.1,Mohenjo-daro,M182 M103 M324 M332 M349 M095 M002 M385,kur-kol-kur-intu-kur-vē-kuṉ-kur,ravata-Daran tad,Thus[ŚBr] the Roar-bearer[MBh MBh],1.0
2557.1,Mohenjo-daro,M324 M055 M062 M060 M364 M002 M050 M221 M210,kur-miN3-erutu-kāṇṭāmirukam-kur-kuṉ-pār-al-kur,aSma-vaha ama-majan,"O thunderbolt[RV] bearer[RV], O mighty[RV] roarer[√मज् शतृ] powerful[RV]",1.0
2558.1,Mohenjo-daro,M324 M332 M017 M210 M062 M060 M364,kur-intu-kai-kur-erutu-kāṇṭāmirukam-kur,SAmam A-haran,O healing[MW] seizer[हृ शतृ],1.0
2559.1,Mohenjo-daro,M324 M067 M275 M058 M060 M378,kur-kōṭṭāṉ-kur-ke-kāṇṭāmirukam-kur,rama-mana A-tAna,O sporting[Sāy] minded[RV] Roarer[आ-तन्],1.0
2560.1,Mohenjo-daro,M086 M003 M002 M385,oru-kalam-kuṉ-kur,ref:634.1,,1.0
2561.1,Mohenjo-daro,M324 M032 M175 M111 M058 M002 M041,kur-koL-katir-kur-ke-kuṉ-pēr,Anavam BAsam,The shining one[√भास्] kind to men[RV],1.0
2562.1,Mohenjo-daro,M324 M309 M194 M002 M086 M108 M103,kur-kur-kaṭ-kuṉ-oru-kaL-kol,tsara-vasman,O stealthy clothed (disguised) one [stealthy:RV clothes:RV][SR: uṣṇīṣin],1.0
2563.1,Mohenjo-daro,M324 M086 M276 M058 M056 M002 M007,kur-oru-kur-ke-miN4-kuṉ-aaL,avamam varam,The intimate[RV] excellent[RV] one,1.0
2564.1,Mohenjo-daro,M324 M794 M270 M050 M032 M002 M202 M174 M307,kur-ru-muḷ-pār-koL-kuṉ-can-kur-kur,aDa jana-vaham tURam,Indeed[RV] the people[RV] creating[MBh] Bearer[MBh],1.0
2565.1,Mohenjo-daro,M217 M050 M092,kur-pār-elu,ref:221.1,,1.0
2566.1,Mohenjo-daro,M324 M256 M188 M073 M050 M032 M062 M060 M002 M086 M035 M270 M032,kur-kur-kur-kōṉ-pār-koL-erutu-kāṇṭāmirukam-kuṉ-oru-po-muḷ-koL,SatadA-rava Ama mahaM mAKaM,O Roaring[√रु अच्] Giver of plenty[SV]! may I serve[√अम् लिट् 1s] this great[RV] sacrifice[Hariv],1.0
2568.1,Mohenjo-daro,M089 M002 M301 M186 M005,tu/tū-kuṉ-kur-kur-kōṉ,Arava maKa-pa,"O roarer[Pāṇ], protector[RV] of the sacrifice[Hariv][L>R]",1.0
2569.1,Mohenjo-daro,M324 M636 M062 M058 M060 M002 M086 M035 M378,kur-vi-erutu-ke-kāṇṭāmirukam-kuṉ-oru-po-kur,radDA-Arava-amam maTam,"The subduing[Bhaṭṭ] howling[Pāṇ] mighty[RV] one, The destroyer[√मथ् अच्]",1.0
2570.1,Mohenjo-daro,M301 M230 M062 M002 M385,kur-kur-erutu-kuṉ-kur,ref:1449.1,,1.0
2571.1,Mohenjo-daro,M324 M230 M056 M002 M055 M360,kur-kur-miN4-kuṉ-miN3-kur,sajja-vama Ahana,O who kills[RV] emitting[W] (arrows) from a bow[MBh],1.0
2572.1,Mohenjo-daro,M324 M332 M033 M316 M364 M002 M154 M296,kur-intu-puli-kur-kur-kuṉ-kur-kur,Sada-vaham jaram,"The harvest[Gaut] bringer[√वह्], the destroyer[√जॄ]",1.0
2573.1,Mohenjo-daro,M268 M268 M013 M302 M349 M032,kur-kur-nakaram-kur-kur-koL,sa-dalat-hanana,O splitting[√दल् शतृॅं] Killer[Hariv],1.0
2574.1,Mohenjo-daro,M324 M230 M062 M060 M002 M050 M065 M353,kur-kur-erutu-kāṇṭāmirukam-kuṉ-pār-kuTam-kur,yam nama-vAma-maham,"Who[यद्] turns away[√नम् अच्], the noble[RV], the mighty[RV][sandhi यम् नम यन्नम]",1.0
2575.1,Mohenjo-daro,M324 M332 M060 M002 M385,kur-intu-kāṇṭāmirukam-kuṉ-kur,rava-amaram,The roaring[√रु अच्] God[MBh],1.0
2576.1,Mohenjo-daro,M086 M378 M463 M060 M202 M154,oru-kur-ci-kāṇṭāmirukam-can-kur,Dana-madra-ra,O giver[Sis] of the joy[Pāṇ] of riches[RV],1.0
2577.1,Mohenjo-daro,M301 M230 M062 M050 M032 M002 M300 M091 M032 M076,kur-kur-erutu-pār-koL-kuṉ-kur-aru-koL-naN,ahar-cala-vaha mama asama,O my unequalled[RV] bearer[MBh] of the day wanderer(Sun)[cf ahaścara ŚāṅkhGṛ],1.0
2578.1,Mohenjo-daro,M324 M288 M017 M033 M316 M062 M230 M002 M378,kur-kur-kai-puli-kur-erutu-kur-kuṉ-kur,ravasam aYja-saBam,The roaring[RV] anointer's[अञ्ज् अच्] council[RV] [SR: bhiṣak sabhāpati],1.0
2579.1,Mohenjo-daro,M324 M230 M215 M091 M060 M325 M086 M011,kur-kur-kur-aru-kāṇṭāmirukam-kur-oru-kaḷiṟu,trARa-ama Cada-han,"O whose protection[MBh] is powerful[RV], O Coverer(Vṛtra)[R] Killer[RV]",1.0
2580.1,Mohenjo-daro,M324 M172 M032 M050 M092 M060 M364 M002 M211 M320,kur-kur-koL-pār-elu-kāṇṭāmirukam-kur-kuṉ-kol-kur,dama-vaha-A-maTa-mahAn,The restraint[ŚBr] bearing[MBh] Churning[आ-√मथ् अच्] great[RV] one,1.0
2581.1,Mohenjo-daro,M090 M324 M050 M016 M002 M297 M076 M154 M011,aintu-kur-pār-kaḷiṟu-kuṉ-kur-naN-kur-kaḷiṟu,tad Sala-vahamAna,O that one who carries a staff[TBr][khaṭvāṅgadhara = Śiva BhP],1.0
2582.1,Mohenjo-daro,M051 M062 M033 M316 M230 M002 M378,pū/puḷ-erutu-puli-kur-kur-kuṉ-kur,ravasa-aYjam nAmanaH,The one bowing[Kāvyād] to the Roaring[RV] anointer[√अञ्ज् अच्],1.0
2584.1,Mohenjo-daro,M324 M382 M032 M060 M060 M230 M281 M349,kur-kur-koL-kāṇṭāmirukam-kāṇṭāmirukam-kur-piLLai-kur,dakza mAm haran,O able one[RV] who can win over me[MBh][√हृ शतृ],1.0
2585.1,Mohenjo-daro,M051 M032 M056 M230 M002 M258,pū/puḷ-koL-miN4-kur-kuṉ-kur,Kara-vaha-maha namana,saluting great[RV] cloud[R] bringer[MBh],1.0
2586.1,Mohenjo-daro,M324 M215 M210 M002 M385,kur-kur-kur-kuṉ-kur,rava-aDana,O Roaring[√रु अच्] destitute one[MBh][SR: daridran],1.0
2587.1,Mohenjo-daro,M202 M003 M326 M060 M154,can-kalam-kur-kāṇṭāmirukam-kur,dama-aYjan,O subduing[MBh] anointer[√अञ्ज् शतृ],1.0
2591.1,Mohenjo-daro,M301 M230 M060 M230,kur-kur-kāṇṭāmirukam-kur,aSma-asam,The thunderbolt[RV] thrower[√अस् अच्],1.0
2592.1,Mohenjo-daro,M217 M033 M316 M060 M050 M004,kur-puli-kur-kāṇṭāmirukam-pār-kēḷ,cama-maYjana,O devouring[Bhaṭṭ] Roarer[√मञ्ज् ल्युट्][annāda],1.0
2593.1,Mohenjo-daro,M217 M050 M031 M001 M316 M289,kur-pār-kai-tōḷ-kur-kur,mAna-Amana,O Honored[√मन् लोट्] affectionate[TS] one,1.0
2594.1,Mohenjo-daro,M324 M086 M276 M060 M002 M103 M309 M091,kur-oru-kur-kāṇṭāmirukam-kuṉ-kol-kur-aru,cazwa-vAma-varam,"The spoken[W], splendid[RV] excellent[RV] one",1.0
2595.1,Mohenjo-daro,457 M324 M342 M154 M060 M040 M289,[457]-kur-ay/ā-kur-kāṇṭāmirukam-ri-kur,mAnam ABAm haraH,Rudra(Śiva)[MBh] (has) honor[MBh] and splendor[MBh],0.857
2596.1,Mohenjo-daro,M256 M518 M090 M324 M194 M326 M060 M154,kur-um-aintu-kur-kaṭ-kur-kāṇṭāmirukam-kur,damana-hAna-kAma,O one fond of subduing[MBh] and killing[Gaut],1.0
2597.1,Mohenjo-daro,M324 M364 M056 M060 M256,kur-kur-miN4-kāṇṭāmirukam-kur,kam maham,The excellent[śbr] mighty one[RV],1.0
2598.1,Mohenjo-daro,M051 M032 M002 M086 M256,pū/puḷ-koL-kuṉ-oru-kur,Kara-vaha-naman,Saluting[√नम् शतृ] the cutting (sword)[MBh] carrier[MBh],1.0
2599.1,Mohenjo-daro,M001 M108 M031 M002 M086 M095,tōḷ-kaL-kai-kuṉ-oru-vē,Arava Ayaya,O howling[Pāṇ] O Wanderer[√यय्],1.0
2600.1,Mohenjo-daro,M324 M073 M316 M011 M003 M002 M385,kur-kōṉ-kur-kaḷiṟu-kalam-kuṉ-kur,rava jawamAna,O roaring[√रु अच्] matted haired one[√जट् चानश्],1.0
2601.1,Mohenjo-daro,M098 M217 897,āl-kur-[897],DanI,wealthy one[RV],0.667
2602.1,Mohenjo-daro,M280 M289 M316 M011,kur-kur-kur-kaḷiṟu,tAna-mava,The roaring[√तन् अच्] one who ties[√मव् अच्] (braids),1.0
2603.1,Mohenjo-daro,M217 M050 M004 M002 M385,kur-pār-kēḷ-kuṉ-kur,rava-caman,O Roaring[√रु अच्] consumer[√चम् शतृ] [annāda],1.0
2604.1,Mohenjo-daro,M368 M086 M364 M002 M385,kur-oru-kur-kuṉ-kur,rava-sfta,O one who is going[Hariv] roaring[√रु अच्],1.0
2605.1,Mohenjo-daro,M324 M043 M032 M226,kur-mu-koL-kur,dada Samana,O generous[Pāṇ] destroyer[MBh],1.0
2606.1,Mohenjo-daro,688 M324 M009 M062 M058 M002 M385,[688]-kur-āṇ-erutu-ke-kuṉ-kur,rava mamAna A-kA,May I worship[√मान् लिट् 1s] the roaring[√रु अच्] pleased one[आ-√कन् क्विप्],0.857
2607.1,Mohenjo-daro,M004 M003 M060 M202 M385,kēḷ-kalam-kāṇṭāmirukam-can-kur,raRaM-jaya,O victorious[RV] in battle[RV][=raṇajaya],1.0
2608.1,Mohenjo-daro,M301 M230 M062 M002 M268 M070,kur-kur-erutu-kuṉ-kur-vēl,hanana-vama-aSma,O one who kills[Hariv] by emitting[W] thunderbolts[RV],1.0
2609.1,Mohenjo-daro,M324 M053 M002 M082 M230 M086,kur-mi-kuṉ-pa-kur-oru,rahasvan mAna,O speed[BhP] possessing respected one[MBh],1.0
2610.1,Mohenjo-daro,M086 M018 M180,oru-nēr-kur,prahara,O one who hurls (thunderbolts)[AV],1.0
2611.1,Mohenjo-daro,M324 M335 M062 M001 M202 M154,kur-kur-erutu-tōḷ-can-kur,Dana-amarAn,The swift[Dhatup] immortals[ŚBr],1.0
2612.1,Mohenjo-daro,M217 M058 M325 M081 M070,kur-ke-kur-ve-vēl,tasa-namana,O (bow) bending[Śis] thrower[√तस् अच्][cf नृनमन],1.0
2613.1,Mohenjo-daro,M217 M033 M316 M056 M002 M378 M310,kur-puli-kur-miN4-kuṉ-kur-kur,anarva-maYjana,O Unstoppable[RV] Roarer[√मञ्ज् ल्युट्],1.0
2614.1,Mohenjo-daro,M098 M178 M020,āl-i-kuṉ,ref:2153.1,,1.0
2615.1,Mohenjo-daro,M301 M110 M058,kur-kur-ke,mavam,The one who ties (braids)[√मव् अच्],1.0
2616.1,Mohenjo-daro,M324 M794 M313 M032 M060,kur-ru-kur-koL-kāṇṭāmirukam,Amaha-anUna,O undiminished[AV] giver[आ-√मह्  RV 7.97.2],1.0
2617.1,Mohenjo-daro,M324 M349 M013 M031 M002 M385,kur-kur-nakaram-kai-kuṉ-kur,ravAt Danam,Wealth[RV] from the Roarer[√रु अच्],1.0
2618.1,Mohenjo-daro,M324 M009 M230 M050 M032 M002 M385 M073 M095,kur-āṇ-kur-pār-koL-kuṉ-kur-kōṉ-vē,tamra-vaSa-mahan,The Darkness[RV] subduing[Pāṇ] great one[Naigh 3.1.2],1.0
2619.1,Mohenjo-daro,M324 M230 M215 M091 M002 M369 084,kur-kur-kur-aru-kuṉ-kur-[084],ahata-vacat-Ahan,O unblemished[BhP] speaking[√वच् शतृ] Killer[RV],0.857
2620.1,Mohenjo-daro,M004 M003 M062 M325 M043,kēḷ-kalam-erutu-kur-mu,manam-jaya,victory[RV] of the mind[RV],1.0
2621.1,Mohenjo-daro,M324 M086 M276 M050 M003,kur-oru-kur-pār-kalam,jama-varam,The best[MBh] consumer[√जम् अच्],1.0
2622.1,Mohenjo-daro,M086 M003 M002 M040 M342,oru-kalam-kuṉ-ri-ay/ā,BARa-vajram,The roaring[√भण् घञ्] thunderbolt[RV],1.0
2623.1,Mohenjo-daro,M004 M004,kēḷ-kēḷ,ref:1994.1,,1.0
2624.1,Mohenjo-daro,M004 M188 M073,kēḷ-kur-kōṉ,ref:274.1,,1.0
2625.1,Mohenjo-daro,M324 M288 M017 M154,kur-kur-kai-kur,A-saBAm,of[RV] the council[RV; SR: sabhāpati],1.0
2626.1,Mohenjo-daro,M324 M353 M002 M202 M038,kur-kur-kuṉ-can-pōr,rAt-navyaM,The generous praiseworthy[RV] one[√रा शतृँ][-त् + न = न्न],1.0
2627.1,Mohenjo-daro,M090 M324 M073 M316 M002 M385,aintu-kur-kōṉ-kur-kuṉ-kur,ravARa-mAna,O roaring honored[MBh] one[Bhaṭṭ],1.0
2628.1,Mohenjo-daro,M086 M210 M324 M003 M002 M385,oru-kur-kur-kalam-kuṉ-kur,ravavan ara,O rising[√ऋ अच्] Roarer[रव मतुप्],1.0
2629.1,Mohenjo-daro,M004 M003 M154 M226,kēḷ-kalam-kur-kur,dada-ajaya,O generous[Pāṇ] Unconquered one[RV],1.0
2630.1,Mohenjo-daro,M086 M004 M002 M378,oru-kēḷ-kuṉ-kur,ref:401.1,,1.0
2631.1,Mohenjo-daro,M090 M324 M050 M060 M359,aintu-kur-pār-kāṇṭāmirukam-kur,u ama-mAna,Indeed[RV] O mighty[RV] honored one[MBh],1.0
2634.1,Mohenjo-daro,M324 M238 M058 M002 M054 M071,kur-kur-ke-kuṉ-mi-nal,tAtam avam AsIna,"Father's favor, O seated(presiding) one[√अस् शानच्]",1.0
2635.1,Mohenjo-daro,M099 M378 M050 M065 M230 M230 M378,kol/koḷ-kur-pār-kuTam-kur-kur-kur,rahaH-namrI,The secret one[BhP] one with a bow[RV नम्र इनि] [SR: uṣṇīṣin pinākin],1.0
