book,chapter,strophe,verse,n_words,padapatha_words_ws_joined
10,35,1,2,9,mahī dyāvāpṛthivī cetatām apaḥ adya devānām avaḥ ā vṛṇīmahe
10,35,2,1,8,divaspṛthivyoḥ avaḥ ā vṛṇīmahe mātṝn sindhūn parvatān śaryaṇāvataḥ
10,35,2,2,10,anāgāstvam sūryam uṣāsam īmahe bhadram somaḥ suvānaḥ adya kṛṇotu naḥ
10,35,3,1,9,dyāvā naḥ adya pṛthivī anāgasaḥ mahī trāyetām suvitāya mātarā
10,35,3,2,10,uṣāḥ ucchantī apa bādhatām agham svasti agnim sam idhānam īmahe
10,35,4,1,10,iyam naḥ usrā prathamā sudevyam revat sanibhyaḥ revatī vi ucchatu
10,35,4,2,9,āre manyum durvidatrasya dhīmahi svasti agnim sam idhānam īmahe
10,35,5,1,9,pra yāḥ sisrate sūryasya raśmibhiḥ jyotiḥ bharantīḥ uṣasaḥ vyuṣṭiṣu
10,35,5,2,11,bhadrāḥ naḥ adya śravase vi ucchata svasti agnim sam idhānam īmahe
10,35,6,1,10,anamīvāḥ uṣasaḥ ā carantu naḥ ud agnayaḥ jihatām jyotiṣā bṛhat
10,35,6,2,10,ā yukṣātām aśvinā tūtujim ratham svasti agnim sam idhānam īmahe
10,35,7,1,13,śreṣṭham naḥ adya savitar vareṇyam bhāgam ā suva sa hi ratna dhāḥ asi
10,35,7,2,10,rāyaḥ janitrīm dhiṣaṇām upa bruve svasti agnim sam idhānam īmahe
10,35,8,1,9,pipartu mā tat ṛtasya pravācanam devānām yat manuṣyāḥ amanmahi
10,35,8,2,12,viśvāḥ id usrāḥ spaś ud eti sūryaḥ svasti agnim sam idhānam īmahe
10,35,9,1,10,a dveṣaḥ adya barhiṣaḥ starīmaṇi grāvṇām yoge manmanaḥ sādhe īmahe
10,35,9,2,9,ādityānām śarmaṇi sthāḥ bhuraṇyasi svasti agnim sam idhānam īmahe
10,35,10,1,11,ā naḥ barhiḥ sadhamāde bṛhat divi devāṁ īḍe sādayā sapta hotṝn
10,35,10,2,10,indram mitram varuṇam sātaye bhagam svasti agnim sam idhānam īmahe
10,35,11,1,10,te ādityāḥ ā gata sarvatātaye vṛdhe naḥ yajñam avata sajoṣasaḥ
10,35,11,2,9,bṛhaspatim pūṣaṇam aśvinā bhagam svasti agnim sam idhānam īmahe
10,35,12,1,10,tat naḥ devāḥ yacchata su pravācanam chardiḥ ādityāḥ subharam nṛpāyyam
10,35,12,2,9,paśve tokāya tanayāya jīvase svasti agnim sam idhānam īmahe
10,35,13,1,10,viśve adya marutaḥ viśve ūtī viśve bhavantu agnayaḥ sam iddhāḥ
10,35,13,2,10,viśve naḥ devāḥ avasā gamantu viśvam astu draviṇam vājaḥ asme
10,35,14,1,10,yam devāsaḥ avatha vājasātau yam trāyadhve yam pipṛtha ati aṃhaḥ
10,35,14,2,11,yaḥ vaḥ gopīthe na bhayasya veda te syāma deva vītaye turāsaḥ
10,36,1,1,7,uṣāsānaktā bṛhatī supeśasā dyāvākṣāmā varuṇaḥ mitraḥ aryamā
10,36,1,2,9,indram huve marutaḥ parvatāṁ apaḥ ādityān dyāvāpṛthivī apaḥ svar
10,36,2,1,10,dyauḥ ca naḥ pṛthivī ca pracetasaḥ ṛtāvarī rakṣatām aṃhasaḥ riṣaḥ
10,36,2,2,10,mā durvidatrā nirṛtiḥ naḥ īśata tat devānām avaḥ adyā vṛṇīmahe
10,36,3,1,9,viśvasmāt naḥ aditiḥ pātu aṃhasaḥ mātā mitrasya varuṇasya revataḥ
10,36,3,2,9,svarvat jyotiḥ avṛkam naśīmahi tat devānām avaḥ adyā vṛṇīmahe
10,36,4,1,9,grāvā vadan apa rakṣāṃsi sedhatu duṣṣvapnyam nirṛtim viśvam atriṇam
10,36,4,2,9,ādityam śarma marutām aśīmahi tat devānām avaḥ adyā vṛṇīmahe
10,36,5,1,10,ā indraḥ barhiḥ sīdatu pinvatām iḍā bṛhaspatiḥ sāmabhiḥ ṛkvaḥ arcatu
10,36,5,2,10,su praketam jīvase manma dhīmahi tat devānām avaḥ adyā vṛṇīmahe
10,36,6,1,9,divispṛśam yajñam asmākam aśvinā jīra adhvaram kṛṇutam sumnam iṣṭaye
10,36,6,2,9,prācīna raśmim āhutam ghṛtena tat devānām avaḥ adyā vṛṇīmahe
10,36,7,1,10,upa hvaye su havam mārutam gaṇam pāvakam ṛṣvam sakhyāya śambhuvam
10,36,7,2,9,rāyaḥ poṣam sauśravasāya dhīmahi tat devānām avaḥ adyā vṛṇīmahe
10,36,8,1,10,apām perum jīva dhanyam bharāmahe devāvyam su havam adhvara śriyam
10,36,8,2,10,su raśmim somam indriyam yamīmahi tat devānām avaḥ adyā vṛṇīmahe
10,36,9,1,9,sanema tat susanitā sanitvabhiḥ vayam jīvāḥ jīva putrāḥ anāgasaḥ
10,36,9,2,10,brahma dviṣaḥ viṣvak enaḥ bharerata tat devānām avaḥ adyā vṛṇīmahe
10,36,10,1,12,ye stha manoḥ yajñiyāḥ te śṛṇotana yat vaḥ devāḥ īmahe tat dadātana
10,36,10,2,10,jaitram kratum rayimat vīravat yaśaḥ tat devānām avaḥ adyā vṛṇīmahe
10,36,11,1,10,mahat adya mahatām ā vṛṇīmahe avaḥ devānām bṛhatām an arvaṇām
10,36,11,2,10,yathā vasu vīra jātam naśāmahai tat devānām avaḥ adyā vṛṇīmahe
10,36,12,1,9,mahaḥ agneḥ sam idhānasya śarmaṇi anāgāḥ mitre varuṇe svastaye
10,36,12,2,9,śreṣṭhe syāma savituḥ savīmani tat devānām avaḥ adyā vṛṇīmahe
10,36,13,1,9,ye savituḥ satya savasya viśve mitrasya vrate varuṇasya devāḥ
10,36,13,2,9,te saubhagam vīravat gomat apnaḥ dadhātana draviṇam citram asme
10,36,14,1,8,savitā paścātāt savitā purastāt savitā uttarāttāt savitā adharāttāt
10,36,14,2,9,savitā naḥ suvatu sarvatātim savitā naḥ rāsatām dīrgham āyuḥ
10,37,1,1,9,namaḥ mitrasya varuṇasya cakṣase mahaḥ devāya tat ṛtam saparyata
10,37,1,2,8,dūredṛśe deva jātāya ketave divaḥ putrāya sūryāya śaṃsata
10,37,2,1,13,sā mā satyā uktiḥ pari pātu viśvatas dyāvā ca yatra tatanan ahāni ca
10,37,2,2,12,viśvam anyat ni viśate yat ejati viśvāhā āpaḥ viśvāhā ud eti sūryaḥ
10,37,3,1,11,na te a devaḥ pradivaḥ ni vāsate yat etaśebhiḥ pataraiḥ ratharyasi
10,37,3,2,10,prācīnam anyat anu vartate rajaḥ ud anyena jyotiṣā yāsi sūrya
10,37,4,1,11,yena sūrya jyotiṣā bādhase tamaḥ jagat ca viśvam ud iyarṣi bhānunā
10,37,4,2,10,tena asmat viśvām anirām anāhutim apa amīvām apa duṣṣvapnyam suva
10,37,5,1,10,viśvasya hi preṣitaḥ rakṣasi vratam a heḍayan uccarasi svadhā anu
10,37,5,2,11,yat adya tvā sūrya upabravāmahai tam naḥ devāḥ anu maṃsīrata kratum
10,37,6,1,11,tam naḥ dyāvāpṛthivī tat naḥ āpaḥ indraḥ śṛṇvantu marutaḥ havam vacaḥ
10,37,6,2,9,mā śūne bhūma sūryasya saṃdṛśi bhadram jīvantaḥ jaraṇām aśīmahi
10,37,7,1,9,viśvāhā tvā su manasaḥ su cakṣasaḥ prajāvantaḥ anamīvāḥ anāgasaḥ
10,37,7,2,11,udyantam tvā mitra mahas dive dive jyok jīvāḥ prati paśyema sūrya
10,37,8,1,9,mahi jyotiḥ bibhratam tvā vicakṣaṇa bhāsvantam cakṣuṣe cakṣuṣe mayaḥ
10,37,8,2,9,ārohantam bṛhataḥ pājasaḥ pari vayam jīvāḥ prati paśyema sūrya
10,37,9,1,12,yasya te viśvā bhuvanāni ketunā pra ca īrate ni ca viśante aktubhiḥ
10,37,9,2,11,anāgāstvena hari keśa sūrya ahnā ahnā naḥ vasyasā vasyasā ud ihi
10,37,10,1,13,śam naḥ bhava cakṣasā śam naḥ ahnā śam bhānunā śam himā śam ghṛṇena
10,37,10,2,11,yathā śam adhvan śam asat duroṇe tat sūrya draviṇam dhehi citram
10,37,11,1,8,asmākam devāḥ ubhayāya janmane śarma yacchata dvipade catuṣpade
10,37,11,2,10,adat pibat ūrjayamānam āśitam tat asme śam yoḥ arapaḥ dadhātana
10,37,12,1,11,yat vaḥ devāḥ cakṛma jihvayā guru manasaḥ vā prayutī deva heḍanam
10,37,12,2,11,arāvā yaḥ naḥ abhi ducchunāyate tasmin tat enaḥ vasavaḥ ni dhetana
10,38,1,1,10,asmin naḥ indra pṛtsutau yaśasvati śimīvati krandasi pra ava sātaye
10,38,1,2,8,yatra goṣātā dhṛṣiteṣu khādiṣu viṣvak patanti didyavaḥ nṛṣāhye
10,38,2,1,10,sa naḥ kṣumantam sadane vi ūrṇuhi goarṇasam rayim indra śravāyyam
10,38,2,2,11,syāma te jayataḥ śakra medinaḥ yathā vayam uśmasi tat vaso kṛdhi
10,38,3,1,10,yaḥ naḥ dāsaḥ āryaḥ vā puruṣṭuta deva indra yudhaye ciketati
10,38,3,2,10,asmābhiḥ te suṣahāḥ santu śatravaḥ tvayā vayam tān vanuyāma saṃgame
10,38,4,1,11,yaḥ dabhrebhiḥ havyaḥ yaḥ ca bhūribhiḥ yaḥ abhīke varivaḥ vid nṛṣāhye
10,38,4,2,10,tam vikhāde sasnim adya śrutam naram arvāñcam indram avase karāmahe
10,38,5,1,10,svavṛjam hi tvām aham indra śuśrava anānudam vṛṣabha radhra codanam
10,38,5,2,13,pra muñcasva pari kutsāt iha ā gahi kim u tvāvān muṣkayoḥ baddhaḥ āsate
10,39,1,1,10,yaḥ vām parijmā suvṛt aśvinā rathaḥ doṣām uṣāsaḥ havyaḥ haviṣmatā
10,39,1,2,12,śaśvattamāsaḥ tam u vām idam vayam pituḥ na nāma su havam havāmahe
10,39,2,1,9,codayatam sūnṛtāḥ pinvatam dhiyaḥ ud purandhīḥ īrayatam tat uśmasi
10,39,2,2,11,yaśasam bhāgam kṛṇutam naḥ aśvinā somam na cārum maghavatsu naḥ kṛtam
10,39,3,1,10,amājuraḥ cit bhavathaḥ yuvam bhagaḥ anāśoḥ cit avitārā apamasya cit
10,39,3,2,11,andhasya cit nāsatyā kṛśasya cit yuvām id āhuḥ bhiṣajā rutasya cit
10,39,4,1,9,yuvam cyavānam sanayam yathā ratham punar yuvānam carathāya takṣathuḥ
10,39,4,2,11,niḥ taugryam ūhathuḥ adbhyaḥ pari viśvā id tā vām savaneṣu pravācyā
10,39,5,1,12,purāṇā vām vīryā pra bravā jane atha u ha āsathuḥ bhiṣajā mayobhuvā
10,39,5,2,12,tā vām nu navyau avase karāmahe ayam nāsatyā śrath ariḥ yathā dadhat
10,39,6,1,11,iyam vām ahve śṛṇutam me aśvinā putrāya iva pitarā mahyam śikṣatam
10,39,6,2,11,an āpiḥ a jñā asajātyā amatiḥ purā tasyāḥ abhiśasteḥ ava spṛtam
10,39,7,1,8,yuvam rathena vimadāya śundhyuvam ni ūhathuḥ purumitrasya yoṣaṇām
10,39,7,2,8,yuvam havam vadhrimatyāḥ agacchatam yuvam suṣutim cakrathuḥ purandhaye
10,39,8,1,9,yuvam viprasya jaraṇām upeyuṣaḥ punar kaleḥ akṛṇutam yuvat vayaḥ
10,39,8,2,10,yuvam vandanam ṛśyadāt ud ūpathuḥ yuvam sadyas viśpalām etave kṛthaḥ
10,39,9,1,10,yuvam ha rebham vṛṣaṇā guhā hitam ud airayatam mamṛvāṃsam aśvinā
10,39,9,2,8,yuvam ṛbīsam uta taptam atraye omanvantam cakrathuḥ saptavadhraye
10,39,10,1,10,yuvam śvetam pedave aśvinā aśvam navabhiḥ vājaiḥ navatī ca vājinam
10,39,10,2,9,carkṛtyam dadathuḥ drāvayat sakham bhagam na nṛbhyaḥ havyam mayobhuvam
10,39,11,1,12,na tam rājānau adite kutas cana na aṃhaḥ aśnoti duritam nakir bhayam
10,39,11,2,9,yam aśvinā su havā rudravartanī puroratham kṛṇuthaḥ patnyā saha
10,39,12,1,11,ā tena yātam manasaḥ javīyasā ratham yam vām ṛbhavaḥ cakruḥ aśvinā
10,39,12,2,10,yasya yoge duhitā jāyate divaḥ ubhe ahanī su dine vivasvataḥ
10,39,13,1,10,tā vartiḥ yātam _ vi parvatam apinvatam śayave dhenum aśvinā
10,39,13,2,9,vṛkasya cit vartikām antar āsyāt yuvam śacībhiḥ grasitām amuñcatam
10,39,14,1,9,etam vām stomam aśvinau akarma atakṣāma bhṛgavaḥ na ratham
10,39,14,2,10,ni amṛkṣāma yoṣaṇām na marye nityam na sūnum tanayam dadhānāḥ
10,41,1,1,11,samānam u tyam puru hūtam ukthyam ratham tri cakram savanā ganigmatam
10,41,1,2,7,parijmānam vidathyam suvṛktibhiḥ vayam vyuṣṭau uṣasaḥ havāmahe
10,41,2,1,10,prātar yujam nāsatyā adhi tiṣṭhathaḥ prātar yāvāṇam madhu vāhanam ratham
10,41,2,2,10,viśaḥ yena gacchathaḥ yajvarīḥ narā kīreḥ cit yajñam hotṛmantam aśvinā
10,41,3,1,9,adhvaryum vā madhu pāṇim suhastyam agnidham vā dhṛtadakṣam damūnasam
10,41,3,2,10,viprasya vā yat savanāni gacchathaḥ atas ā yātam madhupeyam aśvinā
10,42,1,1,12,astā iva su prataram lāyam asyan bhūṣan iva pra bhara stomam asmai
10,42,1,2,10,vācā viprāḥ tarata vācam aryaḥ ni rāmaya jaritar some indram
10,42,2,1,10,dohena gām upa śikṣa sakhāyam pra bodhaya jaritar jāram indram
10,42,2,2,10,kośam na pūrṇam vasunā nyṛṣṭam ā cyāvaya magha deyāya śūram
10,42,3,1,11,kim aṅga tvā maghavan bhojam āhuḥ śiśīhi mā śiśayam tvā śṛṇomi
10,42,3,2,12,apnasvatī mama dhīḥ astu śakra vasu vidam bhagam indra ā bhara naḥ
10,42,4,1,8,tvām janāḥ mamasatyeṣu indra saṃtasthānāḥ vi hvayante samīke
10,42,4,2,11,atra yujam kṛṇute yaḥ haviṣmān na a sunvatā sakhyam vaṣṭi śūraḥ
10,42,5,1,11,dhanam na syandram bahulam yaḥ asmai tīvrān somāṁ ā sunoti prayasvān
10,42,5,2,10,tasmai śatrūn sutukān prātar ahnaḥ ni svaṣṭrān yuvati hanti vṛtram
10,42,6,1,10,yasmin vayam dadhima śaṃsam indre yaḥ śiśrāya maghavā kāmam asme
10,42,6,2,11,ārāt cit san bhayatām asya śatruḥ ni asmai dyumnā janyā namantām
10,42,7,1,10,ārāt śatrum apa bādhasva dūram ugraḥ yaḥ śambaḥ puruhūta tena
10,42,7,2,10,asme dhehi yavamat gomat indra kṛdhi dhiyam jaritre vāja ratnām
10,42,8,1,11,pra yam antar vṛṣa savāsaḥ agman tīvrāḥ somāḥ bahula antāsaḥ indram
10,42,8,2,11,na aha dāmānam maghavā ni yaṃsat ni sunvate vahati bhūri vāmam
10,42,9,1,10,uta prahām ati dīvya jayāti kṛtam yat śvaghnī vicinoti kāle
10,42,9,2,12,yaḥ deva kāmaḥ na dhanā ruṇaddhi sam id tam rāyā sṛjati svadhāvān
10,42,10,1,8,gobhiḥ tarema amatim durevām yavena kṣudham puruhūta viśvām
10,42,10,2,7,vayam rājabhiḥ prathamā dhanāni asmākena vṛjanena jayema
10,42,11,1,9,bṛhaspatiḥ naḥ pari pātu paścāt uta uttarasmāt adharāt aghāyoḥ
10,42,11,2,9,indraḥ purastāt uta madhyatas naḥ sakhā sakhibhyaḥ varivaḥ kṛṇotu
10,46,1,1,10,pra hotā jātaḥ mahān nabhaḥ vid nṛṣadvā sīdat apām upasthe
10,46,1,2,11,dadhiḥ yaḥ dhāyi sa te vayāṃsi yantā vasūni vidhate tanū pāḥ
10,46,2,1,10,imam vidhantaḥ apām sadhasthe paśum na naṣṭam padaiḥ anu gman
10,46,2,2,8,guhā catantam uśijaḥ namobhiḥ icchantaḥ dhīrāḥ bhṛgavaḥ avindan
10,46,3,1,8,imam tritaḥ bhūri avindat icchan vaibhūvasaḥ mūrdhani aghnyāyāḥ
10,46,3,2,9,sa śevṛdhaḥ jātaḥ ā harmyeṣu nābhiḥ yuvā bhavati rocanasya
10,46,4,1,8,mandram hotāram uśijaḥ namobhiḥ prāñcam yajñam netāram adhvarāṇām
10,46,4,2,7,viśām akṛṇvan aratim pāvakam havyavāham dadhataḥ mānuṣeṣu
10,46,5,1,9,pra bhūḥ jayantam mahām vipodhām mūrāḥ amūram purām darmāṇam
10,46,5,2,10,nayantaḥ garbham vanām dhiyam dhuḥ hiriśmaśrum na arvāṇam dhana ṛcam
10,46,6,1,8,ni pastyāsu trita stabhūyan parivītaḥ yonau sīdat antar
10,46,6,2,8,atas saṃgṛbhyā viśām damūnāḥ vidharmaṇā ayantraiḥ īyate nṝn
10,46,7,1,8,asya ajarāsaḥ damām aritrā arcat dhūmāsaḥ agnayaḥ pāvakāḥ
10,46,7,2,7,śvitīcayaḥ śvātrāsaḥ bhuraṇyavaḥ vanarṣadaḥ vāyavaḥ na somāḥ
10,46,8,1,9,pra jihvayā bharate vepaḥ agniḥ pra vayunāni cetasā pṛthivyāḥ
10,46,8,2,8,tam āyavaḥ śucayantam pāvakam mandram hotāram dadhire yajiṣṭham
10,46,9,1,11,dyāvā yam agnim pṛthivī janiṣṭa ām āpaḥ tvaṣṭā bhṛgavaḥ yam sahobhiḥ
10,46,9,2,7,īḍenyam prathamam mātariśvā devāḥ tatakṣuḥ manave yajatram
10,46,10,1,9,yam tvā devāḥ dadhire havya vāham puruspṛhaḥ mānuṣāsaḥ yajatram
10,46,10,2,12,sa yāman agne stuvate vayaḥ dhāḥ pra devayan yaśasaḥ sam hi pūrvīḥ
10,47,1,1,9,jagṛbhma te dakṣiṇam indra hastam vasūyavaḥ vasu pate vasūnām
10,47,1,2,11,vidma hi tvā gopatim śūra gonām asmabhyam citram vṛṣaṇam rayim dāḥ
10,47,2,1,10,su āyudham su avasam su nītham catur samudram dharuṇam rayīṇām
10,47,2,2,9,carkṛtyam śaṃsyam bhūri vāram asmabhyam citram vṛṣaṇam rayim dāḥ
10,47,3,1,9,su brahmāṇam devavantam bṛhantam urum gabhīram pṛthu budhnam indra
10,47,3,2,9,śruta ṛṣim ugram abhimātiṣāham asmabhyam citram vṛṣaṇam rayim dāḥ
10,47,4,1,10,sanat vājam vipra vīram tarutram dhana spṛtam śūśuvāṃsam su dakṣam
10,47,4,2,10,dasyu hanam pūrbhidam indra satyam asmabhyam citram vṛṣaṇam rayim dāḥ
10,47,5,1,7,aśvāvantam rathinam vīravantam sahasriṇam śatinam vājam indra
10,47,5,2,10,bhadra vrātam vipra vīram svarṣām asmabhyam citram vṛṣaṇam rayim dāḥ
10,47,6,1,10,pra saptagum ṛta dhītim su medhām bṛhaspatim matiḥ acchā jigāti
10,47,6,2,9,yaḥ āṅgirasaḥ namasā upasadyaḥ asmabhyam citram vṛṣaṇam rayim dāḥ
10,47,7,1,8,vanīvānaḥ mama dūtāsaḥ indram stomāḥ caranti sumatīḥ iyānāḥ
10,47,7,2,8,hṛdispṛśaḥ manasā vacyamānāḥ asmabhyam citram vṛṣaṇam rayim dāḥ
10,47,8,1,11,yat tvā yāmi daddhi tat naḥ indra bṛhantam kṣayam asamam janānām
10,47,8,2,9,abhi tat dyāvāpṛthivī gṛṇītām asmabhyam citram vṛṣaṇam rayim dāḥ
10,48,1,1,10,aham bhuvam vasunaḥ pūrvyaḥ patiḥ aham dhanāni sam jayāmi śaśvataḥ
10,48,1,2,10,mām havante pitaram na jantavaḥ aham dāśuṣe vi bhajāmi bhojanam
10,48,2,1,10,aham indraḥ rodhaḥ vakṣaḥ atharvaṇaḥ tritāya gāḥ ajanayam aheḥ adhi
10,48,2,2,10,aham dasyubhyaḥ pari nṛmṇam ā dade gotrā śikṣan dadhīce mātariśvane
10,48,3,1,10,mahyam tvaṣṭā vajram atakṣat āyasam mayi devāsaḥ avṛjan api kratum
10,48,3,2,10,mama anīkam sūryasya iva duṣṭaram mām āryanti kṛtena kartvena ca
10,48,4,1,8,aham etam gavyayam aśvyam paśum purīṣiṇam sāyakena hiraṇyayam
10,48,4,2,10,purū sahasrā ni śiśāmi dāśuṣe yat mā somāsaḥ ukthinaḥ amandiṣuḥ
10,48,5,1,13,aham indraḥ na parā jigye id dhanam na mṛtyave ava tasthe kadā cana
10,48,5,2,11,somam id mā sunvantaḥ yācatā vasu na me pūravaḥ sakhye riṣāthana
10,48,6,1,10,aham etān śāśvasataḥ dvā dvā indram ye vajram yudhaye akṛṇvata
10,48,6,2,9,āhvayamānāṁ ava hanmanā ahanam dṛḍhā vadan a namasyuḥ namasvinaḥ
10,48,7,1,12,abhi idam ekam ekaḥ asmi niṣṣāh abhī dvā kim u trayaḥ karanti
10,48,7,2,12,khale na parṣān prati hanmi bhūri kim mā nindanti śatravaḥ an indrāḥ
10,48,8,1,10,aham guṅgubhyaḥ atithigvam iṣkaram iṣam na vṛtra turam vikṣu _
10,48,8,2,13,yat parṇaya ghne uta vā karañja he pra aham mahe vṛtra hatye aśuśravi
10,48,9,1,12,pra me namī sāpyaḥ iṣe bhuje bhūt gavām eṣe sakhyā kṛṇuta dvitā
10,48,9,2,11,didyum yat asya samitheṣu maṃhayam āt id enam śaṃsyam ukthyam karam
10,48,10,1,10,pra nemasmin dadṛśe somaḥ antar gopāḥ nemam āvis _ kṛṇoti
10,48,10,2,10,sa tigma śṛṅgam vṛṣabham yuyutsan druhaḥ tasthau bahule baddhaḥ antar
10,48,11,1,8,ādityānām vasūnām rudriyāṇām devaḥ devānām na mināmi dhāma
10,48,11,2,8,te mā bhadrāya śavase tatakṣuḥ aparājitam astṛtam aṣāḍham
10,50,1,1,8,pra vaḥ mahe mandamānāya andhasaḥ arcā viśvānarāya viśvābhuve
10,50,1,2,11,indrasya yasya su makham sahaḥ mahi śravaḥ nṛmṇam ca rodasī saparyataḥ
10,50,2,1,11,saḥ cit nu sakhyā naryaḥ ina stutaḥ carkṛtyaḥ indraḥ māvate nare
10,50,2,2,10,viśvāsu dhūrṣu vājakṛtyeṣu satpate vṛtre vā apsu abhi śūra mandase
10,50,3,1,13,ke te naraḥ indra ye te iṣe ye te sumnam sa dhanyam iyakṣān
10,50,3,2,10,ke te vājāya āsuryāya hinvire ke apsu svāsu urvarāsu pauṃsye
10,50,4,1,9,bhuvaḥ tvam indra brahmaṇā mahān bhuvaḥ viśveṣu savaneṣu yajñiyaḥ
10,50,4,2,9,bhuvaḥ nṝn cyautnaḥ viśvasmin bhare jyeṣṭhaḥ ca mantraḥ viśvacarṣaṇe
10,50,5,1,10,avā nu kam jyāyān yajñavanasaḥ mahīm te omātrām kṛṣṭayaḥ viduḥ
10,50,5,2,12,asaḥ nu kam ajaraḥ vardhāḥ ca viśvā id etā savanā tūtumā kṛṣe
10,50,6,1,10,etā viśvā savanā tūtumā kṛṣe svayam sūno sahasaḥ yāni dadhiṣe
10,50,6,2,10,varāya te pātram dharmaṇe tanā yajñaḥ mantraḥ brahma udyatam vacaḥ
10,50,7,1,12,ye te vipra brahma kṛtaḥ sute sacā vasūnām ca vasunaḥ ca dāvane
10,50,7,2,10,pra te sumnasya manasā pathā bhuvan made sutasya somyasya andhasaḥ
10,52,1,1,11,viśve devāḥ śāstana mā yathā iha hotā vṛtaḥ manavai yat niṣadya
10,52,1,2,12,pra me brūta bhāgadheyam yathā vaḥ yena pathā havyam ā vaḥ vahāni
10,52,2,1,10,aham hotā ni asīdam yajīyān viśve devāḥ marutaḥ mā junanti
10,52,2,2,11,ahar ahar aśvinā ādhvaryavam vām brahmā samidh bhavati sā āhutiḥ vām
10,52,3,1,13,ayam yaḥ hotā kis u sa yamasya kam api ūhe yat samañjanti devāḥ
10,52,3,2,9,ahar ahar jāyate māsi māsi athā devāḥ dadhire havyavāham
10,52,4,1,9,mām devāḥ dadhire havya vāham apamluktam bahu kṛcchrā carantam
10,52,4,2,10,agniḥ vidvān yajñam naḥ kalpayāti pañca yāmam trivṛtam sapta tantum
10,52,5,1,12,ā vaḥ yakṣi amṛta tvam su vīram yathā vaḥ devāḥ varivaḥ karāṇi
10,52,5,2,10,ā bāhvoḥ vajram indrasya dheyām atha imāḥ viśvāḥ pṛtanāḥ jayāti
10,52,6,1,11,trīṇi śatā trī sahasrāṇi agnim triṃśat ca devāḥ nava ca asaparyan
10,52,6,2,10,aukṣan ghṛtaiḥ astṛṇan barhiḥ asmai āt id hotāram ni asādayanta
10,54,1,1,11,tām su te kīrtim maghavan mahitvā yat tvā bhīte rodasī ahvayetām
10,54,1,2,12,pra āvaḥ devāṁ ā atiraḥ dāsam ojaḥ prajāyai tvasyai yat aśikṣaḥ indra
10,54,2,1,8,yat acaraḥ tanvā vāvṛdhānaḥ balāni indra prabruvāṇaḥ janeṣu
10,54,2,2,13,māyā id sā te yāni yuddhāni āhuḥ na adya śatrum nanu purā vivitse
10,54,3,1,11,ke u nu te mahimanaḥ samasya asmat pūrve ṛṣayaḥ antam āpuḥ
10,54,3,2,9,yat mātaram ca pitaram ca sākam ajanayathāḥ tanvaḥ svāyāḥ
10,54,4,1,7,catvāri te asuryāṇi nāmā adābhyāni mahiṣasya santi
10,54,4,2,9,tvam aṅga tāni viśvāni vitse yebhiḥ karmāṇi maghavan cakartha
10,54,5,1,10,tvam viśvā dadhiṣe kevalāni yāni āvis yā ca guhā vasūni
10,54,5,2,13,kāmam id me maghavan mā vi tārīḥ tvam ājñātā tvam indra asi dātā
10,54,6,1,10,yaḥ adadhāt jyotiṣi jyotiḥ antar yaḥ asṛjat madhunā sam madhūni
10,54,6,2,9,adha priyam śūṣam indrāya manma brahma kṛtaḥ bṛhadukthāt avāci
10,55,1,1,10,dūre tat nāma guhyam parācais yat tvā bhīte ahvayetām _
10,55,1,2,9,ud astabhnāḥ pṛthivīm dyām abhīke bhrātuḥ putrān maghavan titviṣāṇaḥ
10,55,2,1,10,mahat tat nāma guhyam puruspṛh yena bhūtam janayaḥ yena bhavyam
10,55,2,2,10,pratnam jātam jyotiḥ yat asya priyam priyāḥ sam aviśanta pañca
10,55,3,1,11,ā rodasī apṛṇāt ā uta madhyam pañca devāṁ ṛtuśas sapta sapta
10,55,3,2,8,catustriṃśatā purudhā vi caṣṭe sa rūpeṇa jyotiṣā vivratena
10,55,4,1,9,yat uṣaḥ aucchaḥ prathamā vibhānām ajanayaḥ yena puṣṭasya puṣṭam
10,55,4,2,11,yat te jāmi tvam avaram parasyāḥ mahat mahatyāḥ asura tvam ekam
10,55,5,1,8,vidhum dadrāṇam samane bahūnām yuvānam santam palitaḥ jagāra
10,55,5,2,10,devasya paśya kāvyam mahitvā adya mamāra sa hyas sam āna
10,55,6,1,10,śākmanā śākaḥ aruṇaḥ suparṇaḥ ā yaḥ mahaḥ śūraḥ sanāt anīḍaḥ
10,55,6,2,13,yat ciketa satyam id tat na mogham vasu spārham uta jetā uta dātā
10,55,7,1,10,ā ebhiḥ dade vṛṣṇyā pauṃsyāni yebhiḥ aukṣat vṛtra hatyāya vajrī
10,55,7,2,8,ye karmaṇaḥ kriyamāṇasya mahnaḥ ṛtekarmam ud ajāyanta devāḥ
10,55,8,1,10,yujā karmāṇi janayan viśva ojāḥ aśasti hā viśva manāḥ turāṣāh
10,55,8,2,10,pītvī somasya divaḥ ā vṛdhānaḥ śūraḥ niḥ yudhā adhamat dasyūn
10,57,1,1,9,mā pra gāma pathaḥ vayam mā yajñāt indra sominaḥ
10,57,1,2,5,mā antar sthuḥ naḥ arātayaḥ
10,57,2,1,6,yaḥ yajñasya prasādhanaḥ tantuḥ deveṣu ātataḥ
10,57,2,2,3,tam āhutam naśīmahi
10,57,3,1,6,manaḥ nu ā huvāmahe nārāśaṃsena somena
10,57,3,2,3,pitṝṇām ca manmabhiḥ
